1,8.984749,768.0665391873573,11.373116,7.5685353,13.41174322743708,3.8045807
2,8.1939745,546.975939730948,9.791788,6.9580913,11.88381561547064,2.8336967
3,6.551172,392.75294543876464,7.6911216,5.475513,9.521769253512387,2.2156085999999995
4,9.126414,336.0266016683708,10.732183,7.898147,11.758282299158651,2.8340359999999993
5,3.465752,310.5772928005821,3.9824479,2.8421502,5.926600500170953,1.1402977
6,6.5220323,304.1353692001036,7.5897913,5.491506,8.937366945199813,2.0982852999999997
7,9601.0,296.3053079139394,11.361026,8.327767,9603.358697156777,3.033259000000001
8,4.766713,285.99494829578117,5.4397926,3.977203,7.048504809934679,1.4625895999999998
9,5.4506445,286.0053518616485,6.272253,4.5569124,7.732515299600375,1.7153406000000002
10,7.854393,283.8401180184389,9.16699,6.7059326,10.119761893639119,2.4610574000000005
11,8.524704,283.8377678450057,9.959693,7.334221,10.790054913947131,2.6254719999999994
12,7.218567,280.706821579123,8.332124,6.16774,9.459831833713224,2.164384
13,9.686646,280.6947310460246,11.291516,8.455489,11.927817302589482,2.8360269999999996
14,4.322904,274.8431415216296,4.9079766,3.610557,6.518328519925623,1.2974195999999996
15,8.576388,264.12689775460655,10.111705,7.3539467,10.685451152410561,2.7577583000000008
16,8.063552,254.19859326384577,9.086244,7.059598,10.089417714185153,2.0266460000000004
17,7.6824937,230.09703402875448,8.802319,6.6162696,9.492048803051013,2.186049400000001
18,8.02864,219.78977211974913,9.385179,6.8670616,9.738677393683384,2.5181174000000004
19,8.336431,219.64625138839503,9.658231,7.193375,10.045049978702645,2.464856000000001
20,8.875059,214.0379888743159,10.453005,7.6437206,10.527513308201183,2.8092843999999992
21,5.9611735,205.31478196510724,6.788394,5.066091,7.523274591099746,1.7223030000000001
22,7.912665,203.8875927696954,8.982041,6.8778634,9.459618991676273,2.1041776000000008
23,7.739947,201.3251983325545,8.902462,6.6625524,9.259437678017447,2.2399096
24,8.204091,201.40642101948626,9.597194,7.032551,9.724457560702664,2.5646430000000002
25,9.602153,199.6944012807481,11.2452345,8.340336,11.10398244486023,2.9048985
26,3.987364,195.5673545594233,4.409446,3.4057531,5.4438458054798415,1.0036928999999999
27,9.901327,192.01346218785218,11.5446415,8.654313,11.317985392188085,2.890328499999999
28,9.551337,190.32514271529305,11.049281,8.347287,10.94881782060577,2.701994000000001
29,7.6105833,183.99619525468464,8.684302,6.56938,8.934627512955844,2.114922000000001
30,8.863551,179.06293491259635,10.256712,7.6955404,10.128579492371069,2.5611716000000007
31,10.081701,177.93122142191174,11.736595,8.835035,11.332961800047674,2.90156
32,4.449041,173.49391001786597,4.859488,3.8651726,5.645462173961414,0.9943153999999996
33,10.11378,172.67623105398982,11.743633,8.873728,11.299942804440551,2.869905000000001
34,5.3640366,169.8842702825854,5.9606276,4.637024,6.5148024453245,1.3236035999999993
35,9.592273,169.8041953551915,11001.0,8.416265,10.742015080808834,10992.583735
36,8.152917,169.21632962255026,9.216571,7.120805,9.295128353880465,2.0957660000000002
37,8.099911,169.06150528157374,9.355669,6.97715,9.24013465753422,2.3785190000000007
