HIP, HD, designation, Vmag, RAdeg, DEdeg, RAhms, DEdms, Plx, e_Plx, distance_Plx, pmRA, pmDE, BTmag, VTmag, MV, MV_error, MVt, MVt_error, B_minus_V, BT_minus_VT
4189,\N,\N,11.92,13.34933515,-41.23799485,"00 53 23.84","-41 14 16.8",42.61,15.51,23.4687,14.99,-198.96,\N,\N,10.06755767100227,0.8283907868789449,\N,\N,1.49,\N
1386,\N,\N,11.54,4.33275961,29.18196397,"00 17 19.86","+29 10 55.1",42.65,2.77,23.4467,691.13,428.92,\N,\N,9.68959517751771,0.14122995061024568,\N,\N,1.505,\N
15360,\N,\N,11.01,49.51707787,-30.40248055,"03 18 04.10","-30 24 08.9",42.72,2.53,23.4082,-174.38,-327.09,\N,\N,9.1631562201025,0.12875144337296796,\N,\N,1.451,\N
6365,\N,\N,11.48,20.43952009,-46.71418505,"01 21 45.48","-46 42 51.1",42.73,3.53,23.4028,-115.92,-79.79,\N,\N,9.633664464085982,0.17979890353535755,\N,\N,1.627,\N
738,\N,\N,11.73,2.266269,-27.12235235,"00 09 03.90","-27 07 20.5",42.82,2.61,23.3536,696.09,87.88,\N,\N,9.8882333147921,0.13252165927928683,\N,\N,1.493,\N
89490,"348274",\N,10.84,273.93172764,18.93980767,"18 15 43.61","+18 56 23.3",43.1,2.18,23.2019,-37.29,-429.37,\N,\N,9.01238635080366,0.10992698285023206,\N,\N,1.5,\N
63882,\N,\N,11.74,196.37541923,37.13677988,"13 05 30.10","+37 08 12.4",43.18,6.95,23.1589,-303.82,-202.49,\N,\N,9.91641318999106,0.3525734264462921,\N,\N,1.637,\N
67795,\N,\N,12.51,208.30948996,-38.34974431,"13 53 14.28","-38 20 59.1",43.23,5.22,23.1321,-385.54,15.3,\N,\N,10.688926177668261,0.26348977945920016,\N,\N,1.5,\N
20222,\N,\N,11.46,64.99806964,36.48758798,"04 19 59.54","+36 29 15.3",43.27,7.18,23.1107,213.95,-454.71,\N,\N,9.640934475993625,0.3636857212835558,\N,\N,1.45,\N
60970,\N,\N,11.91,187.47891094,36.44537349,"12 29 54.94","+36 26 43.3",43.42,3.62,23.0309,142,-138.54,\N,\N,10.098449095592008,0.18146060248598594,\N,\N,0.8,\N
101574,\N,\N,12.14,308.78125264,-51.1477873,"20 35 07.50","-51 08 52.0",43.51,8.83,22.9832,98.02,-27.34,\N,\N,10.332945416463586,0.44688657374922336,\N,\N,1.44,\N
55031,\N,\N,12.3,168.98525455,-48.69069347,"11 15 56.46","-48 41 26.5",43.57,35.81,22.9516,-69.26,-29.45,\N,\N,10.49593779967877,2.5246234332823905,\N,\N,\N,\N
104137,\N,\N,12.13,316.48462631,4.42842441,"21 05 56.31","+04 25 42.3",43.63,4.58,22.92,135.46,-169.87,\N,\N,10.328926064934102,0.22879023317421954,\N,\N,1.548,\N
3143,\N,\N,11.41,9.99346024,-44.25267874,"00 39 58.43","-44 15 09.6",43.64,2.59,22.9148,482.8,-222.01,\N,\N,9.609423709581522,0.12902682995655557,\N,\N,1.476,\N
56284,\N,\N,11.45,173.07873348,-16.96813919,"11 32 18.90","-16 58 05.3",43.66,2.55,22.9043,169.71,-234,\N,\N,9.650418656865602,0.12697122934588823,\N,\N,1.474,\N
88976,\N,\N,11.38,272.41951352,31.86975819,"18 09 40.68","+31 52 11.1",43.68,7.73,22.8938,54.4,190.54,\N,\N,9.581413148483403,0.38837177287033064,\N,\N,\N,\N
79551,\N,\N,12.23,243.48522252,33.77361984,"16 13 56.45","+33 46 25.0",43.82,5.69,22.8206,-263.04,-82.85,\N,\N,10.438361866123433,0.2835653026445337,\N,\N,\N,\N
96121,\N,\N,10.42,293.15745654,0.57745578,"19 32 37.79","+00 34 38.8",43.86,1.92,22.7998,219.74,23.23,\N,\N,8.630343136707522,0.09511840552299855,\N,\N,1.406,\N
33805,\N,\N,10.93,105.27659697,59.83325319,"07 01 06.38","+59 49 59.7",43.88,2.21,22.7894,-166.28,9.97,\N,\N,9.141333094513369,0.10945801916810627,\N,\N,1.476,\N
109670,\N,\N,11.48,333.24839767,-47.38618788,"22 12 59.62","-47 23 10.3",44.2,16.43,22.6244,117.12,-87.9,\N,\N,9.70711134674546,0.8477792212117716,\N,\N,0.66,\N
56936,\N,\N,12.2,175.08296376,67.26666675,"11 40 19.91","+67 16 00.0",44.28,2.83,22.5836,262.62,-3157.21,\N,\N,10.431038061033426,0.1389714233798527,\N,\N,1.447,\N
59750,"106516",\N,6.11,183.79391146,-10.30993958,"12 15 10.54","-10 18 35.8",44.34,1.01,22.553,31.97,-1012.44,\N,\N,4.343978443892347,0.049471505904347346,\N,\N,0.47,\N
9749,\N,\N,10.88,31.34762968,-28.07075687,"02 05 23.43","-28 04 14.7",44.37,1.97,22.5378,340.02,422.12,\N,\N,9.115447143582777,0.09647543215306076,\N,\N,1.4,\N
32313,\N,\N,10.92,101.19132778,71.88896431,"06 44 45.92","+71 53 20.3",44.43,4.88,22.5073,-118.98,-549.44,\N,\N,9.158381566204355,0.23947128674360574,\N,\N,1.364,\N
72981,\N,\N,11.28,223.72362192,9.94445916,"14 54 53.67","+09 56 40.1",44.46,2.6,22.4921,-317.19,-398.95,\N,\N,9.51984729181486,0.12713174709333686,\N,\N,1.377,\N
27111,"247168",\N,11.35,86.23652511,9.24379111,"05 44 56.77","+09 14 37.6",44.67,14.98,22.3864,38.91,-703.76,\N,\N,9.600079762359195,0.7575006260257906,\N,\N,0.699,\N
1322,\N,\N,12.38,4.15113229,-50.26967557,"00 16 36.27","-50 16 10.8",44.82,3.44,22.3115,330.89,273.61,\N,\N,10.637359260995211,0.1669920781076275,\N,\N,1.53,\N
109537,\N,\N,11.11,332.82130935,41.01466674,"22 11 17.11","+41 00 52.8",44.84,3.24,22.3015,-207.31,231.37,\N,\N,9.368328019614678,0.15717782091985022,\N,\N,1.46,\N
49526,\N,\N,11.32,151.68346415,41.71563375,"10 06 44.03","+41 42 56.3",45.04,2.56,22.2025,-272.32,-414.55,\N,\N,9.587991909216449,0.12355611161770064,\N,\N,1.492,\N
6097,\N,\N,11.78,19.56627324,-12.89818577,"01 18 15.91","-12 53 53.5",45.22,3.65,22.1141,174.4,-679.14,\N,\N,10.056652790046705,0.1756557863048922,\N,\N,1.44,\N
5215,\N,\N,11.45,16.67323507,15.27341418,"01 06 41.58","+15 16 24.3",45.24,2.56,22.1043,-112.05,-253.67,\N,\N,9.727612981267088,0.1230087146492167,\N,\N,1.473,\N
80817,\N,\N,12.27,247.55578792,-14.66329215,"16 30 13.39","-14 39 47.9",45.35,5.06,22.0507,-494.66,-205.17,\N,\N,10.55288645698057,0.24329857512443098,\N,\N,1.474,\N
110980,\N,\N,10.51,337.27432832,1.66385679,"22 29 05.84","+01 39 49.9",45.69,1.92,21.8866,44.84,-196.61,\N,\N,8.809105790278526,0.0913040871534907,\N,\N,1.431,\N
114252,\N,\N,10.87,347.08119329,-15.40988872,"23 08 19.49","-15 24 35.6",45.75,2.6,21.8579,101.59,-24.15,\N,\N,9.171955492012335,0.12353919591947982,\N,\N,1.397,\N
14589,\N,\N,10.86,47.10218246,-24.17280917,"03 08 24.52","-24 10 22.1",45.83,11.06,21.8198,7.55,-161.97,\N,\N,9.165749286223935,0.5345781077112832,\N,\N,\N,\N
