designation, HIP, HD, ra, declination, parallax, parallax_error, pm, pmra, pmdec, ruwe, phot_g_mean_mag, phot_bp_mean_mag, phot_rp_mean_mag, teff_gspphot, teff_gspphot_lower, teff_gspphot_upper, logg_gspphot, logg_gspphot_lower, logg_gspphot_upper, mh_gspphot, mh_gspphot_lower, mh_gspphot_upper, distance_gspphot, distance_gspphot_lower, distance_gspphot_upper, Mg, Mg_error, MRp, MRp_error, Bp_minus_Rp, Vmag, RAdeg, DEdeg, RAhms, DEdms, Plx, e_Plx, distance_Plx, pmRA, pmDE, BTmag, VTmag, MV, MV_error, MVt, MVt_error, B_minus_V, BT_minus_VT
"Gaia DR3 2171727299589482112",106557,\N,323.71302482042864,51.538502503558405,56.71539972127668,0.03268682,555.57715,458.9052458276693,313.164423366211,1.1644818,10.724582,12.027866,9.584763,3212.401,3211.5652,3220.764,4.177,4.1739,4.2054,-0.7273,-0.7306,-0.6919,17.6702,17.6497,17.7308,9.493086986343311,0.0012514861217995943,8.353267986343312,0.0012514861217995943,2.443103,12.01,323.70795231,51.53634769,21,51,57.37,2.59,17.4307,456.12,310.81,\N,\N,10.803424249412206,0.09809899064574878,\N,\N,1.8,\N
"Gaia DR3 219057458247921536",18915,"25329",60.82191799513742,35.26721591490448,54.04215963609338,0.025973938,2204.4902,1731.5573033901283,-1364.3629900603064,1.011684,8.232109,8.697253,7.5901484,4819.093,4817.4263,4821.432,4.7214,4.7142,4.729,-0.9487,-0.9677,-0.915,18.4522,18.4209,18.4887,6.895772479997324,0.0010436609946053998,6.253811879997325,0.0010436609946053998,1.1071046,8.51,60.80733764,35.27659465,4,35,54.14,1.08,18.4706,1732.49,-1365.5,\N,\N,7.1775912571724385,0.04332289164233538,\N,\N,0.863,\N
"Gaia DR3 2245095683274908672",102300,\N,310.9255265030433,64.28123970484519,46.58405246101683,0.019417845,326.1823,309.81195697555546,-102.03653007671687,1.0884627,10.629359,11.622256,9.64281,3486.609,3484.789,3513.4436,4.0352,4.0276,4.1142,-1.61,-1.6238,-1.5131,21.4405,21.3897,21.6361,8.970545330922874,0.0009051448915302629,7.983996330922877,0.000905144891530707,1.979446,11.87,310.92061816,64.28194099,20,64,46.11,1.76,21.6873,310.37,-100.54,\N,\N,10.188975611097039,0.08292450828550813,\N,\N,1.997,\N
"Gaia DR3 2379962604166006016",114411,\N,347.56913828705433,-25.93119473911205,67.10138026989291,0.022839904,716.21765,715.7831790724741,24.942465882986564,1.4749031,10.325614,11.514855,9.245406,3302.5571,3302.2,3302.9795,4.0174,4.0164,4.0182,-1.3612,-1.3619,-1.3579,14.9106,14.8984,14.9499,9.459271268313868,0.0007391237421341401,8.379063268313867,0.0007391237421323638,2.269449,11.27,347.56366641,-25.93136597,23,-25,63.73,3.17,15.6912,716.81,19.43,\N,\N,10.291719592399328,0.10810062818951671,\N,\N,1.566,\N
"Gaia DR3 2383999392388000640",113605,\N,345.15340839394395,-23.971174013637587,50.77758394634132,0.017188543,397.95554,194.13144484107667,-347.39255735629183,1.040946,10.691419,11.82505,9.636045,3354.6865,3309.53,3501.2515,4.2769,4.1181,4.6641,-0.8389,-1.0272,-0.3791,19.7086,19.581,19.8967,9.21977916408528,0.000735057586618737,8.164405164085279,0.000735057586618737,2.189005,11.6,345.15194834,-23.96878507,23,-23,49.36,3.19,20.2593,195.27,-346.33,\N,\N,10.066875755125928,0.14053211453279957,\N,\N,1.51,\N
"Gaia DR3 2386898972054841088",114719,\N,348.57136695717173,-19.644029228906422,47.41964942705923,0.017339377,444.83707,441.1978154472954,56.78469504211246,1.1070641,9.733671,10.7356825,8.743459,3762.0674,3756.5117,3771.646,4.5783,4.542,4.5835,-0.0921,-0.1312,-0.0473,21.0978,21.0327,22.5467,8.11346269459882,0.0007940164232911329,7.123250694598819,0.0007940164232906888,1.9922235,10.46,348.56814681,-19.64441927,23,-19,51.44,5.79,19.4401,447.7,57.87,\N,\N,9.01650479958083,0.2454574100951783,\N,\N,1.449,\N
"Gaia DR3 2395031273585836288",116215,"221503",353.20741018274816,-16.846618522179938,68.73564590379422,0.0271539,405.45023,341.1472420300318,-219.10830778537118,1.0748491,8.085915,8.828512,7.25084,4036.3137,4020.5015,4045.8267,4.4835,4.4486,4.4985,-0.6133,-0.6916,-0.5137,14.5924,14.5538,14.9387,7.271825090282835,0.0008578365264901855,6.436750090282835,0.0008578365264901855,1.577672,8.59,353.20496028,-16.84511194,23,-16,71.7,1.36,13.947,343.55,-217.65,\N,\N,7.867595778339,0.04119325973743537,\N,\N,1.29,\N
"Gaia DR3 2460983348274381696",8691,\N,27.955434457117235,-10.80586697964623,58.2409207733023,0.027337851,783.74786,568.6177622079103,-539.3835152227974,1.2623228,10.863001,12.043837,9.77686,3306.2104,3305.5571,3307.434,4.1156,4.1137,4.1181,-1.3196,-1.3218,-1.3155,17.2028,17.1911,17.2381,9.68914216219139,0.001019272922777148,8.603001162191388,0.001019272922777148,2.266977,11.8,27.95145439,-10.80215939,1,-10,56.35,3.05,17.7462,568.32,-537.78,\N,\N,10.554469601910629,0.11764808988655329,\N,\N,1.475,\N
"Gaia DR3 2515037264041041536",10279,\N,33.07959930325112,3.567385154970191,95.16060614858952,0.024669407,2557.187,-1762.4057179489491,-1852.8711000327555,1.3375835,9.205841,10.280927,8.165198,3619.5676,3618.4233,3620.0605,4.79,4.7802,4.7906,-0.1119,-0.1224,-0.1069,10.5004,10.4947,10.5063,9.098126998591024,0.0005629318688455953,8.057483998591024,0.0005629318688455953,2.115729,10.04,33.09173956,3.58012318,2,3,96.28,1.8,10.3864,-1761.07,-1852.82,\N,\N,9.957680408014962,0.04060143142220429,\N,\N,1.431,\N
"Gaia DR3 2560771312759450496",8051,\N,25.832196670357842,4.318255356429924,88.30597070744219,0.023291193,873.9037,-422.4133313786974,-765.0324158439888,1.0700988,9.907381,11.157849,8.797398,3452.291,3452.0503,3452.543,4.8241,4.8237,4.8247,-0.0772,-0.0783,-0.075,11.2891,11.2847,11.2931,9.637331344480728,0.0005727379898754492,8.527348344480727,0.0005727379898754492,2.360451,10.93,25.83510906,4.32351508,1,4,88.86,1.99,11.2537,-420.14,-763.36,\N,\N,10.673531544524261,0.04863777532766633,\N,\N,1.525,\N
