designation, HIP, HD, ra, declination, parallax, parallax_error, pm, pmra, pmdec, ruwe, phot_g_mean_mag, phot_bp_mean_mag, phot_rp_mean_mag, teff_gspphot, teff_gspphot_lower, teff_gspphot_upper, logg_gspphot, logg_gspphot_lower, logg_gspphot_upper, mh_gspphot, mh_gspphot_lower, mh_gspphot_upper, distance_gspphot, distance_gspphot_lower, distance_gspphot_upper, Mg, Mg_error, MRp, MRp_error, Bp_minus_Rp
"Gaia DR3 2195886971653527168",103096,"199305",313.3324563031005,62.150957701503515,142.054284613815,0.016025284,773.09576,0.2591201846900617,-773.0957499352076,0.86993074,7.756715,8.790974,6.7472963,3473.9587,3471.713,3487.792,3.9736,3.9674,4.0157,-1.3532,-1.3586,-1.3137,7.0383,7.0316,7.0493,8.518986686812703,0.0002449659459617948,7.509567986812702,0.0002449659459609066,2.0436777
"Gaia DR3 2204001126955518592",\N,\N,329.65172571079614,61.28549118457992,53.661827731383816,0.026736217,815.505,807.9522338796789,110.732070803786,1.0866711,14.748567,17.102966,13.367865,2876.434,2873.7368,2877.0864,5.182,5.1702,5.1829,-0.412,-0.4894,-0.4089,18.6482,18.5313,18.6712,13.39689430367515,0.0010819043034642206,12.016192303675147,0.0010819043034642206,3.735101
"Gaia DR3 2212272649844661504",113944,\N,346.12930588920193,66.76403036233901,49.20462073973762,0.010520174,315.3507,305.0800154836836,-79.82641717267572,0.9494481,9.206079,10.092622,8.277547,3746.5068,3730.404,3783.3752,4.3951,4.346,4.4475,-0.5881,-0.6843,-0.4723,20.3199,20.27,20.365,7.66610844346498,0.0004642707857307471,6.737576443464979,0.0004642707857307471,1.815075
"Gaia DR3 2213428064767263360",\N,\N,346.8886073691008,68.66835203448122,64.92589932533124,0.01859609,1143.3031,1141.8903900265534,56.81842430232023,1.0747944,11.349268,12.718154,10.193524,3242.541,3163.0693,3299.1357,4.6634,4.415,4.7844,-0.4291,-0.716,-0.2925,15.4091,15.3421,15.4627,10.411357870006798,0.0006219536099418832,9.2556138700068,0.0006219536099418832,2.52463
"Gaia DR3 2214830079531710336",\N,\N,352.97173232777436,69.2870428867335,44.23431586230648,0.017058574,589.22455,-542.4702389974176,-230.0251622151595,1.1425195,14.125885,16.036245,12.827709,3036.8198,3036.003,3040.7468,5.0913,5.0846,5.0924,-0.2584,-0.2622,-0.2386,22.5818,22.5213,23.0388,12.354681573825486,0.0008374092353609086,11.056505573825484,0.0008374092353609086,3.208536
"Gaia DR3 2220012421430629632",\N,\N,330.8447357837603,67.4986360849342,48.64136447745198,0.014635871,608.373,531.3100127010185,-296.3568208015839,1.1648111,12.201571,13.654166,11.016562,3176.5784,3175.161,3182.415,4.3444,4.3412,4.354,-1.0482,-1.0498,-1.0326,20.6148,20.5362,20.7788,10.636599745870729,0.0006533819798502094,9.451590745870728,0.0006533819798502094,2.637604
"Gaia DR3 2221509612668871552",\N,\N,317.8661708413473,65.8906775323268,45.6013917710592,0.014089705,176.97676,176.8927931533428,-5.450791238998331,1.144573,12.067087,13.346144,10.949145,3167.6152,3167.2883,3168.024,4.2473,4.2467,4.2483,-1.0559,-1.0565,-1.0537,21.9628,21.9511,21.9888,10.361977488461118,0.000670931422289911,9.244035488461117,0.0006709314222890228,2.396999
"Gaia DR3 2222540228723911168",\N,\N,326.67209809426436,66.80387671285244,62.55344234189691,0.021314627,443.62518,392.4691477061067,206.8121575102866,1.3154004,11.75311,13.337986,10.529364,3018.3457,3018.0906,3018.6174,4.2589,4.2579,4.2601,-0.7339,-0.7351,-0.7326,15.9997,15.9939,16.0055,10.734366070463334,0.000739913336629705,9.510620070463336,0.000739913336629705,2.808622
"Gaia DR3 2228253123642541696",\N,\N,346.66645474563546,71.72570810373884,55.40178576287712,0.028509889,1329.3339,1254.686779792775,439.1918771131585,1.0836433,10.839232,12.021987,9.752053,3298.2178,3298.0312,3298.473,4.0483,4.0477,4.0498,-1.3436,-1.344,-1.3428,18.0691,18.05,18.0807,9.556850817727376,0.0011174448977442353,8.469671817727376,0.0011174448977442353,2.269934
"Gaia DR3 2229106207224369024",\N,\N,353.93341673382406,73.90458804428872,48.64296946229212,0.026201919,224.53403,-61.97617878175538,215.8112154083056,1.2377508,14.579186,16.757212,13.225342,2934.5142,2934.2146,2934.8718,5.1466,5.146,5.1471,-0.3397,-0.3413,-0.3374,20.5355,20.5207,20.5571,13.014286395234139,0.0011696808463117492,11.66044239523414,0.0011696808463117492,3.53187
"Gaia DR3 2229220075393971968",\N,\N,356.6192405689955,74.56747913714574,47.94857629610862,0.012849208,487.9083,206.97430109597127,-441.8327045239876,1.2579206,13.241564,14.865302,12.011803,3006.6255,3006.1897,3008.1343,4.5763,4.5744,4.5811,-0.7385,-0.7404,-0.7311,20.8314,20.823,20.8503,11.645442582463208,0.0005819088590177657,10.415681582463208,0.0005819088590177657,2.853499
"Gaia DR3 2229668951018122112",\N,\N,334.0959759546688,70.9442135471197,43.78639014812944,0.013594019,863.78864,862.8296004351645,-40.69232497487799,0.86215335,11.217248,12.360321,10.148163,3351.5847,3351.0474,3352.7495,4.1097,4.108,4.1135,-1.298,-1.2997,-1.2953,22.8435,22.8254,22.8532,9.42394371210243,0.0006741601223918536,8.354858712102429,0.0006741601223918536,2.212158
"Gaia DR3 2231736788793936384",\N,\N,351.1146505674927,73.96229415443422,43.95845169000632,0.013089804,255.67142,253.5838954283137,32.60487995766271,1.2226748,13.034944,14.684331,11.802742,3000.116,3000.0188,3001.0154,4.4272,4.4262,4.43,-0.705,-0.7068,-0.6986,22.7464,22.7341,22.8032,11.25015593623583,0.000646613972497434,10.017953936235829,0.000646613972497434,2.881589
"Gaia DR3 2232348941893483520",117712,"223778",358.11138892073694,75.54465568935427,91.7722368206015,0.042484567,310.9333,309.8995309922522,25.333606843800887,1.9543185,6.0537324,6.579771,5.3632345,4631.66,4630.651,4632.9263,4.3762,4.3751,4.3778,-0.4504,-0.4564,-0.4441,10.8914,10.8832,10.8975,5.8672889857858115,0.0010052503334030405,5.176791085785813,0.0010052503334030405,1.2165365
"Gaia DR3 2242950845325769216",\N,\N,307.0771527942086,61.72990009506287,46.38082200573418,0.014273029,296.79785,-296.529320847008,-12.622600283807447,1.138726,11.971545,13.304702,10.828236,3155.7415,3152.6296,3177.6301,4.2838,4.274,4.3571,-0.8914,-0.9009,-0.8177,21.5553,21.4427,21.5737,10.303237206782692,0.0006682393349617399,9.159928206782693,0.0006682393349617399,2.476466
"Gaia DR3 2245095683274908672",102300,\N,310.9255265030433,64.28123970484519,46.58405246101683,0.019417845,326.1823,309.81195697555546,-102.03653007671687,1.0884627,10.629359,11.622256,9.64281,3486.609,3484.789,3513.4436,4.0352,4.0276,4.1142,-1.61,-1.6238,-1.5131,21.4405,21.3897,21.6361,8.970545330922874,0.0009051448915302629,7.983996330922877,0.000905144891530707,1.979446
"Gaia DR3 2246206567973292160",101180,\N,307.63826397516186,65.45081813440359,123.65465984021166,0.014759887,526.09125,443.2636466159827,283.3536914054755,1.0511156,9.43527,10.769656,8.285626,3384.8457,3384.4927,3385.13,4.8381,4.8362,4.8384,-0.0372,-0.0407,-0.0359,8.0768,8.0751,8.0784,9.896322435462249,0.0002591951454284924,8.74667843546225,0.0002591951454284924,2.48403
"Gaia DR3 2246581329639103872",100017,"193664",304.3858330649528,66.85501172532437,57.20405217305612,0.0207614,555.1789,468.6837090609632,297.58896862597277,0.8299613,5.7695527,6.06742,5.2959642,5807.854,5806.008,5809.5757,4.3224,4.3208,4.3238,-0.2905,-0.3061,-0.2864,17.467,17.4571,17.4763,4.556686670369459,0.0007881051699976105,4.083098170369459,0.0007881051699976105,0.7714558
"Gaia DR3 2247535151679497472",\N,\N,299.56795496573375,65.04026975891064,53.8077303082405,0.017392537,394.41162,-66.66777197579694,388.73631704824817,1.1294528,11.577071,13.034291,10.388401,3077.4036,3067.122,3213.0093,4.1643,4.1213,4.5719,-0.8024,-0.8519,-0.3254,18.5689,18.4464,18.7738,10.231294366161112,0.0007018957188114072,9.042624366161112,0.000701895718810519,2.64589
"Gaia DR3 2250947352873635712",\N,\N,300.3333208374921,69.89227477007965,53.16858259745731,0.025962904,41.756485,36.68861156468202,19.93865430260042,1.1315801,14.603715,16.850601,13.235086,2899.211,2898.0652,2900.3062,5.1638,5.1614,5.1645,-0.3661,-0.3697,-0.3567,18.8035,18.7858,18.8675,13.231990413823294,0.0010603580429222603,11.863361413823291,0.0010603580429222603,3.615515
"Gaia DR3 2256631484392164736",\N,\N,277.8407516553966,64.9039850767494,54.013269180889395,0.0155740725,65.873344,-1.9213848276225107,65.84531752111795,1.2168789,12.260308,13.819271,11.04986,3021.3381,3020.3267,3026.172,4.3138,4.3092,4.3329,-0.7851,-0.7901,-0.7618,18.5161,18.5072,18.5331,10.922810319867647,0.0006261178074877805,9.712362319867648,0.0006261178074877805,2.769411
"Gaia DR3 225668203191521280",19335,"25998",62.153501663283706,38.03884341956174,47.187754303902985,0.07342028,260.2534,164.82945356198124,-201.40276887018763,1.4072534,5.4032845,5.6528416,4.974015,6156.2456,6155.384,6157.0366,4.2057,4.2037,4.2076,-0.1731,-0.1794,-0.1673,21.1774,21.1451,21.2088,3.7724310473811986,0.0033786359051148906,3.3431615473811984,0.0033786359051148906,0.6788266
"Gaia DR3 225709641034907264",\N,"25893A",61.894149126044205,38.073549604931806,47.32501011279658,0.022569712,284.41766,176.89752816022292,-222.7120904239128,0.9347098,7.0351396,7.438931,6.4489446,5182.301,5181.1426,5183.3364,4.4642,4.4634,4.4648,-0.1654,-0.1695,-0.1603,21.1153,21.1039,21.1297,5.410593177197271,0.0010355942977615662,4.824398177197271,0.0010355942977615662,0.9899864
"Gaia DR3 2261614264931057664",96100,"185144",293.09759805108064,69.65345106254792,173.49391001786597,0.07480691,1838.0714,597.3842379704172,-1738.2861023860867,1.6816003,4.449041,4.859488,3.8651726,5153.247,5151.177,5158.7666,4.5007,4.4992,4.5074,-0.4074,-0.4198,-0.3506,5.7628,5.755,5.7669,5.645462173961413,0.0009362931019087917,5.0615937739614125,0.0009362931019087917,0.9943154
"Gaia DR3 2276449837884804480",\N,\N,306.2154376214384,74.20966132164769,58.94063620724428,0.02203679,676.47626,233.22966118182995,634.9992755885665,1.4646128,13.634605,15.668055,12.311299,2979.483,2977.9897,2979.9146,5.0764,5.0724,5.0768,-0.1369,-0.1387,-0.1312,16.9395,16.9256,17.0085,12.486679096643535,0.0008118725346086819,11.163373096643536,0.0008118725346086819,3.356756
"Gaia DR3 2281046483684995840",\N,\N,336.79143736412533,77.86718788883624,60.46370411974422,0.019304398,344.4216,237.57940492935876,249.3637316537345,1.397854,13.510935,15.500198,12.194023,2992.6577,2991.8267,2992.9846,5.0738,5.073,5.0741,-0.1449,-0.146,-0.1431,16.5032,16.4921,16.5116,12.418408746750249,0.0006932914493740228,11.10149674675025,0.0006932914493740228,3.306175
"Gaia DR3 2282790893241302144",\N,\N,350.7290232368062,78.79433614628547,52.8343025839604,0.029883878,217.44098,207.4464792811381,65.1654454269971,1.2345679,14.020458,16.36642,12.634202,2879.8677,2878.962,2880.2693,5.0283,5.0251,5.029,0.1431,0.141,0.1453,18.8166,18.801,18.847,12.635037895417021,0.001228217659982711,11.248781895417018,0.001228217659982711,3.732218
"Gaia DR3 2282846074981010688",115147,"220140",349.8657342699989,79.00384169269975,52.783813089954265,0.013734574,215.91791,203.45013713416617,72.30894269986538,0.9207283,7.293383,7.7507305,6.6682796,4891.5063,4886.587,4899.9375,4.476,4.4721,4.491,-0.551,-0.5948,-0.3698,18.9496,18.9318,18.9755,5.905886801730693,0.0005650264242889058,5.280783401730693,0.0005650264242889058,1.0824509
"Gaia DR3 2282846074981011328",\N,"220140B",349.85682925919764,79.00133361746124,52.839692674597124,0.021274867,218.07965,209.25030510421288,61.42512797666475,1.2338614,10.915274,12.410884,9.7068815,3038.7092,3038.454,3039.2214,3.8291,3.8281,3.8325,-0.7529,-0.7538,-0.7514,18.9131,18.9043,18.9219,9.530075415064951,0.0008743008686202813,8.321682915064951,0.000874300868618505,2.7040025
"Gaia DR3 2289304297045379456",\N,\N,291.0745256610773,75.55592273663505,94.06735403613871,0.019581584,698.0483,369.4224297082932,592.282436385251,1.1356933,13.380432,15.673348,12.0109625,2886.4172,2886.0305,2887.8943,5.1591,5.1573,5.1595,-0.3335,-0.3355,-0.3275,10.6109,10.6048,10.6562,13.2476266409461,0.000452025789823729,11.878157140946103,0.000452025789823729,3.6623855
"Gaia DR3 2290483248388179328",99427,"193202",302.71956019797733,77.24125306637409,59.418420687020195,0.014157692,516.2212,57.339077609433815,513.0268651395949,0.9814199,8.31737,9.082004,7.466625,4109.0723,4108.274,4109.5415,4.5237,4.5232,4.5239,-0.0003,-0.0017,0,16.8256,16.8198,16.836,7.186975521415346,0.0005173991127125355,6.336230521415346,0.0005173991127125355,1.615379
"Gaia DR3 2294281163411732736",\N,\N,278.9690777068371,80.09526285745366,60.999034492576016,0.020631364,244.2355,124.06010035578566,210.3807853768096,1.1956651,11.857928,13.40426,10.65183,3023.7742,3022.911,3026.6821,4.2545,4.2505,4.2664,-0.8155,-0.8193,-0.8036,16.3872,16.3625,16.3962,10.784542804737036,0.0007344450576587391,9.578444804737035,0.0007344450576587391,2.75243
"Gaia DR3 2302668860880387072",\N,\N,289.10161012405797,84.22869527150492,70.14074610655817,0.015364846,157.40529,-47.11002509450987,150.19010961563538,1.1990459,13.262562,15.247773,11.949459,2998.4792,2994.962,3000.2346,5.0499,5.0339,5.0662,-0.3318,-0.3529,-0.2918,14.2362,14.2165,14.2619,12.492413906404188,0.0004756770001907995,11.17931090640419,0.0004756770001907995,3.298314
"Gaia DR3 2306965202564744064",439,"225213",1.3832841523481234,-37.36774402806293,230.09703402875448,0.036182754,6098.0776,5633.438087895326,-2334.7212726520424,1.4012543,7.6824937,8.802319,6.6162696,3355.3533,3354.841,3355.8137,4.1294,4.1279,4.1309,-1.3171,-1.3189,-1.3154,4.3458,4.3451,4.3466,9.492048803051013,0.0003414639957899368,8.425824703051013,0.0003414639957899368,2.1860494
"Gaia DR3 2307132568850133376",118008,"224228",359.04565200718673,-39.05316192878793,45.549542701081855,0.02331218,277.59528,206.21301615044004,-185.83683139687747,1.0195978,7.9411974,8.448101,7.2765827,4738.658,4736.33,4740.482,4.5372,4.5359,4.5402,-0.1805,-0.2026,-0.1683,21.8939,21.7133,21.9393,6.233617505953026,0.0011113560552686863,5.569002805953026,0.0011113560552686863,1.1715183
"Gaia DR3 2307270076523103616",\N,\N,357.7238702592521,-39.089121914356056,47.43830006972361,0.016968558,830.4614,800.5276188057483,-220.9562960452525,1.2881932,13.062856,14.65949,11.842858,3181.5732,3179.492,3184.9512,4.9969,4.9823,5.0272,-0.2897,-0.3156,-0.2217,20.9941,20.9736,21.0135,11.443501589432138,0.0007767301324799192,10.223503589432138,0.0007767301324799192,2.816632
"Gaia DR3 2309813109479463040",950,"739",2.9343520768768716,-35.132557218922194,46.04253083982935,0.09605388,212.31407,171.2981178818337,125.4361281617478,1.15041,5.12059,5.3561015,4.746702,6386.1406,6383.992,6389.4478,4.1698,4.1653,4.1911,-0.7109,-0.7531,-0.5954,21.6819,21.2033,21.7739,3.4363859383382653,0.004530130056636494,3.0624979383382662,0.004530130056636494,0.6093995
"Gaia DR3 2312376723918929920",\N,\N,356.6576476677058,-34.16710787919001,64.97947000662334,0.033185538,310.78027,-310.77684246183117,-1.4583902043975314,1.7945127,11.485288,12.827368,10.335804,3181.4543,3147.9534,3306.1506,4.4814,4.3505,4.8217,-0.7434,-0.9015,-0.3617,15.4044,15.2952,15.5388,10.549168823892343,0.0011089885223691809,9.399684823892342,0.0011089885223691809,2.491564
"Gaia DR3 2315390347851431680",1837,"1910",5.816342159031959,-33.16696458903874,45.14426535242886,0.01998044,130.02077,-31.305659275115595,126.1957011164686,1.1030991,8.391315,8.976128,7.6657786,4526.9985,4519.534,4530.7876,4.5771,4.5705,4.5817,0.0411,-0.006,0.074,22.1389,22.1217,22.1538,6.664327949994682,0.0009610739411582969,5.938791549994681,0.0009610739411582969,1.3103494
"Gaia DR3 2322574488107786624",1936,"2025",6.111376981422521,-27.02639926481456,55.824275158485456,0.02467621,671.0286,665.7548719573953,83.96357892036471,0.94400537,7.6292706,8.125584,6.9674387,4759.745,4758.815,4760.634,4.557,4.5562,4.558,-0.3636,-0.3692,-0.3574,17.9,17.889,17.9095,6.363386063758694,0.000959864011208289,5.701554163758694,0.000959864011208289,1.1581453
"Gaia DR3 2324785228033780608",116763,"222335",354.9644825922254,-32.74476085215323,54.71933718636992,0.025376152,332.75418,133.772707700607,-304.6804920241952,1.005979,6.973324,7.3799815,6.3933353,5141.362,5140.168,5142.4487,4.5032,4.5025,4.5039,-0.3693,-0.3774,-0.3587,18.2715,18.2615,18.2908,5.664028140741817,0.0010070227585230462,5.084039440741818,0.0010070227585230462,0.9866462
"Gaia DR3 2325083848520121856",\N,\N,352.65810345342345,-33.30768786716094,60.65979625034986,0.025392951,118.29324,-110.24269544617408,-42.89335648674598,1.2293308,13.30917,15.202395,12.014611,3040.1208,3039.5984,3040.6216,5.0694,5.0677,5.0699,-0.1849,-0.1866,-0.1795,16.4712,16.4603,16.5312,12.223674736146112,0.0009090056202296637,10.929115736146109,0.0009090056202296637,3.187784
"Gaia DR3 2334879397612667648",118261,"224607",359.8059459339963,-26.04869169091047,43.87288257803194,0.02071718,229.7984,-229.4648711591734,12.376613064046921,1.0502486,8.344787,8.908077,7.636013,4580.4507,4574.2065,4582.42,4.5606,4.557,4.5627,-0.0912,-0.1476,-0.0664,22.7486,22.5031,22.7832,6.555767848866037,0.0010253893857257168,5.846993848866037,0.0010253893857257168,1.272064
"Gaia DR3 2348830516542653824",3850,"4747",12.36401204858633,-23.2119122643033,53.052628381800204,0.028182508,533.66486,519.0490135214384,124.04141605286418,0.932588,6.9578214,7.3475842,6.398603,5230.2456,5228.7036,5231.5894,4.5048,4.5028,4.5058,-0.4203,-0.4304,-0.4121,18.8564,18.8381,18.8998,5.581355924922452,0.001153525210268569,5.022137524922451,0.001153525210268569,0.9489812
"Gaia DR3 2372192389852176768",\N,\N,15.837700742832006,-13.806212788118964,62.97945150466397,0.03237664,86.78947,76.0306828908284,41.85387187161063,1.374737,10.863111,12.245049,9.702409,3137.9492,3133.9106,3187.393,4.1543,4.1368,4.328,-0.7785,-0.8026,-0.5875,15.9143,15.8643,16.0382,9.85910536998031,0.001116316274381468,8.69840336998031,0.001116316274381468,2.54264
"Gaia DR3 2372192767809294592",\N,\N,15.83877205672847,-13.7994314797556,63.06781556273391,0.034444973,80.34654,73.18766719739608,33.15315830699109,1.3342668,10.628398,11.961716,9.484871,3218.3496,3217.3708,3224.5747,3.9964,3.9931,4.005,-1.2099,-1.2132,-1.1931,15.8661,15.82,16.1015,9.627436944448121,0.0011859664915547796,8.483909944448122,0.0011859664915556678,2.476845
"Gaia DR3 2379962604166006016",114411,\N,347.56913828705433,-25.93119473911205,67.10138026989291,0.022839904,716.21765,715.7831790724741,24.942465882986564,1.4749031,10.325614,11.514855,9.245406,3302.5571,3302.2,3302.9795,4.0174,4.0164,4.0182,-1.3612,-1.3619,-1.3579,14.9106,14.8984,14.9499,9.459271268313868,0.0007391237421341401,8.379063268313867,0.0007391237421323638,2.269449
"Gaia DR3 2383999392388000640",113605,\N,345.15340839394395,-23.971174013637587,50.77758394634132,0.017188543,397.95554,194.13144484107667,-347.39255735629183,1.040946,10.691419,11.82505,9.636045,3354.6865,3309.53,3501.2515,4.2769,4.1181,4.6641,-0.8389,-1.0272,-0.3791,19.7086,19.581,19.8967,9.21977916408528,0.000735057586618737,8.164405164085279,0.000735057586618737,2.189005
"Gaia DR3 2384342302577019264",114156,"218294",346.78016870995265,-23.160585636428262,45.23614812450128,0.018173596,299.15106,156.27627737395946,-255.08641229775267,1.0914525,9.061844,9.816424,8.221247,4029.4084,4027.9443,4030.1362,4.5108,4.5095,4.5114,-0.5011,-0.5078,-0.5,22.0939,22.0815,22.1099,7.339272087423822,0.0008723878149452524,6.4986750874238215,0.0008723878149452524,1.595177
"Gaia DR3 2384348242516852864",\N,\N,346.8143090132557,-23.13274518344306,45.32168011497505,0.021395631,299.22397,158.06948203709314,-254.06500125982186,1.304228,12.376301,13.8500395,11.187694,3264.2861,3261.0425,3267.1978,4.9327,4.9158,4.9377,-0.073,-0.0835,-0.0358,22.0698,21.9251,22.903,10.657831005861677,0.0010251170242199237,9.469224005861676,0.0010251170242199237,2.6623455
"Gaia DR3 2386898972054841088",114719,\N,348.57136695717173,-19.644029228906422,47.41964942705923,0.017339377,444.83707,441.1978154472954,56.78469504211246,1.1070641,9.733671,10.7356825,8.743459,3762.0674,3756.5117,3771.646,4.5783,4.542,4.5835,-0.0921,-0.1312,-0.0473,21.0978,21.0327,22.5467,8.11346269459882,0.0007940164232911329,7.123250694598819,0.0007940164232906888,1.9922235
"Gaia DR3 2395031273585836288",116215,"221503",353.20741018274816,-16.846618522179938,68.73564590379422,0.0271539,405.45023,341.1472420300318,-219.10830778537118,1.0748491,8.085915,8.828512,7.25084,4036.3137,4020.5015,4045.8267,4.4835,4.4486,4.4985,-0.6133,-0.6916,-0.5137,14.5924,14.5538,14.9387,7.271825090282835,0.0008578365264901855,6.436750090282835,0.0008578365264901855,1.577672
"Gaia DR3 2395413147718069504",\N,\N,354.53268726381896,-16.23651363027235,76.09836402501706,0.021489777,291.25742,-280.6268861279778,-77.97074215654129,1.1182766,10.342992,11.559209,9.244677,3338.5227,3271.1443,3407.3113,4.5458,4.32,4.7111,-0.5705,-0.8195,-0.3866,13.1218,13.0496,13.1847,9.749868601688297,0.0006132123821647184,8.651553601688295,0.0006132123821647184,2.314532
"Gaia DR3 2396530698208685312",113576,"217357",345.06283531994274,-22.524089212751498,121.472361391852,0.024886552,903.9387,-902.0731782618114,58.044865405649034,1.0888942,7.259579,8.093845,6.3603644,3828.1167,3821.2466,3853.4016,4.4736,4.4613,4.4996,-0.6054,-0.6394,-0.5252,8.2322,8.2226,8.2583,7.681966370722786,0.0004448786635320445,6.782751770722785,0.0004448786635320445,1.7334806
"Gaia DR3 2398975118715404672",\N,\N,347.6758980376692,-19.23276341137288,46.82240916244787,0.06096489,1435.0382,42.744139078931866,-1434.4014165185588,1.6689085,11.493297,12.697307,10.393617,3449.542,3431.7249,3468.8113,4.7922,4.7155,4.8406,-0.4441,-0.5893,-0.2932,21.0759,20.7648,21.9073,9.84556577886617,0.002827356681622817,8.745885778866173,0.002827356681623705,2.30369
"Gaia DR3 2400808142038361088",111802,"214479",339.6920274130413,-20.62148673061316,112.38592357649058,0.055467818,456.10855,449.206795800205,-79.04593113248174,2.9361658,8.170376,9.348135,7.0827794,3307.948,3303.596,3326.1157,3.9399,3.9277,3.9645,-0.7801,-0.8016,-0.7162,8.8792,8.795,9.3563,8.423935594604371,0.0010717253758292244,7.336338994604372,0.0010717253758292244,2.2653556
"Gaia DR3 2400808245117576704",\N,\N,339.69068815030255,-20.614689446269768,112.98665781642164,0.038716473,429.84085,424.58978300903965,-66.98263302658071,1.9434482,10.21215,11.725991,9.006582,3059.8752,3032.8745,3192.419,4.2816,4.1859,4.6465,-0.659,-0.7679,-0.2532,8.8383,8.7511,8.8996,10.477285811274925,0.0007440856985123645,9.271717811274925,0.0007440856985123645,2.719409
"Gaia DR3 240259375324767744",\N,"19071",46.39280670078106,42.19701315436128,45.08447157538908,0.027017191,90.05368,67.16960273306452,-59.982575921189216,1.0488924,7.845316,8.325102,7.201596,4844.5757,4843.669,4845.4565,4.5405,4.5396,4.5412,-0.1758,-0.1798,-0.172,22.1679,22.152,22.1889,6.1154509188810815,0.0013012704776560469,5.471730918881081,0.0013012704776560469,1.123506
"Gaia DR3 2405722027006062080",\N,\N,350.27416818459255,-16.865569426548234,46.56473002225306,0.022599231,438.95294,133.363474074141,-418.20315507697535,1.2937481,11.811251,13.137809,10.673078,3163.7883,3161.4167,3165.006,4.2491,4.243,4.253,-0.8883,-0.8963,-0.8843,21.478,21.3782,21.4947,10.15153644650671,0.0010538794152221698,9.013363446506713,0.0010538794152221698,2.464731
"Gaia DR3 2407340615496379008",\N,\N,352.10236185712836,-15.924966875091197,58.345685740854535,0.02708821,36.31502,-12.303455232804248,34.16732208579246,1.2712274,12.753766,14.440982,11.504834,3130.6074,3128.4924,3131.343,5.0182,5.0125,5.0189,-0.1214,-0.1241,-0.1007,17.0872,17.0663,17.2779,11.583809742505855,0.001008151744512631,10.334877742505855,0.001008151744512631,2.936148
"Gaia DR3 2409534686654407936",\N,\N,345.9984031265975,-16.20338501998733,44.89801082396415,0.017062778,352.5039,-96.8058054556072,-338.9507968035918,1.0920163,13.174795,14.836988,11.937775,3155.3274,3154.9912,3155.6565,5.0097,5.009,5.01,-0.124,-0.1253,-0.1225,22.2269,22.2148,22.2439,11.435930501529688,0.0008252337411045474,10.198910501529687,0.0008252337411045474,2.899213
"Gaia DR3 2410261949172008064",\N,\N,348.04627816713355,-14.106451747829636,55.778315056567166,0.024011588,720.48096,-180.02114278432958,-697.6282866489295,1.0849826,11.772805,13.19293,10.6016655,3109.7698,3105.4382,3141.3137,4.3024,4.2832,4.3895,-0.8214,-0.8486,-0.6875,17.9761,17.9238,18.6778,10.505131955110219,0.0009347809093656068,9.333992455110216,0.0009347809093656068,2.5912645
"Gaia DR3 2411855072801159040",\N,"219834B",349.7787385105183,-13.455716149118203,44.5697976084601,0.029276362,324.07355,306.66111752360024,-104.79803807051674,1.1987034,7.356538,7.8014865,6.74601,5094.8164,5091.1396,5098.4033,4.4764,4.4744,4.4778,-0.1478,-0.1568,-0.1386,22.4207,22.3992,22.5057,5.601741309792726,0.0014263654961106376,4.991213309792726,0.0014263654961106376,1.0554765
"Gaia DR3 2416611663182821120",910,"693",2.8156932027646513,-15.469175920957877,52.94889167785683,0.095847435,281.988,-82.82753394668673,-269.54931904691836,1.6932559,4.7636194,5.0197806,4.338079,6115.5513,6114.0303,6117.0283,4.0896,4.0877,4.0912,-0.8623,-0.8845,-0.843,18.8917,18.8556,18.9269,3.382903769599146,0.0039307770448573365,2.957363369599147,0.0039307770448573365,0.6817016
"Gaia DR3 2423493369021649920",1803,"1835",5.717578630284787,-12.209165461343625,46.87421744278449,0.027012834,399.061,394.38784588106705,60.892585449531346,1.0284696,6.236681,6.5625257,5.7408047,5667.4966,5661.8057,5675.7695,4.3255,4.3161,4.3421,-0.0243,-0.0546,0.038,21.3251,21.3054,21.3522,4.591351151613021,0.0012513836694743041,4.09547485161302,0.0012513836694743041,0.821721
"Gaia DR3 2428162410789155328",1532,\N,4.77301269931231,-9.9661923699313,49.4757490031547,0.01777166,303.67178,-36.325407373530375,-301.49130688241553,0.90783423,9.316666,10.124876,8.434608,3890.675,3884.3684,3893.9485,4.5592,4.5498,4.5637,-0.5413,-0.5823,-0.5205,20.1991,20.1854,20.2183,7.788627888113722,0.0007799916484043656,6.906569888113723,0.0007799916484043656,1.690268
"Gaia DR3 2430731144829585280",\N,\N,7.162970214208049,-6.667219253185426,74.71074932475356,0.039740723,865.13745,-327.79265254180007,-800.6339649734263,1.3202503,10.900908,12.4077215,9.697664,3247.5452,3236.171,3249.7744,4.7808,4.7045,4.7929,-0.0296,-0.1509,-0.0063,13.3204,13.259,13.5824,10.267823461323825,0.0011550666061808101,9.064579461323824,0.0011550666061808101,2.7100575
"Gaia DR3 2435125446129139712",\N,\N,357.63470522772,-9.560964391889915,58.79792148725971,0.048928242,764.3079,634.5622060382296,-426.02508303369683,1.2650676,11.998079,13.649929,10.754346,3003.148,3001.625,3012.7783,4.2869,4.2822,4.3124,-0.6761,-0.6834,-0.6312,17.0939,17.0609,17.3767,10.8448888699582,0.0018069746240252371,9.6011558699582,0.0018069746240261253,2.895583
