designation, HIP, HD, ra, declination, parallax, parallax_error, pm, pmra, pmdec, ruwe, phot_g_mean_mag, phot_bp_mean_mag, phot_rp_mean_mag, teff_gspphot, teff_gspphot_lower, teff_gspphot_upper, logg_gspphot, logg_gspphot_lower, logg_gspphot_upper, mh_gspphot, mh_gspphot_lower, mh_gspphot_upper, distance_gspphot, distance_gspphot_lower, distance_gspphot_upper, Mg, Mg_error, MRp, MRp_error, Bp_minus_Rp
"Gaia DR3 1092545710514654464",42438,"72905",129.79848216263676,65.02129699890843,69.2575995687921,0.048491586,92.01596,-27.274471017671917,87.88083046986,1.1658813,5.4989767,5.817055,5.012697,5710.941,5709.386,5712.0947,4.3942,4.3909,4.3955,-0.459,-0.467,-0.4498,14.4485,14.4292,14.5337,4.701313875303876,0.001520384173794298,4.215034175303876,0.001520384173794298,0.804358
"Gaia DR3 1092897519875582592",43534,\N,133.00249181194692,66.13193849158426,60.61406161968998,0.014314394,137.4185,94.8469309783903,99.43795136294996,1.1214712,8.685255,9.473858,7.81896,3968.3408,3956.581,3980.354,4.4725,4.432,4.5027,-1.0084,-1.1291,-0.9029,16.4808,16.4343,16.5031,7.598121930685155,0.0005128069523343548,6.7318269306851555,0.0005128069523343548,1.654898
"Gaia DR3 1094235934764378112",\N,\N,128.94437156732053,68.06670261378376,76.9371853120815,0.016850756,1008.7177,-837.3263519140706,-562.4909065287461,1.1896193,10.549882,11.88625,9.407161,3162.5554,3151.4358,3247.6558,4.2233,4.1814,4.5133,-0.8151,-0.8657,-0.4686,13,12.9532,13.0666,9.98056346965439,0.0004755951516832724,8.83784246965439,0.0004755951516832724,2.479089
"Gaia DR3 1103079616027292416",34115,\N,106.11224825269632,68.28901639536176,61.14318891505325,0.019764476,349.8263,346.1836139003026,50.35217922966151,1.2830627,10.8454,12.2086115,9.691687,3147.6594,3146.692,3160.1362,4.129,4.1255,4.1701,-0.8097,-0.8145,-0.761,16.3859,16.3468,16.4149,9.777140427764456,0.0007019263564593814,8.623427427764456,0.0007019263564593814,2.5169245
"Gaia DR3 1103927786165647232",\N,\N,96.05335500066988,65.96180923677352,42.10402979689398,0.32622313,42.992687,39.27081249696217,-17.497843718509586,18.76127,12.334319,13.917415,11.092093,3000.0386,3000.0073,3000.1785,4.1385,4.1344,4.1419,-0.8004,-0.8014,-0.7991,22.4323,22.3214,22.5692,10.455937321791078,0.01682496201182282,9.213711321791076,0.01682496201182282,2.825322
"Gaia DR3 111379432679196672",15332,\N,49.442359174881396,25.25015392509532,46.06079767926949,0.020293385,865.98773,786.5359285178403,-362.3478232742765,1.125629,10.901909,12.024303,9.842851,3577.252,3574.8215,3577.743,4.7973,4.7928,4.7979,-0.1071,-0.1321,-0.1035,21.6509,21.6375,21.6658,9.218566273949284,0.0009567035460671391,8.159508273949283,0.0009567035460671391,2.181452
"Gaia DR3 1117132130541140736",\N,\N,135.72254605697339,68.06446038566975,81.36212634258685,0.024388075,391.40497,189.0897939251613,342.699434508189,1.3191428,11.359969,12.915134,10.145155,3038.127,3037.817,3038.3823,4.3587,4.3574,4.3597,-0.7349,-0.7364,-0.7338,12.3089,12.3053,12.3129,10.912080450236237,0.0006508929393849172,9.697266450236238,0.0006508929393849172,2.769979
"Gaia DR3 1118916397393675648",\N,"75632B",133.83554432436412,70.79208043103725,86.30367448068573,0.039040413,1417.0475,-1353.9848522383277,-418.02948642361736,2.2001705,8.067136,8.887245,7.169298,3950.3955,3934.4316,3960.4429,4.5739,4.5596,4.58,-0.3926,-0.5385,-0.2996,11.5701,11.528,11.6883,7.747282433542069,0.0009822894097877288,6.849444433542069,0.0009822894097877288,1.717947
"Gaia DR3 1118916397395366656",\N,"75632A",133.8353488310195,70.79295091027184,86.35422037657243,0.03581542,1364.1315,-1329.0227845036802,-307.49498689893164,1.7662505,8.27417,9.134602,7.3422775,3711.7617,3706.1685,3749.515,4.3259,4.3013,4.3573,-0.9461,-0.981,-0.8696,11.5939,11.5508,12.4266,7.955587838148948,0.000900618411995513,7.023695338148948,0.000900618411995513,1.7923245
"Gaia DR3 112157612034669440",\N,\N,47.66246957789596,25.680577883072726,45.58430142288858,0.03167703,192.92305,56.87172710021223,-184.34997330917724,1.136398,12.915395,14.469612,11.707407,3032.3933,3030.5444,3053.574,4.4396,4.429,4.5147,-0.7869,-0.7991,-0.6813,21.955,21.877,22.1323,11.209471518228373,0.0015089801880376896,10.001483518228373,0.0015089801880376896,2.762205
"Gaia DR3 1123140411831352064",\N,\N,127.8848217074612,73.06392994460376,68.21401263922408,0.023564208,669.51276,611.2325858847444,273.2069727062108,1.3873489,11.658877,13.2165365,10.440895,3033.9287,3032.9612,3034.4565,4.3345,4.33,4.3364,-0.7086,-0.7119,-0.7063,14.6791,14.6718,14.7155,10.828244986683472,0.000750124902197058,9.610262986683473,0.000750124902197058,2.7756415
"Gaia DR3 1124490096714712960",46343,"80768",141.71504784694056,75.93383783985591,47.83514271573157,0.014740146,358.78705,-345.9100658576638,-95.25953230621836,0.96429324,8.568129,9.237542,7.7810407,4300.9624,4294.8633,4302.5425,4.5506,4.5356,4.5533,-0.0231,-0.1488,0,20.9131,20.8768,21.023,6.966864370071884,0.0006691277489130343,6.179776070071884,0.0006691277489130343,1.4565013
"Gaia DR3 1125337098625077504",\N,\N,135.05447462137312,75.37236190179152,56.163637802919894,0.016815504,114.51297,43.36859374575873,-105.98295154874805,1.4680492,13.293903,15.073721,12.027548,3084.1958,3083.776,3084.9138,5.0689,5.0675,5.0693,-0.2385,-0.2402,-0.234,17.7496,17.7369,17.8074,12.041179149683508,0.0006501431443473038,10.774824149683507,0.0006501431443473038,3.046173
"Gaia DR3 1126456225366579840",\N,\N,152.74765482659691,75.14254700137923,47.494876520602844,0.017977698,344.33435,221.79698966059578,263.3860886406133,0.9687946,9.623056,10.397224,8.528129,3992.8726,3991.9434,3996.1707,4.6982,4.6963,4.7028,-0.159,-0.17,-0.1261,21.017,20.9976,21.0426,8.006289814562063,0.0008219429108553555,6.911362814562063,0.0008219429108553555,1.869095
"Gaia DR3 1126456229662509568",\N,\N,152.74944625525382,75.14225867215765,47.50929558937165,0.01977813,335.26794,226.88443555569773,246.83605516921048,1.1847347,9.647676,10.427533,8.561583,3791.4614,3788.4548,3796.6206,4.4666,4.4566,4.4854,-0.9393,-0.9594,-0.9008,21.041,21.0303,21.0525,8.031568956356523,0.0009039844846157052,6.945475956356522,0.0009039844846161493,1.86595
"Gaia DR3 1128210122507896832",53327,\N,163.60246869511477,76.06638564220438,43.58035019643688,0.012356008,455.51196,-432.6488713152799,142.49951826618405,0.9331988,9.054224,9.692552,8.28566,4330.224,4329.1353,4331.2676,4.6222,4.6216,4.6227,-0.4088,-0.4122,-0.4056,22.9334,22.9269,22.9395,7.2506775788133515,0.0006156612111136717,6.482113578813352,0.0006156612111136717,1.406892
"Gaia DR3 1129078083858403584",\N,\N,171.35858397563587,78.26470271188857,44.32113449853239,0.016461631,672.1333,-640.8515920757264,-202.6632091855638,0.98925555,11.207036,12.391493,10.121554,3295.4792,3295.255,3295.8918,4.0009,4.0003,4.0041,-1.3529,-1.3535,-1.3488,22.5699,22.5407,22.5812,9.440090343004655,0.0008065222061732769,8.354608343004656,0.0008065222061732769,2.269939
"Gaia DR3 1129149723913123456",57544,\N,176.9394079814786,78.69329745305299,190.32514271529305,0.019362431,889.55194,748.4182886031707,480.80430000482306,1.284949,9.551337,11.049281,8.347287,3056.1953,3054.8835,3056.999,4.4017,4.3973,4.4049,-0.7508,-0.7564,-0.7472,5.2528,5.2484,5.2538,10.94881782060577,0.00022091135329205258,9.74476782060577,0.00022091135329205258,2.701994
"Gaia DR3 1130450270073924608",47981,\N,146.70363523803653,76.03947042549247,63.325063023847214,0.01529024,1004.24786,87.3667512611242,-1000.440301995851,1.0442513,9.792734,10.867223,8.757159,3532.1582,3510.8792,3576.4312,4.5683,4.5345,4.6196,-0.4036,-0.4457,-0.3158,15.7892,15.7382,15.845,8.800612153457458,0.0005243158609671283,7.765037153457457,0.0005243158609666843,2.110064
"Gaia DR3 1134155113160270720",\N,\N,150.2915837503259,81.15484257034134,50.41439882602768,0.016631814,359.76874,-163.05042451960693,-320.6993947656143,1.2780044,13.544994,15.487366,12.240324,3018.553,3018.2961,3019.4712,5.0265,5.0261,5.0269,-0.0112,-0.0127,-0.0099,19.8152,19.8047,19.8394,12.05776696373553,0.0007163732459858352,10.753096963735532,0.0007163732459858352,3.247042
"Gaia DR3 1138963758544545280",\N,\N,123.42723031947163,79.30137045178125,66.71536126267922,0.016824841,537.98676,-350.8644781813407,-407.8282203385623,1.3124559,13.193779,15.087528,11.898415,3034.5415,3033.6106,3034.9165,5.084,5.0814,5.0844,-0.2297,-0.2312,-0.2196,14.9578,14.9498,15.0149,12.314908210326404,0.0005476201898488853,11.019544210326405,0.0005476201898488853,3.189113
"Gaia DR3 1139252071109797760",38784,"62613",119.05927122870598,80.26593957502311,58.291899886624634,0.019578947,484.46622,-476.1593730046099,89.32955805147142,1.1370121,6.3770027,6.7352443,5.844827,5453.257,5452.23,5454.3584,4.4667,4.4662,4.4672,-0.5015,-0.5065,-0.4978,17.1482,17.1419,17.1539,5.205043751758566,0.0007293491016646669,4.672868051758567,0.0007293491016646669,0.8904173
"Gaia DR3 1139642706975159552",\N,\N,105.87490601885828,76.77275818273984,59.30857719111133,0.02291839,233.74939,12.742417120265216,-233.40181244583476,1.23381,11.566343,12.989877,10.393976,3100.9424,3100.156,3102.204,4.2573,4.2548,4.2648,-0.8369,-0.8396,-0.8259,16.8674,16.8545,16.8856,10.43193052731041,0.0008391139425292238,9.259563527310412,0.000839113942530112,2.595901
"Gaia DR3 1141280704422528128",32439,"46588",101.55652486903517,79.56212608725718,54.93795853293205,0.059513412,612.12775,-99.16304484778603,-604.042255390708,0.98378754,5.3004165,5.569801,4.8804135,6105.6284,6104.529,6107.056,4.1922,4.1893,4.195,-0.5909,-0.6071,-0.5757,18.1976,18.1759,18.2171,3.9997790860929783,0.002352322258718509,3.579776086092977,0.002352322258718509,0.6893875
"Gaia DR3 114207651462714880",12781,\N,41.068881780380345,25.52175109435131,130.19563405443222,0.028051848,937.71783,864.5251260254983,-363.19555086835487,1.080172,9.467294,10.816531,8.316322,3179.169,3157.587,3238.1348,4.318,4.2492,4.524,-0.7115,-0.7846,-0.4589,7.6778,7.6447,7.6891,10.040276104806804,0.00046786372947860144,8.889304104806804,0.00046786372947860144,2.500209
"Gaia DR3 1143321672882274560",29277,\N,92.58432174711153,82.10081629100655,105.69034761779739,0.014169129,1337.1912,50.26318128303255,-1336.2461565890833,1.0745975,9.470075,10.719857,8.35686,3250.4275,3230.9077,3340.0625,4.2872,4.2059,4.5397,-0.713,-0.8147,-0.432,9.4696,9.4348,9.4916,9.590251631535132,0.0002911133662459875,8.477036631535132,0.0002911133662459875,2.362997
"Gaia DR3 1146337324038513536",\N,"90089B",157.7954592712752,82.55911563554423,44.213128190593714,0.018381948,111.80207,-105.46935157530683,37.09338428464557,1.2452767,12.748248,14.356052,11.500782,3162.3472,3160.6462,3162.552,4.8983,4.8949,4.8992,-0.0006,-0.0028,0,22.5334,22.5166,22.556,10.976004217127361,0.0009028064027258864,9.728538217127362,0.0009028064027258864,2.85527
"Gaia DR3 1147862174868109184",51819,"90343",158.79785566738158,84.3995344558437,47.38788704768253,0.013796714,51.88374,19.761016199076735,47.973164996132574,0.92303175,7.0809174,7.4883466,6.5041924,5218.4893,5214.6377,5220.412,4.4785,4.4771,4.4812,0.1141,0.104,0.1173,21.0379,21.006,21.0569,5.459254123071827,0.0006322118690231804,4.882529123071827,0.0006322118690231804,0.9841542
"Gaia DR3 114832620743735040",\N,\N,42.04194929266767,27.07333447155978,43.44896035397188,0.027529657,302.67322,279.90933931071186,-115.16005039168579,1.4297137,13.911915,15.72378,12.610563,3052.7644,3052.4644,3053.0576,5.0565,5.056,5.057,-0.1543,-0.1557,-0.1528,22.9737,22.9579,22.9901,12.101811945587984,0.0013758648798880557,10.800459945587983,0.0013758648798880557,3.113217
"Gaia DR3 114832620743735808",13081,"17382",42.03952436381632,27.068111757001752,43.57040806887107,0.05413001,302.9037,278.46940568310737,-119.18652109895271,2.2394505,7.3799114,7.794708,6.791135,5111.457,5108.0854,5139.6064,4.4809,4.4775,4.5141,-0.2815,-0.2964,-0.146,22.8463,22.2315,22.9344,5.575869537207921,0.002697745761973458,4.987093137207922,0.002697745761973458,1.003573
"Gaia DR3 1149245394855341440",\N,\N,128.05827749211943,84.40965990897092,51.92095583269708,0.018821862,432.4837,353.59699943907043,249.02072178365088,1.3417416,12.220233,13.686011,11.035982,3186.7334,3083.0735,3232.8416,4.714,4.3809,4.8204,-0.3963,-0.8033,-0.2624,19.2107,19.0122,19.3139,10.796946394794091,0.0007871803429573276,9.612695394794091,0.0007871803429573276,2.650029
"Gaia DR3 1149727977380998784",\N,\N,109.99020696216758,84.07690200527787,80.02408310271876,0.015791858,89.64578,-38.58704114310084,-80.91604930641475,1.1181539,10.885994,12.154972,9.768253,3409.246,3408.722,3409.8057,4.9647,4.9635,4.9661,-0.353,-0.3551,-0.3482,12.4742,12.4655,12.516,10.40209753399894,0.0004285158049617266,9.28435653399894,0.00042851580496261477,2.386719
"Gaia DR3 115311458058061440",14150,"18803",45.60960164514362,26.608490327814263,47.181000059147735,0.021921754,287.56955,233.0667803130318,-168.45212977584015,0.8499111,6.4558463,6.7972026,5.9398403,5435.6226,5433.239,5438.001,4.3607,4.3594,4.3619,-0.4832,-0.4951,-0.4728,21.175,21.1644,21.1855,4.824682010255984,0.0010089334127085792,4.308676010255985,0.0010089334127085792,0.8573623
"Gaia DR3 1155276250492687616",74190,\N,227.39562087412435,3.1689590731574753,68.45044122753534,0.019924864,770.80707,-602.1219360871316,481.24076352495507,1.0353637,10.37806,11.712266,9.23603,3166.075,3164.047,3177.0474,4.0886,4.082,4.1227,-0.8098,-0.8169,-0.7711,14.6035,14.5896,14.6199,9.554941259579135,0.0006320820273097993,8.412911259579136,0.0006320820273097993,2.476236
"Gaia DR3 1155910118945913728",\N,\N,229.9411845112153,4.660000235225668,59.732861269712146,0.029027974,102.51712,28.85334810542539,98.37298453347697,1.4951525,12.469657,14.078351,11.243998,3176.8486,3176.4404,3177.1904,5.0081,5.0056,5.0087,-0.1446,-0.1466,-0.1376,16.6569,16.6369,16.7503,11.350723592141941,0.0010552558217922225,10.12506459214194,0.0010552558217922225,2.834353
"Gaia DR3 1159745146784043264",\N,\N,225.33415504486476,5.546794272660181,66.54279042104358,0.031414766,450.42993,83.4653667188366,-442.62926474745905,1.3562928,11.074745,12.492638,9.904657,3189.273,3101.603,3292.9077,4.4734,4.1828,4.7155,-0.4962,-0.8284,-0.214,15.0358,14.9034,15.1473,10.190250043608696,0.0010251494152360152,9.020162043608696,0.0010251494152360152,2.587981
"Gaia DR3 116037204451525376",13642,"18143",43.91406593452299,26.872356008845212,44.43239202208633,0.02064069,327.70007,264.5963519966766,-193.3289980225065,1.034352,7.3450565,7.7950444,6.7294264,5059.663,5058.4214,5062.3022,4.4771,4.4765,4.4794,0.3453,0.3403,0.3558,22.384,22.3523,22.4036,5.583554970776615,0.0010087391210040764,4.967924870776614,0.0010087391210040764,1.065618
"Gaia DR3 116037376250217984",\N,"18143C",43.90045918760501,26.87156938081576,44.52187417535088,0.022882326,328.0583,276.92092791465586,-175.8892989293501,1.223797,12.485227,14.088174,11.2590275,3010.358,3009.6409,3011.5217,4.2577,4.2543,4.2627,-0.7039,-0.7076,-0.6985,22.4982,22.4808,22.544,10.728094189688132,0.0011160434027086552,9.501894689688132,0.0011160434027086552,2.8291465
"Gaia DR3 1162946718486550272",\N,\N,231.93868079197242,7.675255038899533,48.234584379503836,0.028811857,98.79464,98.00351222054739,12.477651611510773,1.1599958,10.5112505,11.6130295,9.463079,3617.5254,3611.533,3620.1836,4.7219,4.7093,4.7258,-0.1111,-0.1646,-0.0786,20.6963,20.6175,20.9423,8.928043203565887,0.0012970809386709803,7.879871703565888,0.0012970809386714244,2.1499505
"Gaia DR3 1172618435080418176",\N,\N,218.03330657727005,8.192058345519628,78.56126536818486,0.039420277,477.20212,-477.09608629916994,10.059347160438442,1.4021157,13.652472,15.956352,12.276646,2878.0027,2870.388,2880.6282,5.0932,5.0455,5.1052,-0.2845,-0.3291,-0.2643,12.7056,12.6561,12.9311,13.128514349581494,0.0010895961344807858,11.752688349581494,0.0010895961344807858,3.679706
"Gaia DR3 1175938925836488448",70475,\N,216.23573184749154,8.888339518893313,76.78255940783944,0.04487608,570.87573,547.7841798597909,160.72202829528786,1.6540773,11.102701,12.4818735,9.946034,3125.8486,3114.6067,3280.0005,4.3363,4.2769,4.7998,-0.8357,-0.9159,-0.3114,13.0434,12.8768,13.1407,10.529013922221328,0.001269131706658655,9.372346922221325,0.001269131706658655,2.5358395
"Gaia DR3 1176209886733406592",71395,"128311",219.00325809668965,9.745402017160048,61.27922943580429,0.042595606,323.53854,204.81299300982315,-250.45724759390697,1.3141284,7.1806984,7.6827083,6.5188656,4759.7764,4758.3105,4761.5903,4.518,4.5169,4.5193,-0.093,-0.1008,-0.0755,16.3178,16.302,16.371,6.117264877812508,0.0015094053718409661,5.455432077812507,0.0015094053718409661,1.1638427
"Gaia DR3 117709729140217216",\N,\N,52.20764798129931,26.48616945277209,65.13193983564408,0.032710668,262.1458,225.8988634084229,-133.00423730946244,1.4762088,12.137731,13.69319,10.9281845,3031.3464,3031.0337,3032.2285,4.4247,4.4236,4.4285,-0.8043,-0.8052,-0.7981,15.3649,15.355,15.3845,11.206701065165692,0.0010905604717139639,9.997154565165694,0.0010905604717139639,2.7650055
"Gaia DR3 1181168684174651392",\N,\N,223.40532838229845,11.566848483162069,51.32545131248216,0.022029746,746.3013,84.06425214415543,-741.5516225628544,1.3366635,13.726353,15.605085,12.43888,3051.8376,3050.7556,3061.9119,5.089,5.0743,5.0901,-0.27,-0.2744,-0.2331,19.3987,19.3459,20.2804,12.27801688438352,0.0009320324973671745,10.990543884383522,0.0009320324973671745,3.166205
"Gaia DR3 1181472011945052928",\N,\N,223.1186156804515,12.391431784969681,48.382371664531945,0.016854929,235.8285,-61.32582191538727,-227.715240154896,1.1016349,10.567341,11.809524,9.458619,3309.0867,3240.329,3428.947,4.2259,4.0059,4.5009,-0.5967,-0.8368,-0.2974,20.6901,20.5745,20.7994,8.990776766550745,0.0007564741766321603,7.882054766550744,0.0007564741766326044,2.350905
"Gaia DR3 1185619988280226944",72146,"130004",221.34970154757104,13.845312200298968,53.16069304359237,0.021261271,323.37695,-231.63877799725043,-225.64601184622302,1.0191612,7.5966625,8.071759,6.952495,4813.6064,4812.103,4814.346,4.5336,4.5316,4.5342,-0.5628,-0.5892,-0.5559,18.8012,18.7902,18.819,6.224615670518817,0.00086846621415404,5.580448170518817,0.00086846621415404,1.119264
