HIP, e_Plx, Plx
96053,1.14,9.12
96054,1.23,4.03
96055,1.28,1.74
96056,1.19,1.32
96057,0.91,6.03
96058,0.85,1.56
96059,1.03,4.35
96060,1.2,3.18
96061,3.67,4.68
96062,0.73,9.13
96063,0.81,4.32
96064,1.04,2.5
96065,0.96,2.99
96066,2.34,4.52
96067,2.32,3.3
96068,1.17,2.47
96069,1.77,5.91
96070,1.43,15.41
96071,0.93,6.53
96072,1.22,20.5
96073,\N,\N
96074,23.79,14.09
96075,0.77,4.18
96076,0.69,1.71
96077,0.63,19.16
96078,1.14,9.22
96079,1.34,3.58
96080,1.06,6.92
96081,0.77,12.61
96082,3.57,1.05
96083,0.89,5.22
96084,1.5,6.54
96085,0.9,55.5
96086,1.21,3.71
96087,1.57,1.79
96088,1.7,6.51
96089,1.49,12.95
96090,1.31,2.69
96091,2,4.68
96092,1.17,2.21
96093,1.63,3.64
96094,1.42,6.54
96095,0.98,23.85
96096,1.03,7.52
96097,1.06,-0.05
96098,0.74,6.76
96099,2.33,5.84
96100,0.46,173.41
96101,2.1,-0.71
96102,1.06,2.95
96103,1.75,11.72
96104,0.77,1.13
96105,1.45,8.74
96106,0.9,2.85
96107,1.05,6.52
96108,\N,\N
96109,1.04,4.49
96110,1.07,10.44
96111,0.98,4.25
96112,0.86,2.28
96113,1.43,45.34
96114,1.14,3.05
96115,1.48,6.93
96116,1.56,3.94
96117,1.24,0.56
96118,0.99,11.41
96119,1.63,9.66
96120,1.27,6.65
96121,1.92,43.86
96122,1.28,4.99
96123,1.12,1.03
96124,1.09,38.38
96125,0.69,3.96
96126,1.2,1.7
96127,1.25,3.61
96128,0.75,7.86
96129,0.67,3.82
96130,1.86,3.99
96131,0.84,2.34
96132,0.82,2.08
96133,1.39,4.72
96134,1.94,3.09
96135,1.26,2.94
96136,0.74,2.35
96137,0.77,4.03
96138,2.48,8.19
96139,1.17,8.29
96140,1.18,1.67
96141,0.74,8.05
96142,1.7,11.76
96143,0.64,7.44
96144,1.61,15.45
96145,0.63,4.29
96146,0.81,6.84
96147,1.24,1.89
96148,1.31,6.87
96149,0.65,3.38
96150,1.22,-0.03
96151,1.43,8.2
96152,0.69,2.54
96153,0.95,3.99
96154,0.97,2.52
96155,1.71,7.4
96156,1.32,2.46
96157,1.3,3.1
96158,1.1,0.32
96159,0.9,1.61
96160,1.19,16.9
96161,0.57,6.77
96162,1.04,3.16
96163,0.58,2.54
96164,0.54,2.71
96165,0.95,9.31
96166,1.01,5.28
96167,1.12,4.05
96168,0.95,9.74
96169,1.03,9.41
96170,2.39,7.29
96171,1.13,7.22
96172,1.75,1.68
96173,1.06,2.29
96174,0.76,2.6
96175,2.91,7.37
96176,1.04,1.84
96177,0.99,3.12
96178,0.86,7.47
96179,0.7,1.51
96180,1.16,6.1
96181,1.39,4.3
96182,1.38,6.67
96183,0.94,49.61
96184,1.03,22.52
96185,0.62,31.29
96186,0.92,15.04
96187,1.05,4.61
96188,0.68,3.81
96189,0.65,7.66
96190,1.6,3.5
96191,1.09,17.48
96192,1.93,12.85
96193,2.67,2.96
96194,0.71,0.89
96195,0.57,7.76
96196,0.92,1.64
96197,1.52,7.23
96198,0.49,2.23
96199,1.05,4.51
96200,0.62,3.36
96201,0.65,7.22
96202,1.04,4.39
96203,0.69,2.14
96204,0.9,3.8
96205,0.9,1.37
96206,0.61,4.73
96207,0.64,3.3
96208,1.22,1.19
96209,0.87,5.72
96210,0.83,-0.1
96211,0.98,0.44
96212,1.01,0.11
96213,2.25,9.87
96214,0.56,4.73
96215,4.75,-10.44
96216,2.44,-4.07
96217,2.51,1.05
96218,1.23,3.74
96219,1.08,12.76
96220,0.77,5.04
96221,1.17,4.32
96222,0.6,5.01
96223,1.24,5.15
96224,1.23,23.98
96225,0.9,3.15
96226,0.93,2.93
96227,1.28,5.16
96228,1.94,2.17
96229,0.78,29.5
96230,2.3,5.62
96231,0.83,0.44
96232,1.63,1.4
96233,1.28,1.9
96234,0.88,7.49
96235,1.31,8.47
96236,1.31,2.49
96237,1.1,3.62
96238,1.14,3.49
96239,1.79,11.65
96240,1.82,20.28
96241,0.89,1.22
96242,0.86,4.36
96243,1.18,1.1
96244,0.83,2.09
96245,0.9,1.19
96246,0.82,1.95
96247,1.04,5.42
96248,0.95,3.28
96249,1.16,2.49
96250,1.38,9.57
96251,0.6,1.48
96252,0.52,7.1
96253,0.89,2.95
96254,0.83,1.99
96255,0.92,0.21
96256,0.91,3.99
96257,2.38,8.08
96258,0.47,39.08
96259,1.87,9.18
96260,1.32,2.85
96261,1.35,1.45
96262,1.23,2.8
96263,1.34,4.33
96264,0.67,15.19
96265,0.91,20.34
96266,1.23,0.83
96267,1.14,4.45
96268,1.15,4.28
96269,1.31,2.29
96270,1.17,3.97
96271,1.53,0.37
96272,0.97,2.32
96273,1.49,16.52
96274,0.95,1.7
96275,0.65,5.36
96276,0.92,5.69
96277,1.01,1.39
96278,1.08,1.99
96279,0.87,2.79
96280,1.44,4.58
96281,1.15,2.52
96282,0.96,2.8
96283,0.86,3.52
96284,1.08,6.34
96285,1.65,69.09
96286,0.56,10.94
96287,1.92,16.46
96288,0.47,6.37
96289,1.26,13.67
96290,1.31,-0.18
96291,1.94,3.1
96292,0.5,6.06
96293,1.46,6.6
96294,0.87,5.49
96295,2.37,-1.63
96296,0.59,3.42
96297,0.51,6.05
96298,0.74,2.93
96299,1.12,1.96
96300,1.25,5.03
96301,1.38,8.26
96302,0.58,6.06
96303,1.13,4.76
96304,1.16,1.53
96305,1.05,2.22
96306,0.64,12.21
96307,2.49,2.49
96308,1.13,23.69
96309,1.22,0.05
96310,0.6,3.1
96311,0.81,10.12
96312,1.34,1.72
96313,0.75,15.49
96314,0.64,6.1
96315,2.23,3.12
96316,0.51,8.92
96317,1.3,5.03
96318,1.02,6.48
96319,1.12,2.19
96320,1.26,2.63
96321,0.93,9.89
96322,1.56,2.95
96323,0.84,2.31
96324,0.81,3.3
96325,1.37,2.18
96326,0.97,9.4
96327,0.76,7.34
96328,0.79,8.23
96329,0.84,1.83
96330,0.99,3.51
96331,0.66,12.64
96332,1.34,12.6
96333,2.35,10.09
96334,0.98,28.22
96335,0.88,3.62
96336,2.02,4.64
96337,0.65,3.73
96338,0.77,-1.34
96339,2.86,35.76
96340,0.7,1.12
96341,0.85,8.19
96342,1.07,3.22
96343,0.95,3.19
96344,0.89,12.43
96345,1.12,22.65
96346,1.41,5.82
96347,0.74,0.89
96348,0.6,3.63
96349,2.35,7.65
96350,0.54,2.35
96351,0.79,23.79
96352,1.39,5.9
96353,0.8,2.85
96354,2.29,2.6
96355,2.11,6.85
96356,0.9,9.18
96357,0.7,1.08
96358,1.16,2.4
96359,0.56,7.51
96360,1.23,4.35
96361,1.03,2.7
96362,0.66,1.79
96363,0.59,2.63
96364,0.85,2.72
96365,0.89,9.41
96366,0.9,5.18
96367,2.08,7.7
96368,1.15,5.32
96369,1.18,3.76
96370,1.1,31.6
96371,0.85,5.9
96372,1,2.42
96373,0.95,5.91
96374,1.84,14.45
96375,1.44,4.38
96376,1.05,10.17
96377,0.86,5.71
96378,1.63,7.37
96379,1.38,13.44
96380,1.82,5.5
96381,0.91,12.15
96382,1.37,1.1
96383,1.05,1.95
96384,0.8,1.35
96385,2.33,3.17
96386,0.92,0.43
96387,0.55,4.42
96388,1.01,1.94
96389,1.54,1.71
96390,0.69,0.39
96391,1.39,5.5
96392,0.95,15.38
96393,1.68,11.78
96394,1.39,6.16
96395,0.49,41.24
96396,0.5,5.35
96397,1.25,0.83
96398,1.69,4.2
96399,0.91,4.22
96400,1.11,3.8
96401,1.26,4.33
96402,1.01,25.56
96403,0.94,2.15
96404,1.88,5.83
96405,0.98,1.46
96406,0.9,11.23
96407,2.22,2.19
96408,1.08,5.49
96409,1.17,2.75
96410,\N,\N
96411,0.65,5.16
96412,1.13,17.28
96413,1.09,2.23
96414,1.02,8.8
96415,0.59,0.28
96416,0.85,6.1
96417,0.76,5.71
96418,0.95,3.7
96419,0.71,4.45
96420,0.85,2
96421,1.27,2.52
96422,1.3,0.41
96423,1.3,3.67
96424,1.36,5.46
96425,0.81,22.2
96426,2.07,20.65
96427,1.34,13.51
96428,0.83,9.22
96429,0.94,1.25
96430,0.62,3.3
96431,3.59,3.16
96432,1.33,8.08
96433,2.7,9.08
96434,0.9,19.2
96435,1.14,1.32
96436,1.11,2.1
96437,1.28,8.96
96438,1.08,6.92
96439,1.36,2.89
96440,0.81,13.6
96441,0.47,53.78
96442,0.55,3.67
96443,1.55,1.01
96444,1.22,-0.91
96445,1.26,1.76
96446,1.12,1.34
96447,1.28,13.19
96448,0.99,2.71
96449,0.52,3.79
96450,1.62,6.98
96451,1.09,5.31
96452,0.77,2.04
96453,0.97,3.78
96454,1.3,1.6
96455,1.67,0.08
96456,1.12,13.31
96457,0.6,2.91
96458,0.77,0.59
96459,0.49,24.64
96460,1.42,5.51
96461,1.34,4.74
96462,1.03,3.27
96463,1.19,4.2
96464,1.14,1.58
96465,0.89,17.24
96466,0.95,6.29
96467,0.9,3.44
96468,0.94,10.61
96469,1.08,6.07
96470,1.12,3.59
96471,1.79,32.98
96472,1.57,2.01
96473,1.49,6.65
96474,1.43,5.34
96475,0.99,5.82
96476,1.05,9.98
96477,0.93,1.11
96478,0.83,2.04
96479,0.84,3.34
96480,0.69,2.93
96481,0.82,2.86
96482,1.11,3.69
96483,0.81,2.24
96484,1.48,2.3
96485,1.22,3.08
96486,2.27,15.12
96487,1.55,13.75
96488,1.12,2.33
96489,0.73,3.06
96490,1.58,12.09
96491,0.53,2.59
96492,0.95,0.87
96493,2.12,16.17
96494,1.11,8.72
96495,0.86,3.63
96496,0.75,7.37
96497,1.04,2.5
96498,1.08,1.06
96499,0.83,7.09
96500,1.51,11.12
96501,1.21,8.44
96502,1.11,2.23
96503,0.65,3.73
96504,1.09,3.31
96505,0.96,5.78
96506,0.85,2.19
96507,0.74,21.11
96508,1.16,3.15
96509,1.27,2.73
96510,1.4,3.5
96511,0.62,5.37
96512,1.03,19.2
96514,1.16,13.74
96515,9.28,16.9
96516,0.72,6.89
96517,0.57,5.14
96518,1.17,1.7
96519,1.55,2.81
96520,0.99,1.4
96521,1.32,4.17
96522,2.24,15.81
96523,0.91,3.69
96524,0.76,3.88
96525,1.26,2.05
96526,0.76,2.73
96527,1.43,4.05
96528,0.74,7.69
96529,1.81,2.09
96530,0.72,7.35
96531,1.83,6.63
96532,1.92,-3.98
96533,0.68,1.7
96534,0.92,13.04
96535,1.25,3.34
96536,0.74,32.36
96537,1.79,2.3
96538,1.84,-0.56
96539,0.96,6.45
96540,0.65,4.89
96541,1.84,3.31
96542,0.65,3.41
96543,0.68,3.45
96544,0.66,3.07
96545,1.13,7.15
96546,0.6,1.95
96547,0.69,1.4
96548,0.75,3.55
96549,1.97,0.86
96550,1,5.86
96551,1.17,12.19
96552,1.54,2.65
96553,1.58,-0.63
96554,1.81,6.41
96555,1.03,0.64
96556,0.86,31.14
96557,1.27,-1.08
96558,0.8,6.13
96559,1.27,0.15
96560,1.2,3.29
96561,0.84,22.85
96562,1.23,12.32
96563,1.06,4.85
96564,1.02,2.31
96565,1.08,1.09
96566,1.15,8.44
96567,1.13,1.41
96568,0.98,3.6
96569,\N,\N
96570,1.78,1.3
96571,1.79,5.89
96572,0.56,6.48
96573,1.73,2.89
96574,0.95,4.36
96575,1.16,3.2
96576,0.68,31.04
96577,1.03,8.52
96579,0.62,5.89
96580,2.1,0
96581,5,0.68
96582,0.67,1.66
96583,1.24,8.43
96584,1.32,5.18
96585,0.86,0.55
96586,1.35,3.89
96587,1.18,5.18
96588,0.74,4.47
96589,2.55,1.96
96590,0.85,1.56
96591,1.88,2.06
96592,1.09,3.61
96593,1.01,5.21
96594,1.26,12.92
96595,0.54,3.78
96596,1.64,0.83
96597,1.61,14.29
96598,1.05,7.7
96599,1.11,1.61
96600,1.58,5.68
96601,0.76,5.7
96602,0.73,4.73
96603,1.21,9.96
96604,1.29,1.67
96605,1.62,13.55
96606,2.42,7.03
96607,0.72,6.77
96608,0.91,1.45
96609,0.64,3.76
96610,0.8,9.13
96611,1.59,1.99
96612,0.97,3.05
96613,1.33,1.74
96614,0.8,10.72
96615,1.32,5.42
96616,0.74,1.71
96617,0.89,3.9
96618,0.72,8.18
96619,0.65,9.45
96620,0.56,25.12
96621,0.78,3.85
96622,1.2,12.38
96623,1.13,6.52
96624,1.34,3.57
96625,1.09,2.86
96626,1.5,12.55
96627,2.06,11.93
96628,1.13,5.08
96629,1.31,3.32
96630,0.83,-0.33
96631,0.71,6.16
96632,1.37,7.44
96633,1.98,4.01
96634,0.88,22.34
96635,1.4,28.29
96636,1.2,5.26
96637,1.22,2.42
96638,1.2,0.29
96639,1.24,10.82
96640,1.45,8.34
96641,4.53,2.6
96642,0.99,4.39
96643,26.57,29.48
96644,0.84,4.15
96645,1.07,3.88
96646,2.4,9.02
96647,1.41,3.96
96648,0.74,3.23
96649,1.19,-0.11
96650,1.44,8.9
96651,0.97,3.53
96652,0.63,6.75
96653,1.26,0.56
96654,1.21,2.7
96655,0.66,7.55
96656,0.69,33.28
96657,0.95,4.19
96658,0.93,3.27
96659,0.7,0.35
96660,1.3,5.21
96661,0.62,2.32
96662,0.56,6.4
96663,1.31,0.85
96664,2.06,2.74
96665,0.82,4.78
96666,3.85,9.99
96667,2.93,8.41
96668,1.38,4.77
96669,0.72,4.53
96670,0.79,2.38
96671,0.8,0.38
96672,0.88,4.44
96673,1.71,8.2
96674,1.2,7.68
96675,1.3,3.16
96676,1.3,1.8
96677,0.95,5.14
96678,1.1,8.55
96679,0.57,6.68
96680,1.06,14.53
96681,1.76,1.49
96682,1.2,0.41
96683,0.59,13
96684,1.2,3.9
96686,0.82,7.2
96687,0.96,2.07
96688,0.77,1.42
96689,1.96,20.53
96690,2.16,8.23
96691,1.65,6.64
96692,1.41,-3.67
96693,0.49,4.76
96694,1.23,3.49
96695,0.8,1.33
96696,0.77,3.44
96697,0.68,2.3
96698,2.01,4.25
96699,0.88,1.07
96700,0.85,1.04
96701,0.77,11.32
96702,1.29,45.88
96703,2.14,3.53
96704,1.24,6.88
96705,1.53,7.51
96706,0.52,8.1
96707,1.58,9.93
96708,0.81,4.12
96709,1.25,3.46
96710,1.91,44.84
96711,0.83,5.01
96712,0.98,2.62
96713,1.42,15.5
96714,1.11,4.25
96715,0.6,3.24
96716,1.53,6.12
96717,1.07,5.25
96718,0.9,9.32
96719,1.46,4.78
96720,1.78,0.94
96721,0.88,10.05
96722,1.13,-0.07
96723,1.45,-0.21
96724,0.6,6.88
96725,1.51,21.29
96726,1.07,8.64
96727,0.81,0.34
96728,1.39,3.16
96729,0.99,8.03
96730,1.4,3.83
96731,1.53,2.9
96732,0.82,6.99
96733,0.9,3.57
96734,0.74,9.72
96735,0.92,27.14
96736,0.8,5.13
96737,1.19,-0.19
96738,0.9,2.94
96739,0.97,11.84
96740,0.92,4.17
96741,0.96,3.35
96742,0.57,5.68
96743,0.68,1.87
96744,1.03,4.73
96745,1.03,6.04
96746,1.08,6.7
96747,0.94,2.56
96748,1.59,7.19
96749,1.17,7.73
96750,2.37,1.01
96751,0.91,1.95
96752,1.2,1.15
96753,0.85,8.48
96754,1.04,19.14
96755,0.61,5.85
96756,1.37,3.69
96757,0.69,6.89
96758,1.44,3.77
96759,1.06,1.82
96760,0.97,7.86
96761,0.83,1.59
96762,0.89,2.85
96763,1.33,3.58
96764,1.18,2.23
96765,0.87,2.57
96766,1.85,4.69
96767,0.97,4.04
96768,2.07,3.53
96769,1.17,0.87
96770,0.82,1.8
96771,0.93,8.33
96772,0.77,4.06
96773,9.98,17.84
96774,1.43,-0.97
96775,0.87,5.12
96776,0.85,1.12
96777,0.6,8.98
96778,1.11,2.1
96779,1.1,6.51
96780,1.09,10.55
96781,0.77,8.82
96782,1.27,1.41
96783,0.99,2.84
96784,0.86,2.06
96785,1.42,13.74
96786,0.84,10.35
96787,1.06,-0.78
96788,0.89,3.36
96789,0.78,1.15
96790,5.33,2.22
96791,0.87,1.88
96792,1.26,16.62
96793,1.12,9.86
96794,1.12,1.11
96795,0.86,0.9
96796,1.2,8.28
96797,0.61,3.28
96798,1.31,3.23
96799,1.61,1.04
96800,0.58,6.15
96801,0.77,3.56
96802,1.16,2.2
96803,1.13,3.65
96804,0.68,2.23
96805,0.51,2.33
96806,0.77,5.25
96807,0.89,11.44
96808,0.8,13.31
96809,1.01,4.5
96810,0.7,2.53
96811,1.28,5.78
96812,1.7,5.16
96813,0.83,20.86
96814,1.11,3.12
96815,0.64,7.07
96816,0.61,12.61
96817,0.63,5.46
96818,1.22,3.32
96819,2.35,5.22
96820,1.03,7.58
96821,0.71,2.78
96822,1.76,2.99
96823,1.03,2.09
96824,1.4,2
96825,0.5,20.51
96826,1.05,3.75
96827,18.96,21.05
96828,1.14,-0.04
96829,1.6,13.25
96830,1.58,7.03
96831,0.81,6.36
96832,2.28,5.94
96833,0.9,3.18
96834,1.03,21.06
96835,1.18,1.38
96836,0.8,1.96
96837,0.67,6.99
96838,1.37,3.93
96839,0.7,19.64
96840,0.82,1.98
96841,1.42,2.96
96842,0.96,10.08
96843,1.1,6.06
96844,0.98,5.07
96845,0.84,11.08
96846,0.85,3.22
96847,1.25,2.27
96848,1.19,7.13
96849,1.13,15.41
96850,0.98,6.38
96851,0.91,2.91
96852,1.39,1.02
96853,1.16,4.03
96854,1.15,24.09
96855,0.89,2.04
96856,0.78,2.26
96857,0.64,3.32
96858,1.02,1.26
96859,1.36,4.59
96860,1.1,0.25
96861,1.15,29.58
96862,0.98,-1.5
96863,0.98,3.35
96864,0.82,1.01
96865,1.32,8.14
96866,0.66,0.5
96867,1.58,1.68
96868,1.2,2.37
96869,2.01,9.41
96870,1.01,5.88
96871,1.55,5.32
96872,0.61,1.93
96873,1.2,0.67
96874,1.36,6.11
96875,1.66,7.03
96876,1.27,3.12
96877,1.72,1.08
96878,0.67,5.31
96879,1.2,3.02
96880,1.32,24.15
96881,1.3,14.23
96882,0.76,4.33
96883,1.13,4.08
96884,0.91,0.71
96885,0.63,1.2
96886,1.07,11.78
96887,0.59,4.58
96888,0.72,2.27
96889,1.43,3.99
96890,1.43,4.39
96891,7.86,-0.98
96892,0.76,3.68
96893,1.13,10.55
96894,1.1,2.23
96895,0.5,46.25
96896,1,6.54
96897,1.37,8.11
96898,2.4,6.6
96899,1.05,1.56
96900,0.73,3.03
96901,0.52,46.7
96902,1.31,10.91
96903,0.92,0.82
96904,1.4,5.43
96905,0.96,3.44
96906,0.67,18.75
96907,0.59,12
96908,1.24,5.93
96909,1.25,-0.06
96910,1.16,6.76
96911,1.21,2.98
96912,1.96,12.8
96913,1.24,-0.04
96914,0.87,6.67
96915,5.96,11.98
96916,1.35,0.27
96917,0.78,9.75
96918,1.64,16.11
96919,0.59,4.25
96920,1.7,4.36
96921,1.7,4.66
96922,1.17,0.96
96923,1.02,10.51
96924,0.87,2.1
96925,0.97,7.73
96926,0.94,2.28
96927,0.75,3
96928,0.74,4.59
96929,0.86,9.85
96930,2.25,-1.22
96931,0.79,4.53
96932,1.03,19.88
96933,0.67,2.79
96934,1.42,4.73
96935,0.93,2.46
96936,0.74,7.1
96937,1.16,10.35
96938,0.8,5.26
96939,1.02,0.07
96940,1.16,1.11
96941,0.64,1.98
96942,1.09,3.59
96943,1.27,21.05
96944,0.71,1.32
96945,2.12,2.95
96946,1.05,19.6
96947,1.45,5.66
96948,1.07,24.81
96949,1.02,-0.26
96950,0.88,18.67
96951,1.42,3.33
96952,1.37,10.64
96953,0.68,6.33
96954,1.15,3.27
96955,1.43,24.12
96956,1.03,4.71
96957,0.86,4.34
96958,0.66,3.57
96959,1.28,3.58
96960,1.57,12.41
96961,1.23,1.33
96962,0.98,0.63
96963,0.79,0.21
96964,1.32,8.54
96965,1.43,2.48
96966,1.04,4.22
96967,1.01,6.24
96968,1.14,1.09
96969,1.02,1.13
96970,1.31,2.33
96971,1.34,1.45
96972,2.95,3.55
96973,1.21,6.03
96974,3.6,2.19
96975,1.22,2.69
96976,8.19,8.96
96977,0.57,1.45
96978,1.38,1.58
96979,1.93,14.93
96980,1.54,-1.71
96981,1.43,15
96982,0.6,1.68
96983,1.41,2.52
96984,0.94,-0.74
96985,0.83,6.46
96986,0.79,1.35
96987,1.5,4.84
96988,0.67,12.25
96989,0.68,1.88
96990,1.29,2.86
96991,0.76,1.29
96992,0.7,2.41
96993,1.32,-0.38
96994,1.31,8.41
96995,0.76,2.2
96996,1.25,1.29
96997,0.76,0.3
96998,2.33,34.74
96999,1.83,0.91
97000,1.16,7.9
97001,0.73,4.83
97002,1.75,0.73
97003,1.35,9.23
97004,1.21,3.89
97005,2.34,12.58
97006,0.83,5.79
97007,1.17,9.31
97008,0.84,10.64
97009,0.72,2.29
97010,1.43,4.51
97011,0.76,2.39
97012,1.14,10.76
97013,1.1,3.09
97014,1.77,7
97015,1.26,0.01
97016,1.43,16.94
97017,0.89,3.43
97018,0.58,14.25
97019,1.03,5.83
97020,1.29,1.97
97021,1.76,11.32
97022,1.35,16.71
97023,0.82,22.1
97024,1.1,12.22
97025,0.87,11.51
97026,1.2,0.48
97027,1.01,1.26
97028,0.61,9.68
97029,0.58,2.26
97030,1,23.99
97031,1.1,0.35
97032,0.91,3.6
97033,0.48,22.23
97034,0.99,4.94
97035,0.7,4.39
97036,1.07,6.01
97037,0.61,2.48
97038,1.71,5.2
97039,0.73,2.96
97040,1.39,3.23
97041,1.01,7.6
97042,1.2,10.23
97043,0.98,0.65
97044,1.1,6.62
97045,0.62,0.66
97046,0.79,1.03
97047,1.4,3.55
97048,4.56,21.14
97049,0.76,4.92
97050,0.81,2.65
97051,1.86,44.18
97052,1.26,5.51
97053,1.17,6.38
97054,0.97,-0.71
97055,1.36,-0.69
97056,2.07,6.25
97057,1.64,1.52
97058,1.11,0.69
97059,1.57,0.74
97060,1.49,6.22
97061,2.01,-0.85
97062,1.68,4.68
97063,2.35,27.26
97064,1.01,6.92
97065,2.44,2.12
97066,1.42,4.82
97067,0.87,3.82
97068,0.77,-0.87
97069,0.69,2.75
97070,0.5,12.88
97071,0.79,8.82
97072,1.51,1.24
97073,1.31,3.66
97074,0.63,3.62
97075,1.23,2.71
97076,1.13,5.76
97077,0.66,9.15
97078,0.65,1.22
97079,0.63,5.89
97080,2.12,0.89
97081,0.52,5.17
97082,1.34,4.8
97083,1.02,1.06
97084,1.22,4.33
97085,1.11,1.81
97086,0.61,10.62
97087,0.54,3.62
97088,1.36,22.26
97089,0.69,6.81
97090,1.11,1.35
97091,0.89,0.75
97092,0.99,6.63
97093,2.15,15.2
97094,0.61,2.96
97095,1.04,8.13
97096,2.36,15.84
97097,1.66,1.56
97098,0.85,1.97
97099,2.36,15.84
97100,0.7,5.1
97101,0.91,1.95
97102,1.24,3.93
97103,0.85,-1.4
97104,2.39,2.76
97105,1.14,13.48
97106,0.66,2.09
97107,1.38,3.01
97108,1.54,2.44
97109,1.35,3.9
97110,1.29,12.34
97111,1.73,9.07
97112,2.2,8.38
97113,3.19,12.33
97114,0.83,1.83
97115,1.34,1.67
97116,1.57,11.47
97117,1.11,0.99
97118,0.5,11.7
97119,0.79,7.56
97120,0.76,1.58
97121,2.79,4.71
97122,0.47,7.37
97123,1.48,3.85
97124,0.78,4.57
97125,1.44,11.52
97126,0.7,5.09
97127,1.19,8.51
97128,1.06,3.66
97129,1.95,4.12
97130,1.09,3.53
97131,1.06,4.01
97132,1.07,10.08
97133,1.44,3.58
97134,1.09,7.27
97135,0.78,2.31
97136,1.23,2.96
97137,1.85,1.91
97138,1.02,7.25
97139,0.73,4.03
97140,1.25,2.49
97141,0.8,3.02
97142,0.6,3.93
97143,0.96,0.9
97144,0.85,8.2
97145,0.9,10.48
97146,3.36,18.07
97147,1.95,3.1
97148,0.93,16.46
97149,1.73,2.24
97150,0.77,0.51
97151,0.57,3.6
97152,1.26,2.06
97153,0.77,1.88
97154,2.72,3.74
97155,0.67,7.1
97156,1.19,33.38
97157,0.83,5.17
97158,1.91,0.61
97159,0.75,2.17
97160,1.66,20.55
97161,1.31,0.73
97162,1.39,2.33
97163,1.22,2.24
97164,0.88,8.4
97165,0.45,19.07
97166,0.9,14.7
97167,4.4,7.97
97168,1.2,10.06
97169,1.17,1.93
97170,0.68,1.39
97171,1.13,7.46
97172,1.52,-1.72
97173,1.09,7.31
97174,1.64,18.74
97175,1.28,3.96
97176,1.49,9.69
97177,1.16,4.63
97178,0.75,2.74
97179,0.94,1.26
97180,1.39,3.26
97181,1.24,1.3
97182,0.93,3.83
97183,1.06,2.94
97184,2.33,0.81
97185,0.96,14.21
97186,1.2,0.71
97187,1.48,1.44
97188,1.14,6.11
97189,1.18,2.57
97190,1.42,5.72
97191,1.46,1.34
97192,1.25,1.34
97193,1.36,1.32
97194,3.37,9.65
97195,1.11,2.69
97196,4.14,21.15
97197,1.37,1.78
97198,1.17,4.53
97199,0.66,4.39
97200,1.77,8.15
97201,0.78,2.32
97202,\N,\N
97203,1.2,10.34
97204,1.09,0.11
97205,1.61,15.52
97206,1.08,12.8
97207,1.09,4.06
97208,1.27,2.56
97209,0.88,1.09
97210,1.05,4.27
97211,1.31,5.39
97212,1.35,1.49
97213,1.3,12.41
97214,1.8,4.77
97215,1.49,1.38
97216,1,12.7
97217,1.12,0.87
97218,2.62,6
97219,0.82,21.58
97220,1.64,-0.43
97221,1.17,5.72
97222,1.43,49.09
97223,1.23,48.49
97224,1.28,2.04
97225,0.58,-0.18
97226,0.79,4.52
97227,1.36,1.16
97228,2.16,1.73
97229,0.83,18.48
97230,3.84,8.47
97231,1.54,-0.21
97232,6.26,2.9
97233,1.26,10.4
97234,0.93,3.17
97235,0.82,1.81
97236,0.83,10.18
97237,\N,\N
97238,0.69,3
97239,1.35,4.16
97240,0.91,0.96
97241,4.8,87.57
97242,0.55,7.68
97243,0.59,4.22
97244,1.14,3
97245,1.13,2.71
97246,1.01,1.45
97247,0.92,1.1
97248,0.91,9.58
97249,1.45,1.53
97250,0.97,1
97251,1.41,1.55
97252,0.88,13.22
97253,0.87,2.79
97254,0.86,1.12
97255,0.99,33.05
97256,1.39,-0.35
97257,1.01,0.38
97258,1.27,3.77
97259,0.78,2.43
97260,1,5.98
97261,1.65,1.46
97262,0.59,4.54
97263,0.62,5.96
97264,1.09,9.95
97265,0.67,4.43
97266,1.45,4.58
97267,0.67,10.73
97268,0.69,6.99
97269,1.16,5.51
97270,1.07,2.18
97271,0.78,3.52
97272,1.5,10.9
97273,1.76,4.92
97274,0.99,9.45
97275,1.45,2.11
97276,1.01,4.06
97277,0.61,5.3
97278,0.75,7.08
97279,0.7,3.14
97280,0.75,-0.01
97281,1.54,-0.85
97282,0.62,4.74
97283,0.58,4.28
97284,0.85,1.96
97285,0.63,3.85
97286,0.69,15.31
97287,0.99,6.47
97288,1.07,5.47
97289,0.87,1.62
97290,0.77,15.92
97291,1.12,5.23
97292,2.93,74.9
97293,0.53,3.52
97294,1.45,9.38
97295,0.54,47.94
97296,1.47,-0.43
97297,1.03,4.5
97298,1.38,-1.34
97299,0.75,4.24
97300,1.11,2.21
97301,1.89,11.63
97302,1.26,1.49
97303,1.07,1.26
97304,0.52,4.01
97305,1.72,10.48
97306,1.03,3.31
97307,0.64,8.89
97308,1.22,4.25
97309,1.7,-2.8
97310,1.08,3.83
97311,0.63,4.52
97312,1.34,15.74
97313,1.06,4.07
97314,0.74,2.32
97315,0.92,3.11
97316,0.76,8.41
97317,0.91,11.03
97318,1.06,1.18
97319,0.74,16.37
97320,1.12,2.66
97321,0.58,23.36
97322,6.59,-3.93
97323,1.17,13.36
97324,2.39,6.48
97325,1.56,6.15
97326,0.51,6.21
