HIP, e_Plx, Plx
5787,1.34,7.3
5788,0.93,0.81
5789,1.16,4.54
5790,2.17,11.43
5792,1.17,1.16
5793,2.84,4.36
5794,0.84,4
5795,0.83,5.68
5796,1.21,11.22
5797,0.75,3.38
5798,0.91,9.13
5799,0.89,41.01
5800,0.9,4.81
5801,1.14,1.84
5802,0.96,7.4
5803,1.63,2.2
5804,1.61,2.73
5805,1,0.17
5806,0.77,25.96
5807,1.28,10.59
5808,1.36,1.57
5809,3.03,2.28
5810,1.2,1.65
5811,1.78,8.7
5812,1.94,60.76
5813,0.92,4.27
5814,0.95,4.43
5815,3.04,3.02
5816,0.75,0.97
5817,0.92,15.94
5818,1.44,3.01
5819,1.09,5.84
5820,1.09,4.82
5821,1.42,4.05
5822,0.73,2.13
5823,1.69,4.09
5824,1,7.07
5825,1.18,0.25
5826,1.36,4.25
5827,1,3.16
5828,1.23,7.45
5829,1.66,11.38
5830,2.14,7.67
5831,1.24,12.28
5832,1.47,5.74
5833,0.8,22.79
5834,1.48,11.89
5835,1.55,2.52
5836,1.25,3.03
5837,1.04,11.79
5838,1.26,2.77
5839,0.97,2.51
5840,1.5,19.39
5841,0.91,11.59
5842,1.25,47.36
5843,0.73,2.84
5844,1.17,5.54
5845,1.05,15.12
5846,2.04,-0.6
5847,1.26,3.23
5848,2.01,4.81
5849,1.2,2.77
5850,1.25,2.94
5851,1.51,3.71
5852,1.88,9.14
5853,1.43,15.19
5854,1.32,3.02
5855,2,3.96
5856,1.24,5.6
5857,1.84,5.79
5858,12.81,-5.34
5859,1.67,3.58
5860,1.16,3.34
5861,0.92,6.8
5862,0.64,66.43
5863,1.11,2.8
5864,1.38,4.8
5865,0.82,3.46
5866,1.17,3.51
5867,1.07,8.28
5868,0.93,0.75
5869,1.29,4.88
5870,3.02,-3.41
5871,1.19,1.03
5872,0.7,6.06
5873,0.74,1.93
5874,2.8,3.76
5875,1.05,2.16
5876,1.03,4.5
5877,5.15,-0.64
5878,0.75,3.39
5879,0.92,3.68
5880,0.97,-0.03
5881,1.24,16.9
5882,0.98,2.71
5883,1.07,2.62
5884,1.08,2.02
5885,1.24,9.38
5886,0.95,7.47
5887,1.25,2.45
5888,1.43,4.19
5889,0.78,8.31
5890,1.41,2.53
5891,1.18,16.95
5892,1.5,9.73
5893,1.46,3.59
5894,1.44,2.05
5895,0.88,20.84
5896,0.53,48.94
5897,1.08,3.85
5898,1.11,17.75
5899,1.03,5.31
5900,1.87,8.4
5901,1.65,2.1
5902,1.08,1.3
5903,0.86,3.88
5904,2.03,1.12
5905,1.38,2.34
5906,0.79,7.96
5907,0.84,9.94
5908,0.88,4.84
5909,0.88,4.23
5910,0.67,6.23
5911,1.32,3.98
5912,1.14,2.43
5913,0.78,16.95
5914,0.83,3.09
5915,1.23,8.88
5916,0.91,3.17
5917,1.6,2.5
5918,1.46,4.77
5919,1.02,2.17
5920,1.29,3.23
5921,1.18,0.7
5922,1.32,0.05
5923,1.22,2.12
5924,1.18,-0.49
5925,0.95,4.43
5926,0.59,0.22
5927,0.71,5.18
5928,0.54,10.01
5929,1.38,4.62
5930,0.87,2.96
5931,1.4,6.2
5932,0.94,11.18
5933,2.72,5.31
5934,1.17,1.44
5935,1.11,7.85
5936,0.94,10.36
5937,1.15,6.04
5938,1.14,37.71
5939,0.78,4.02
5940,1.47,3.84
5941,1.24,1.78
5942,0.79,6.2
5943,0.57,16.79
5944,0.75,42.3
5945,0.98,13.46
5946,1.44,1.69
5947,0.52,13.84
5948,1.02,3.97
5949,1.21,11.19
5950,0.61,1.07
5951,0.72,12.74
5952,1.3,16.08
5953,0.67,1.69
5954,0.98,3.96
5955,1.84,5.85
5956,1.49,1.51
5957,1.59,44.03
5958,0.96,1.83
5959,1.32,1.42
5960,0.79,0.42
5961,1.55,3.11
5962,0.82,4.81
5963,1.34,11.72
5964,0.65,0.86
5965,1.68,20.47
5966,1.07,7.65
5967,1.13,8.12
5968,1.23,10.52
5969,1.3,3.7
5970,3.96,20.57
5971,1.77,5.03
5972,1.08,2.02
5973,1.6,8.81
5974,1.23,4.12
5975,1.13,1.24
5976,0.77,2.53
5977,0.82,16.53
5978,1.38,2.96
5979,0.74,2.72
5980,1.32,15.87
5981,11.46,10.94
5982,2.23,4.85
5983,1.45,4.97
5984,1.79,1.39
5985,0.77,33.68
5986,1.42,2.09
5987,1.12,5.23
5988,0.82,4.21
5989,1.02,4.08
5990,1.18,9.46
5991,0.99,7.34
5992,0.59,9.69
5993,0.81,5.53
5994,0.93,9.11
5995,1.4,2.23
5996,2.34,4.32
5997,1.48,6.3
5998,1.72,4.89
5999,1.49,2.8
6000,0.95,3.84
6001,2.93,12.64
6002,2.01,2.63
6003,1.18,14.06
6004,1.16,2.93
6005,2.38,60.61
6006,1.74,5.04
6007,1.16,3.88
6008,2.69,41.14
6009,2.48,6.28
6010,0.88,7.46
6011,1,15.96
6012,1.91,10.02
6013,1.26,0.74
6014,1.35,1.82
6015,1.31,6.3
6016,1.02,1.68
6017,1.14,14.87
6018,1.2,10.25
6019,1.14,3.77
6020,1.26,5.59
6021,0.88,1.5
6022,0.97,20.42
6023,1.11,2.01
6024,0.85,13.15
6025,0.84,11.78
6026,1.31,2.76
6027,0.81,1.79
6028,1.62,5.77
6029,2.15,1.5
6030,1.09,0.81
6031,1.14,7.54
6032,1.19,0.49
6033,1.12,4.24
6034,1.02,5.02
6035,1.37,2.82
6036,0.91,3.02
6037,2.07,33.18
6038,1.44,15.39
6039,0.61,1.47
6040,1.12,5.72
6041,1.17,7.31
6042,1.26,6.64
6043,1.22,0.83
6044,1.67,8.91
6045,1.26,2.01
6046,0.84,3.46
6047,0.83,3.87
6048,0.87,9.75
6049,0.97,5.83
6050,1.13,2.33
6051,1.02,2.24
6052,1.36,4.25
6053,1.31,5.31
6054,1.01,7.14
6055,1.21,3.1
6056,0.87,6.86
6057,0.77,7.7
6058,1.44,5.81
6059,1.12,3.56
6060,1.45,3.21
6061,0.86,14.83
6062,2.61,2.61
6063,1.06,2.84
6064,0.89,0.67
6065,0.6,5.82
6066,2.32,13.04
6067,1.24,8.61
6068,1.02,10.3
6069,14.87,65.3
6070,1.34,7.41
6071,1.24,9.54
6072,0.83,3.07
6073,0.94,2.53
6074,1.27,8.51
6075,4.46,24.57
6076,0.72,8.32
6077,8.57,0.42
6078,2.54,2.88
6079,1.21,3.99
6080,1.36,3.96
6081,1.74,0.88
6082,0.8,6.34
6083,1.17,2.64
6084,0.91,1.59
6085,1.04,5.69
6086,1.39,5.26
6087,0.78,2.13
6088,1.56,5.46
6089,2.02,9.14
6090,0.65,3.83
6091,1.07,0.82
6092,1.58,0.55
6093,0.81,3.73
6094,2.12,1.66
6095,0.9,2.08
6096,1.1,7.11
6097,3.65,45.22
6098,1.54,1.59
6099,0.63,5.22
6100,1.06,10.54
6101,1.23,5.05
6102,1.68,27.61
6103,1.77,6.16
6104,1.18,11.01
6105,1.49,6.22
6106,0.91,1.49
6107,0.93,2.83
6108,0.98,11.41
6109,1.17,2.4
6110,0.84,6.36
6111,4.26,6.09
6112,1.17,2.28
6113,0.97,0.44
6114,0.8,4.04
6115,1.93,0.22
6116,0.94,9.01
6117,1.02,3.12
6118,0.9,4.27
6119,1.23,3.53
6120,1.57,2.62
6121,1.03,5.36
6122,1.08,5.66
6123,1.72,-0.15
6124,0.78,5.82
6125,1.26,7.62
6126,1.16,0.18
6127,1.32,3.16
6128,1.11,6.01
6129,1.65,1.15
6130,1,36.16
6131,1.82,-0.27
6132,\N,\N
6133,0.7,4.14
6134,1.67,12.54
6135,1.21,3.54
6136,2.34,16.36
6137,0.81,1.78
6138,1.69,7.09
6139,0.66,5.4
6140,1.31,7.15
6141,1.28,4.26
6142,1.59,6.3
6143,1.26,8.41
6144,1.1,6.76
6145,0.95,3.78
6146,1.47,3.76
6147,1.22,1.42
6148,0.99,2.74
6149,1.37,0.49
6150,0.93,3.12
6151,1.39,5.85
6152,1.2,3.54
6153,1.42,0.44
6154,1.11,2.9
6155,0.74,9.24
6156,2.3,3.48
6157,1.18,7.81
6158,1.05,11.2
6159,1.23,14.91
6160,1.41,3.31
6161,0.62,13.64
6162,0.92,3.38
6163,1.27,4.71
6164,1.49,7.8
6165,0.96,11.6
6166,1.06,1.84
6167,0.83,6.46
6168,1.22,3.73
6169,1.19,8.67
6170,1.76,-1.61
6171,3.5,2.02
6172,1.14,1.67
6173,1.16,0.97
6174,1.82,-0.04
6175,0.64,5.07
6176,1.53,5.88
6177,1.37,31.1
6178,1.03,12.93
6179,1.15,3.11
6180,1.59,-1.09
6181,1.2,0.15
6182,1.6,10.36
6183,0.7,4.14
6184,0.56,9.38
6185,1.9,3.08
6186,1.5,2.4
6187,0.87,7.88
6188,0.99,4.93
6189,0.86,2.37
6190,1.11,2.7
6191,1.32,3.59
6192,1.1,15.28
6193,0.77,10.49
6194,1.14,3.74
6195,1.03,5.38
6196,0.9,6.07
6197,1.15,18.88
6198,0.53,6.22
6199,1.56,6.58
6200,1.12,5.53
6201,1.26,8.41
6202,1.69,-1.22
6203,1.06,0.09
6204,1.1,5.59
6205,1.2,2.45
6206,0.94,25.59
6207,0.85,2.2
6208,1.06,3.34
6209,1.29,8.52
6210,1.25,1.49
6211,1.17,8.68
6212,1.04,11.27
6213,1.08,0.82
6214,1.39,7.38
6215,1.29,0.27
6216,1.08,8.57
6217,1.46,7.46
6218,0.83,3.22
6219,1.4,3.11
6220,1.12,2.85
6221,0.62,18.84
6222,1.01,3.11
6223,1.02,3.8
6224,1.2,4.79
6225,1.26,4.91
6226,1.28,8.27
6227,1,4.47
6228,0.96,9.22
6229,0.89,1.18
6230,1.14,3.22
6231,1.36,1.93
6232,1.41,8.25
6233,1.28,9.26
6234,1.58,19.67
6235,0.67,6.1
6236,1.41,1.62
6237,0.92,20.54
6238,1.21,3.51
6239,21.81,6.44
6240,2.02,15.43
6241,0.91,13.14
6242,0.68,1.4
6243,0.94,1.23
6244,1.58,4.5
6245,1.07,1.12
6246,1.13,4.3
6247,1.56,5.63
6248,1.19,3.24
6249,1.21,6.24
6250,0.97,4.46
6251,1.11,18.85
6252,1.2,3.04
6253,0.7,2.69
6254,1.91,11.21
6255,1,4.37
6256,0.64,9.78
6257,0.79,4.36
6258,1.22,2.62
6259,0.94,6.76
6260,1.18,0.86
6261,0.56,8.6
6262,1.88,11.21
6263,1.24,2.13
6264,14.39,10.37
6265,0.87,11.22
6266,0.85,5.42
6267,0.92,5.17
6268,1.07,18.5
6269,1.06,6.89
6270,0.9,2.21
6271,0.82,20.28
6272,0.83,8.53
6273,3.83,34.73
6274,1.01,9.8
6275,1.46,3.94
6276,1.17,28.52
6277,1.23,5.4
6278,2.42,21.41
6279,1.31,3.3
6280,1.27,5.21
6281,0.88,12.96
6282,0.89,2.77
6283,0.84,6.17
6284,1.65,7.4
6285,0.92,30.08
6286,1.64,3.41
6287,1.3,1.63
6288,0.93,6.28
6289,0.87,9.84
6290,5.18,52.71
6291,11.63,-10.89
6292,3.65,8.25
6293,0.93,4.62
6294,1.04,5.76
6295,1.41,9.75
6296,0.85,3.47
6297,1.51,5.53
6298,0.99,11.57
6299,1.12,5.74
6300,0.79,4.54
6301,2.05,3.81
6302,0.9,9.02
6303,1.11,4.39
6304,0.86,8.59
6305,1.39,13.49
6306,0.85,16.64
6307,1.29,8.03
6308,0.99,19.48
6309,1.17,20.25
6310,0.78,2.31
6311,0.82,3.3
6312,0.62,13.67
6313,1.11,1.77
6314,1,2.66
6315,0.82,9.49
6316,1.11,5.13
6317,1.34,4.92
6318,1.84,2.93
6319,1.39,8.87
6320,0.91,0.81
6321,1.04,1.18
6322,1.16,13.43
6323,2.8,-2.73
6324,4.83,14.8
6325,0.76,-0.22
6326,0.84,1.79
6327,0.93,2.48
6328,0.74,3.24
6329,1.12,2.66
6330,1.09,1.63
6331,0.84,6.6
6332,1.21,2.35
6333,0.68,8.41
6334,1.41,6.16
6335,1.06,2.29
6336,0.6,4.92
6337,1.34,5.15
6338,0.97,3.15
6339,1.26,34.78
6340,1.6,4.94
6341,1.43,6.12
6342,2.2,37.85
6343,1.52,11.16
6344,1.05,41.44
6345,1.27,4.68
6346,2.29,6.1
6347,0.61,10.09
6348,0.83,11.74
6349,1.02,8.28
6350,5.11,9.76
6351,1.59,59.29
6352,2.62,0
6353,1.46,3.96
6354,1.09,8.94
6355,2.04,3.83
6356,1.46,4.03
6357,1.45,2.57
6358,0.86,4.75
6359,1.14,-0.14
6360,1.08,5.34
6361,1.29,8.25
6362,1.94,6.19
6363,1,3.62
6364,1.02,3.69
6365,3.53,42.73
6366,0.89,3.84
6367,2.75,8.97
6368,1.06,3.73
6369,0.56,12.26
6370,1.8,1.45
6371,0.81,0.59
6372,1.17,8.93
6373,1.19,0.31
6374,1.09,6.27
6375,1.8,17.91
6376,0.92,12.81
6377,1.08,12.38
6378,0.54,13.04
6379,0.59,59.46
6380,1,17.12
6381,1.29,3.47
6382,1.06,2.65
6383,1.43,7.65
6384,0.93,7.21
6385,0.62,5.72
6386,1.19,0.5
6387,1.15,4.85
6388,1.13,0.33
6389,1.08,2.28
6390,1.2,32.13
6391,1.48,14.49
6392,1.62,1.07
6393,0.72,7.29
6394,1.11,-0.02
6395,0.64,5.62
6396,1.81,-0.67
6397,0.93,2.39
6398,2.01,5.32
6399,0.96,0.93
6400,0.93,6.92
6401,0.79,2.97
6402,1.2,4.44
6403,1.69,2.63
6404,2.24,13.1
6405,0.8,39.07
6406,1.11,2.84
6407,1.19,17.06
6408,0.96,8.49
6409,1.19,2.87
6410,1.07,0.67
6411,0.7,16.68
6412,0.63,1.47
6413,0.81,7.7
6414,1.75,37.1
6415,1.05,6.35
6416,1.01,9.83
6417,1.13,1.24
6418,0.8,12.7
6419,1.31,1.19
6420,0.71,3.88
6421,1.24,7.31
6422,1.06,12.6
6423,1.15,6.19
6424,0.69,3.22
6425,1.07,3.84
6426,0.92,5.32
6427,0.85,16.82
6428,0.88,4.93
6429,0.86,5.99
6430,1.3,1.19
6431,2.11,23.84
6432,0.82,3.89
6433,1.1,5.26
6434,0.92,5.4
6435,1.22,-0.08
6436,0.77,5.6
6437,1.24,9.56
6438,1.29,2.79
6439,0.79,19.52
6440,0.71,11.4
6441,0.98,5.55
6442,0.92,18.97
6443,1.05,3.07
6444,1.14,3.59
6445,1.57,8.7
6446,0.64,6.04
6447,1,7
6448,0.96,15.21
6449,0.88,2.37
6450,1.07,9.29
6451,0.8,10.81
6452,2.84,9.2
6453,0.97,1.79
6454,0.99,22.13
6455,1.05,27
6456,0.99,33.09
6457,0.77,2.47
6458,1.13,10.34
6459,1.35,5.41
6460,1.04,1.07
6461,0.91,3.87
6462,0.99,10.01
6463,1.78,3.88
6464,1.19,0.25
6465,1.25,8.75
6466,1.18,8.1
6467,1.02,5.01
6468,1.19,1.59
6469,0.93,4.06
6470,1.12,6.14
6471,1.3,2.78
6472,1.14,5.3
6473,1.22,-0.06
6474,1.21,2.31
6475,1.55,1.1
6476,0.94,2.79
6477,0.84,5.39
6478,1.4,0.93
6479,0.95,3.03
6480,0.73,7.59
6481,0.89,5.51
6482,1.42,10.88
6483,1.09,24.89
6484,0.94,6
6485,0.93,20.29
6486,0.71,17.34
6487,0.84,4.12
6488,1.65,8.84
6489,2.51,17.59
6490,1.31,13.47
6491,1.52,5.18
6492,0.68,3.94
6493,1.5,3.22
6494,0.7,20.73
6495,0.79,3.52
6496,1.01,8.19
6497,1.03,13.48
6498,0.99,12.69
6499,1.18,0.61
6500,1.07,2.71
6501,1.03,3.16
6502,0.71,3.67
6503,1.11,2.64
6504,0.86,3.25
6505,1.52,1.53
6506,1.17,8.48
6507,1.08,11.16
6508,1.06,4.72
6509,1.46,4.1
6510,1.65,15.29
6511,0.84,17.75
6512,0.8,16.98
6513,1.26,6.47
6514,0.73,15.43
6515,1.07,5.43
6516,1.35,-1.2
6517,2.57,5.18
6518,0.82,5.02
6519,1.38,4.86
6520,0.86,1.86
6521,1.13,5.27
6522,0.56,0.1
6523,1.19,3.64
6524,2.17,2.37
6525,1.13,5.27
6526,1.18,0.13
6527,0.78,20.42
6528,0.9,15.84
6529,1.01,5.35
6530,3.18,4.97
6531,0.72,1.49
6532,0.94,1.66
6533,1.1,7.87
6534,0.62,3.9
6535,1.13,3.38
6536,1.22,1.35
6537,0.77,28.48
6538,1.38,7.54
6539,0.77,14.83
6540,1.41,-0.25
6541,1.18,5.93
6542,2.05,17.06
6543,1.33,0.19
6544,3.71,2.49
6545,1.08,4.62
6546,2.55,-1.75
6547,0.95,2.2
6548,0.82,5.74
6549,1.22,12.98
6550,0.95,4.37
6551,0.87,20.01
6552,0.7,5.78
6553,0.89,4.96
6554,1.05,1.21
6555,1.45,8.17
6556,1.08,3.78
6557,0.92,2.01
6558,1.43,29.6
6559,1.55,-0.41
6560,0.8,4.91
6561,0.99,3.68
6562,0.92,1.69
6563,0.97,7.72
6564,0.95,22.33
6565,0.97,0.07
6566,1.37,8.73
6567,13.75,30.57
6568,0.94,7.96
6569,0.95,4.32
6570,4.65,19.48
6571,0.88,2.66
6572,1.06,16.59
6573,1.03,9.8
6574,0.99,2.56
6575,1.05,31.77
6576,1.43,3.89
6577,1.2,2.96
6578,0.99,5.7
6579,0.95,-0.08
6580,4.6,5.63
6581,1.14,4.94
6582,1.28,1.63
6583,2.1,2.4
6584,0.9,0.8
6585,1.38,5.97
6586,10.14,9.77
6587,1.1,1.18
6588,2.01,0.84
6589,0.94,9.76
6590,1.36,3.98
6591,0.81,7.47
6592,0.64,13.22
6593,0.9,4.27
6594,1.3,2.8
6595,0.74,5.32
6596,1.82,17.35
6597,0.89,6.76
6598,0.86,1.51
6599,1.41,5.31
6600,1.15,3.32
6601,0.97,10.77
6602,0.97,5.17
6603,1.15,1.84
6604,1.07,2.67
6605,0.75,12.17
6606,0.95,9.15
6607,1.22,24.75
6608,1.55,1.76
6609,1.15,4.65
6610,1.94,3.37
6611,0.94,3.95
6612,3.56,12.54
6613,1.1,30.24
6614,0.95,5.71
6615,1.19,2.23
6616,1.65,15.13
6617,0.95,2.79
6618,1.22,-3.01
6619,1.48,7.27
6620,0.88,4.15
6621,1.26,6.85
6622,1,3.7
6623,2.13,6.72
6624,0.95,10.21
6625,0.95,2.93
6626,1.59,37.93
6627,1.47,7.76
6628,1.23,7.44
6629,1.17,0.98
6630,1.11,7.57
6631,0.55,3.23
6632,1.23,0.29
6633,1.11,6.26
6634,0.98,9.73
6635,1.06,0.23
6636,0.87,5.05
6637,1.15,2.29
6638,1.14,5.75
6639,1.3,27.52
6640,1.02,4.12
6641,0.76,2.75
6642,1.38,2.69
6643,0.82,22.65
6644,1.41,4.82
6645,1.09,0.84
6646,1.12,8.44
6647,0.83,5.68
6648,1.07,8.09
6649,0.82,1.37
6650,0.91,6.02
6651,1.12,8.08
6652,12.32,4.7
6653,0.97,25.35
6654,1.27,6.85
6655,1.04,0.52
6656,1.07,4.22
6657,0.78,2.56
6658,1.07,8.44
6659,0.96,5.69
6660,1.89,22.05
6661,0.82,2.4
6662,1.08,5.62
6663,0.89,6.45
6664,1.26,1.84
6665,1.17,10.32
6666,1.07,0.98
6667,1.2,2.28
6668,1.49,16.62
6669,0.76,13.01
6670,0.68,11.31
6671,1.21,5.61
6672,1.03,4.62
6673,0.99,3.13
6674,2.23,5.77
6675,0.97,17.28
6676,0.85,1.14
6677,0.77,2.28
6678,1.3,9.2
6679,0.85,19.55
6680,0.86,4.53
6681,1.42,-1.47
6682,0.91,10.69
6683,0.85,14.14
6684,1.2,3.34
6685,0.62,6.34
6686,0.62,32.81
6687,0.8,9.88
6688,1.78,3.83
6689,0.99,4.93
6690,0.87,5.9
6691,1.31,-2.86
6692,0.56,16.89
6693,1.28,25.95
6694,6.34,17.01
6695,0.95,6.93
6696,0.93,2.14
6697,1.12,1.31
6698,1.24,4.86
6699,0.93,3.7
6700,0.88,2.92
6701,1.85,14.49
6702,0.79,26.14
6703,1.24,15.15
6704,2.6,8.59
6705,7.75,21.25
6706,0.78,38.35
6707,1.51,7.3
6708,0.98,3.5
6709,0.81,9.6
6710,0.95,3.04
6711,0.74,24.21
6712,1.09,13.31
6713,1.41,0.37
6714,0.82,10.71
6715,1.18,6.88
6716,1.41,3.87
6717,0.87,4.7
6718,0.76,7.55
6719,1.32,4.95
6720,1.68,2.76
6721,0.89,3.8
6722,2.2,3.97
6723,1.19,5.36
6724,1.35,0.99
6725,0.97,6.89
6726,1.89,-0.13
6727,2.22,4.64
6728,1.41,3.21
6729,1.18,12.31
6730,5.79,17.23
6731,1.37,2.35
6732,0.77,10.63
6733,0.79,16.13
6734,1.5,0.82
6735,0.99,3.47
6736,0.88,6.97
6737,0.76,5.46
6738,1.44,3.14
6739,1.22,6.97
6740,1.16,5.21
6741,1.14,0.41
6742,1.09,1.09
6743,0.98,3.51
6744,0.99,24.51
6745,0.9,2.35
6746,1.11,4.76
6747,1.57,1.09
6748,0.74,27.55
6749,1.02,4.6
6750,1.68,-0.96
6751,0.97,6.25
6752,0.89,18.57
6753,0.99,3.03
6754,1.21,3.72
6755,1.04,4.49
6756,0.78,2.53
6757,1.51,-1.34
6758,1.64,14.11
6759,1.75,2.11
6760,0.76,5.96
6761,1.29,13.5
6762,0.99,33.59
6763,1.38,3.38
6764,1.33,3.25
6765,0.96,0.82
6766,1.75,1.52
6767,0.99,3.04
6768,0.81,10.14
6769,0.86,2.97
6770,0.99,0.23
6771,1.01,5.27
6772,0.89,16.24
6773,0.82,0.31
6774,1.15,2.73
6775,1.04,2.92
6776,0.75,23.45
6777,1.1,-0.51
6778,1.04,9.43
6779,0.88,7.78
6780,0.9,10.95
6781,1.21,12.49
6782,0.94,9.1
6783,0.94,5.52
6784,1.08,2.93
6785,1.25,2.51
6786,0.86,15.44
6787,1.06,2.1
6788,1.11,6.89
6789,1.03,8.43
6790,1.08,5.38
6791,0.86,10.86
6792,1.13,4.67
6793,0.93,0.97
6794,0.75,17.91
6795,1.07,24.14
6796,1.44,26.41
6797,0.95,3.2
6798,1.4,0.9
6799,0.78,2.84
6800,1.16,4.3
6801,0.88,11.18
6802,1.57,7.81
6803,1.04,4.63
6804,2.14,15.68
6805,1.12,1.69
6806,0.85,5.48
6807,1.84,16.1
6808,1.27,0.57
6809,0.96,4.33
6810,1.04,0.56
6811,0.72,1.55
6812,0.6,10.48
6813,0.82,35.33
6814,1.09,3.6
6815,1.14,14.04
6816,0.95,3.28
6817,1.05,9.38
6818,4.89,12.12
6819,0.85,8.75
6820,1.19,4.03
6821,0.64,1.46
6822,0.97,9.15
6823,0.73,3.54
6824,0.82,0.92
6825,1.06,2.62
6826,1.31,5.69
6827,1.04,4.34
6828,0.7,4.3
6829,1.33,2.9
6830,0.99,4.17
6831,1.68,-3.05
6832,0.95,7.31
6833,1.04,19.92
6834,2.85,12.15
6835,0.88,6.49
6836,3.57,8.54
6837,0.95,3.87
6838,1.03,6.33
6839,1.69,3.33
6840,0.83,9.35
6841,1.29,5.12
6842,0.89,5.58
6843,0.95,5.38
6844,1.58,0.8
6845,1.29,2.05
6846,1.23,8.29
6847,7.75,15.71
6848,0.98,2.67
6849,1.71,13.23
6850,1.18,6.81
6851,1.41,10.53
6852,0.97,-0.04
6853,1.22,0.42
6854,1.04,17.99
6855,1.2,2.87
6856,1.21,26.92
6857,1.23,4.19
6858,0.77,2.59
6859,0.75,9.69
6860,1.11,2.04
6861,0.81,2.73
6862,0.78,22.52
6863,1.36,2.93
6864,1.62,3.05
6865,1.2,1.11
6866,0.94,5.69
6867,0.64,13.94
6868,0.84,8.89
6869,0.79,19.99
6870,4.6,3.53
6871,0.99,2.16
6872,0.83,2.1
6873,1.07,10.74
6874,1.1,0.79
6875,0.76,10.52
6876,1.3,4.39
6877,0.91,4.22
6878,0.73,29.26
6879,0.98,3.36
6880,0.76,5.14
6881,1.6,4.35
6882,1.84,3.77
6883,1.27,2.65
6884,1.31,9.34
6885,5.39,2.18
6886,0.61,6.44
6887,0.99,6.27
6888,0.81,11.44
6889,1.05,4.48
6890,1.3,24.16
6891,1.16,5.7
6892,2.04,8.02
6893,1.34,0.49
6894,1.29,0.58
6895,1.53,7.32
6896,1.64,5.65
6897,0.89,10.77
6898,1.83,11.85
6899,0.8,2.34
6900,1.47,-1.57
6901,1.15,0.97
6902,1.41,-0.71
6903,1.45,6.69
6904,0.91,-0.06
6905,1.26,14.35
6906,1.59,2.11
6907,1.2,3.07
6908,1.16,0.06
6909,0.9,12.9
6910,0.9,3.72
6911,0.78,10.09
6912,1.05,2.74
6913,0.75,23.97
6914,0.63,17.25
6915,0.83,14.29
6916,0.96,5.63
6917,0.93,43.16
6918,0.74,0.34
6919,1.06,2.37
6920,1.03,8.98
6921,2.84,14.21
6922,2.38,4.27
6923,1.5,0.9
6924,1.84,0.82
6925,0.9,3.74
6926,1.33,4.27
6927,0.83,0.41
6928,1.18,4.58
6929,1.13,0.09
6930,1.77,6.5
6931,1.28,3.3
6932,1.1,1.68
6933,1.17,2.53
6934,1.24,-0.82
6935,1.14,8.08
6936,1.05,9.23
6937,0.92,2.22
6938,1.41,10.09
6939,0.82,6.75
6940,1.05,0.62
6941,1.3,1.15
6942,1.23,3.73
6943,0.78,22.04
6944,1.47,0.17
6945,1.1,0.48
6946,1.01,3.19
6947,1.22,1.87
6948,0.99,9.76
6949,0.75,11.72
6950,1.14,11.63
6951,1.17,10.18
6952,0.76,3.32
6953,1.22,2.91
6954,1.32,5.92
6955,1.19,6.22
6956,1.54,10.28
6957,0.91,6.5
6958,0.76,1.87
6959,1.32,10.22
6960,0.78,14.72
6961,3.11,14.85
6962,1.79,2.17
6963,0.82,3.76
6964,1.43,3.52
6965,0.89,10.38
6966,0.92,7.07
6967,1,6.85
6968,1.4,4.62
6969,0.98,11.91
6970,1.23,0.53
6971,0.74,5.54
6972,1.81,14.6
6973,1.51,5.8
6974,0.64,1.58
6975,1.08,21.66
6976,1.18,8.15
6977,0.89,1.29
6978,1.03,23.4
6979,0.83,0.07
6980,0.97,2.49
6981,0.74,8.61
6982,1.01,5.8
6983,1.48,1.56
6984,0.96,9.72
6985,0.94,0.82
6986,1.32,3.63
6987,0.99,11.35
6988,1.43,0.73
6989,1.05,2.41
6990,0.99,16.99
6991,0.93,-0.66
6992,1.87,7.27
6993,1.13,14.04
6994,1.16,4.44
6995,1.21,3.33
6996,1.02,5.83
6997,1.12,3.72
6998,1.23,0.45
6999,0.77,11.26
7000,1.17,2.08
7001,1.21,6.39
7002,1.15,0.1
7003,1.23,6.65
7004,0.97,7.11
7005,1.33,2.77
7006,1.23,6.32
7007,0.73,9.05
7008,1.03,8.04
7009,0.77,2.54
7010,1.3,1.77
7011,2.82,0.69
7012,1.25,4.04
7013,0.75,3.2
7014,1.2,4.78
7015,0.73,2.18
7016,0.73,7.35
7017,1.51,11.37
7018,1.41,28.66
7019,1.21,-0.95
7020,1.03,3.66
7021,2.42,5.64
7022,1.85,3.37
7023,1.37,19.94
7024,2.26,4.99
7025,1.24,4.53
7026,1.15,0.95
7027,0.83,1.89
7028,1.34,1.9
7029,0.95,10.94
7030,0.69,7.52
7031,1.2,1.39
7032,1.23,0.77
7033,1.12,3.33
7034,0.83,15.58
7035,1.05,4.1
7036,1.01,7.6
7037,1.2,21.03
7038,1.44,4.09
7039,1.47,2.74
7040,0.66,15.85
7041,2.24,2.98
7042,1.3,2.16
7043,1.63,6.26
7044,1.29,6.02
7045,1.2,8.39
7046,0.96,2.74
7047,1.19,7.42
7048,2.09,4.01
7049,1.05,2.41
7050,0.59,11.54
7051,1,7.72
7052,1.96,3.43
7053,2.24,19.95
7054,1.31,1.21
7055,1.76,6.08
7056,0.85,2.15
7057,0.85,4.66
7058,4.05,25.4
