HIP,HD,designation,Vmag,RAdeg,DEdeg,RAhms,DEdms,Plx,e_Plx,distance_Plx,pmRA,pmDE,BTmag,VTmag,MV,MV_error,MVt,MVt_error,B_minus_V,BT_minus_VT
HIP 54288,\N,\N,9.62,166.59515966,-35.74830394,11 06 22.84,-35 44 53.9,39.11,2.6,25.5689,112.6,-31.06,11.307,9.798,7.581439079760653,0.14457089224025932,7.759439079760654,0.14457089224025932,1.27,1.509
HIP 61329,109333,\N,9.1,188.50019977,-14.63859695,12 34 00.05,-14 38 18.9,39.11,1.17,25.5689,-502.44,-27.4,10.609,9.275,7.061439079760653,0.06498033832234151,7.236439079760654,0.06498033832234151,1.103,1.334
HIP 106913,205905,\N,6.75,324.7912445,-27.30636802,21 39 09.90,-27 18 22.9,39.13,0.83,25.5558,384.53,-83.82,7.51,6.807,4.712549239503401,0.046066763963305224,4.769549239503402,0.046066763963305224,0.623,0.703
HIP 27075,38382,\N,6.34,86.11835896,-20.1266631,05 44 28.41,-20 07 36.0,39.15,0.74,25.5428,-18.24,37.05,7.036,6.407,4.303658831969812,0.041049322861658855,4.370658831969812,0.041049322861658855,0.58,0.629
HIP 12186,16417,\N,5.78,39.24425358,-34.57734519,02 36 58.62,-34 34 38.4,39.16,0.64,25.5363,-18.27,-259.92,6.585,5.855,3.744213415655501,0.035491984052977266,3.8192134156555015,0.035491984052977266,0.653,0.73
HIP 9716,12786,\N,7.79,31.24714248,-15.67799402,02 04 59.31,-15 40 40.8,39.16,1.11,25.5363,20.23,-45.15,8.813,7.852,5.7542134156555,0.06156742125210002,5.816213415655501,0.06156742125210002,0.832,0.961
HIP 111170,213429,\N,6.15,337.82590786,-6.55488734,22 31 18.22,-06 33 17.6,39.18,1.83,25.5232,160.65,-108.63,6.834,6.22,4.115322158293589,0.10149790784016766,4.185322158293589,0.10149790784016766,0.565,0.614
HIP 93747,177724,\N,2.99,286.3525518,13.86370983,19 05 24.61,+13 51 49.4,39.18,0.72,25.5232,-7.04,-95.31,3.024,2.991,0.9553221582935888,0.039909039460718,0.956322158293588,0.039909039460718,0.014,0.033
HIP 32939,\N,\N,10.06,102.92760534,-43.88722884,06 51 42.63,-43 53 14.0,39.19,1.01,25.5167,55.68,-27.1,11.783,10.288,8.025876317390516,0.05597532256705584,8.253876317390514,0.05597532256705584,1.086,1.495
HIP 47645,\N,\N,10.92,145.70723284,-22.96429831,09 42 49.74,-22 57 51.5,39.19,53.37,25.5167,-64.06,35.9,11.56,10.732,8.885876317390515,\N,8.697876317390513,\N,0.746,0.828
HIP 98192,189087,\N,7.91,299.30561123,29.82344076,19 57 13.35,+29 49 24.4,39.24,0.97,25.4842,107.66,236.18,8.904,7.989,5.878644993539556,0.05368902719603019,5.957644993539557,0.05368902719603019,0.797,0.915
HIP 3170,3823,\N,5.89,10.10273354,-59.45568115,00 40 24.66,-59 27 20.5,39.26,0.56,25.4712,883.26,443.01,6.571,5.96,3.859751476319939,0.030975726681198523,3.92975147631994,0.030975726681198523,0.564,0.611
HIP 73362,\N,\N,10.17,224.88316855,-44.09407201,14 59 31.96,-44 05 38.7,39.27,1.5,25.4647,-266.42,-280.59,11.714,10.267,8.140304506352091,0.08298431656158023,8.23730450635209,0.08298431656157845,1.318,1.447
HIP 42418,73512,\N,7.9,129.75127025,6.95617207,08 39 00.30,+06 57 22.2,39.28,1.21,25.4582,-91.96,-293.89,9.068,8.024,5.8708573955745615,0.06691224988511602,5.99485739557456,0.06691224988511602,0.897,1.044
HIP 10925,14629,\N,8.67,35.17819775,-39.03366485,02 20 42.77,-39 02 01.2,39.3,1.07,25.4453,213.13,-26.87,10.003,8.79,6.641962751877134,0.059136128478215255,6.7619627518771335,0.059136128478215255,1.031,1.213
HIP 83363,153284,\N,8.74,255.56822858,-61.56811462,17 02 16.37,-61 34 05.2,39.32,1.33,25.4323,-46.08,-188.2,10.094,8.849,6.713067545800491,0.0734781409384162,6.822067545800491,0.0734781409384162,1.035,1.245
HIP 90979,\N,\N,10.03,278.37084801,-11.6354613,18 33 29.00,-11 38 07.7,39.34,1.76,25.4194,-285.75,-237.72,11.39,10.056,8.00417177791659,0.09721261527890634,8.030171777916589,0.09721261527890634,1.263,1.334
HIP 117946,224129,\N,8.77,358.8602775,22.19364366,23 55 26.47,+22 11 37.1,39.35,1.16,25.413,204.81,-148.28,10.149,8.903,6.744723683475417,0.06403146202567589,6.877723683475418,0.06403146202567589,1.02,1.246
HIP 75266,136834,\N,8.28,230.67816257,1.41951111,15 22 42.76,+01 25 10.2,39.35,1.37,25.413,-363.59,-363.87,9.572,8.372,6.254723683475417,0.07563202231925858,6.3467236834754175,0.07563202231925858,0.992,1.2
HIP 102226,197396,\N,8.26,310.70587871,20.84547031,20 42 49.41,+20 50 43.7,39.38,1.03,25.3936,-81.38,-352.2,9.404,8.37,6.236378559010497,0.05680870539412064,6.346378559010496,0.05680870539412064,0.889,1.034
HIP 110066,211369,\N,8.4,334.41352404,-48.65023722,22 17 39.25,-48 39 00.9,39.38,1.13,25.3936,204.23,-105.11,9.649,8.52,6.376378559010497,0.06232700923487933,6.4963785590104965,0.06232700923487933,0.961,1.129
HIP 105675,203413,\N,8.68,321.0635194,-58.69225955,21 24 15.24,-58 41 32.1,39.39,1.26,25.3872,-102.08,-19.58,10.044,8.791,6.656929904045709,0.06948436164104077,6.76792990404571,0.06948436164104077,1.063,1.253
HIP 34673,\N,\N,9.96,107.70776512,-14.43377333,07 10 49.86,-14 26 01.6,39.4,1.44,25.3807,-471.47,303.27,11.441,10.116,7.937481109127873,0.07939882414904442,8.093481109127872,0.07939882414904442,1.311,1.325
HIP 88771,165777,\N,3.71,271.8375861,9.56365345,18 07 21.02,+09 33 49.2,39.4,0.83,25.3807,-61.6,79.71,3.903,3.737,1.687481109127873,0.0457509842630488,1.7144811091278722,0.0457509842630488,0.159,0.166
HIP 118310,224660,\N,8.85,359.94925671,6.66456539,23 59 47.82,+06 39 52.4,39.43,1.36,25.3614,-60.87,-169.17,10.502,9.097,6.829133885366116,0.07492707125681841,7.076133885366116,0.07492707125681841,1.187,1.405
HIP 94650,180263,\N,8.06,288.89560006,11.55513788,19 15 34.94,+11 33 18.5,39.43,1.01,25.3614,183.98,-173.11,9.223,8.165,6.039133885366117,0.055634465983221304,6.144133885366116,0.055634465983221304,0.908,1.058
HIP 77908,142288,\N,9.2,238.6607435,-26.00442587,15 54 38.58,-26 00 15.9,39.45,8.88,25.3485,-229.3,98.98,10.86,9.344,7.180235037727195,0.49730339103197885,7.324235037727195,0.49730339103197885,1.234,1.516
HIP 39494,\N,\N,9.83,121.09423113,43.96171622,08 04 22.62,+43 57 42.2,39.46,1.58,25.3421,147.84,-15.31,11.59,10.012,7.810785404580862,0.08699345443131001,7.992785404580863,0.08699345443131001,1.27,1.578
HIP 57866,103072,\N,8.4,178.03466294,18.75591791,11 52 08.32,+18 45 21.3,39.48,1.58,25.3293,31.37,-300.54,9.522,8.504,6.381885719987996,0.08694933766625246,6.485885719987995,0.08694933766625246,0.86,1.018
HIP 116838,222474,\N,8.27,355.21377651,20.36573335,23 40 51.31,+20 21 56.6,39.51,1.85,25.31,222.98,59.83,9.753,8.465,6.253535148407233,0.10175053601310013,6.448535148407233,0.10175053601310013,1.113,1.288
HIP 74605,136064,\N,5.15,228.65834777,67.34767598,15 14 38.00,+67 20 51.6,39.51,0.47,25.31,221.51,-392.3,5.802,5.213,3.1335351484072334,0.02583245196860906,3.196535148407232,0.02583245196860906,0.55,0.589
HIP 117542,223515,\N,7.88,357.56157179,-29.40177067,23 50 14.78,-29 24 06.4,39.53,1.13,25.2972,185.01,17.68,8.934,7.94,5.864634071714855,0.062090374836222484,5.924634071714854,0.062090374836222484,0.839,0.994
HIP 114379,218738,\N,7.91,347.48847477,47.95834319,23 09 57.23,+47 57 30.0,39.56,7.67,25.2781,147.06,12.42,9.065,8.022,5.89628141462571,0.42640856583435216,6.00828141462571,0.42640856583435216,0.9,1.043
HIP 52470,92786,\N,8.02,160.89214187,48.21368383,10 43 34.11,+48 12 49.3,39.56,0.99,25.2781,-330.83,181.91,8.947,8.083,6.006281414625709,0.05435304920283279,6.06928141462571,0.05435304920283279,0.749,0.864
HIP 87773,\N,\N,10.16,268.95845088,33.42120836,17 55 50.03,+33 25 16.4,39.56,2.14,25.2781,10.19,-235.06,11.886,10.392,8.14628141462571,0.11758067952441653,8.37828141462571,0.11758067952441653,1.185,1.494
HIP 26501,37706,\N,7.33,84.53956879,-46.10490664,05 38 09.50,-46 06 17.7,39.59,0.94,25.2589,-126.9,-465.04,8.393,7.58,5.3179275087610245,0.051567763718373794,5.5679275087610245,0.051567763718373794,0.769,0.813
HIP 61099,108984,\N,7.91,187.82627565,20.21822902,12 31 18.31,+20 13 05.6,39.62,0.95,25.2398,-17.47,-169.6,9.014,8.014,5.8995723560126425,0.05207708907815123,6.003572356012642,0.05207708907815123,0.863,1.0
HIP 88945,166435,\N,6.84,272.33888844,29.95156418,18 09 21.33,+29 57 05.6,39.62,0.68,25.2398,71.12,60.54,7.596,6.911,4.829572356012642,0.03727274739274167,4.900572356012642,0.03727274739274167,0.633,0.685
HIP 66704,119124,\N,6.31,205.09728108,50.51927223,13 40 23.35,+50 31 09.4,39.64,0.71,25.227,-124.73,57.86,6.964,6.393,4.300668229066191,0.03889783834981797,4.383668229066191,0.03889783834981797,0.537,0.571
HIP 94981,181655,\N,6.29,289.9126806,37.33098454,19 19 39.04,+37 19 51.5,39.64,0.56,25.227,-62.18,-183.08,7.137,6.358,4.2806682290661895,0.030678745094337323,4.348668229066191,0.030678745094337323,0.676,0.779
HIP 32765,50223,\N,5.14,102.47757095,-46.61547007,06 49 54.62,-46 36 55.7,39.66,0.53,25.2143,-0.56,374.38,5.679,5.199,3.13176354934642,0.029020395728386994,3.1907635493464195,0.029020395728386994,0.46,0.48
HIP 36927,61214,\N,8.78,113.86227454,-52.44316453,07 35 26.95,-52 26 35.4,39.66,0.8,25.2143,-114.84,259.3,10.14,8.926,6.771763549346419,0.04380770542755563,6.91776354934642,0.04380770542755563,1.049,1.214
HIP 55052,\N,\N,10.35,169.02915001,-30.17838603,11 16 07.00,-30 10 42.2,39.68,2.2,25.2016,-306.59,86.67,11.919,10.465,8.342858317410705,0.12051772697766161,8.457858317410706,0.12051772697765983,1.226,1.454
HIP 83451,154712,\N,8.61,255.82945718,59.58477314,17 03 19.07,+59 35 05.2,39.71,1.57,25.1826,-356.87,241.17,9.977,8.732,6.604499435319415,0.0858974997729205,6.726499435319415,0.0858974997729205,1.019,1.245
HIP 28360,40183,\N,1.9,89.88237261,44.94743492,05 59 31.77,+44 56 50.8,39.72,0.78,25.1762,-56.41,-0.88,1.989,1.904,-0.1049538008832815,0.04264769007663949,-0.1009538008832819,0.04264769007663949,0.077,0.085
HIP 90864,171067,\N,7.2,278.0433192,13.73626659,18 32 10.40,+13 44 10.6,39.73,0.9,25.1699,112.72,122.93,8.049,7.27,5.195592825276814,0.04919857945090955,5.265592825276815,0.04919857945090955,0.692,0.779
HIP 95575,183255,\N,8.01,291.60655771,49.46357557,19 26 25.57,+49 27 48.9,39.73,1.03,25.1699,457.19,713.97,9.24,8.129,6.005592825276815,0.056308025788692984,6.124592825276815,0.056308025788692984,0.929,1.111
HIP 51254,90663,\N,8.53,157.0434532,6.73433015,10 28 10.43,+06 44 03.6,39.75,1.54,25.1572,25.93,326.61,9.698,8.628,6.526685664962446,0.08416961296573344,6.624685664962446,0.08416961296573344,0.92,1.07
HIP 24502,\N,\N,7.94,78.8483901,32.68475457,05 15 23.61,+32 41 05.1,39.77,22.4,25.1446,-12.5,13.16,8.349,7.917,5.937777954929902,1.3844526223026437,5.914777954929902,1.3844526223026437,0.41,0.432
HIP 12706,16970,\N,3.47,40.82551897,3.23617162,02 43 18.12,+03 14 10.2,39.78,0.95,25.1383,-146.43,-145.27,3.598,3.46,1.4683238939420864,0.05186754884987543,1.4583238939420866,0.05186754884987543,0.093,0.138
HIP 75798,\N,\N,10.53,232.28043419,-17.3818413,15 29 07.30,-17 22 54.6,39.78,2.0,25.1383,-216.71,22.67,11.995,10.691,8.528323893942085,0.10926620514618612,8.689323893942086,0.10926620514618612,1.423,1.304
HIP 76233,138763,\N,6.52,233.58692775,-5.69510689,15 34 20.86,-05 41 42.4,39.78,0.83,25.1383,-91.99,5.35,7.217,6.585,4.518323893942085,0.04531381870363438,4.583323893942087,0.04531381870363438,0.577,0.632
HIP 77268,329868,\N,10.63,236.63422693,-47.23252006,15 46 32.21,-47 13 57.1,39.78,2.62,25.1383,-403.32,-405.33,12.461,10.974,8.628323893942087,0.14322537817782077,8.972323893942086,0.14322537817782077,1.309,1.487
HIP 86742,161096,\N,2.76,265.86823714,4.56691684,17 43 28.38,+04 34 00.9,39.78,0.75,25.1383,-40.67,158.8,4.304,2.899,0.7583238939420855,0.04094513115111065,0.8973238939420858,0.04094513115111065,1.168,1.405
HIP 112245,215500,\N,7.5,341.02399013,64.57139372,22 44 05.76,+64 34 17.0,39.82,0.71,25.113,50.54,-297.83,8.381,7.587,5.500506278456955,0.03872196947390627,5.587506278456955,0.03872196947390627,0.719,0.794
HIP 17157,\N,\N,9.59,55.12209173,-47.92538868,03 40 29.30,-47 55 31.4,39.84,1.11,25.1004,97.86,98.88,11.251,9.758,7.591596648758306,0.0605160227758863,7.759596648758305,0.0605160227758863,1.267,1.493
HIP 65327,238224,\N,9.69,200.84648954,57.9061585,13 23 23.16,+57 54 22.2,39.84,1.44,25.1004,127.49,-4.82,11.245,9.851,7.691596648758305,0.07852116062906012,7.852596648758307,0.07852116062906012,1.262,1.394
HIP 83147,\N,\N,10.38,254.88826284,-26.26718398,16 59 33.18,-26 16 01.9,39.86,11.61,25.0878,120.12,-299.37,11.731,10.337,8.382686471822346,0.6513392902367805,8.339686471822343,0.6513392902367814,1.356,1.394
HIP 17207,\N,\N,9.61,55.29394467,3.61195407,03 41 10.55,+03 36 43.0,39.87,2.01,25.0815,-41.66,-236.97,11.617,9.839,7.613231178311972,0.10956515844756742,7.842231178311973,0.10956515844756742,1.36,1.778
HIP 106231,\N,\N,9.23,322.75678551,23.33573366,21 31 01.63,+23 20 08.6,39.91,1.18,25.0564,134.06,-144.83,10.571,9.351,7.235408638920116,0.06422161068947085,7.356408638920117,0.06422161068947085,1.05,1.22
HIP 35872,57901,\N,8.19,110.94589902,12.96575197,07 23 47.02,+12 57 56.7,39.91,1.14,25.0564,84.59,-425.58,9.445,8.288,6.195408638920116,0.0620434011206239,6.293408638920116,0.0620434011206239,0.959,1.157
HIP 21223,29086,\N,8.74,68.28897895,-36.94615167,04 33 09.35,-36 56 46.1,39.93,0.93,25.0438,-17.66,42.46,10.062,8.871,6.746496550971689,0.050584388174824024,6.877496550971689,0.050584388174824024,0.99,1.191
HIP 63121,112412,\N,5.61,194.00251587,38.31469771,12 56 00.60,+38 18 52.9,39.95,23.72,25.0313,-203.89,88.34,5.861,5.517,3.617583918250052,1.4840408250940254,3.524583918250052,1.4840408250940254,0.337,0.344
HIP 73252,\N,\N,10.2,224.56583584,59.58329977,14 58 15.80,+59 34 59.9,39.95,0.92,25.0313,-106.77,67.28,11.71,10.261,8.207583918250052,0.050015216075862234,8.268583918250052,0.050015216075862234,1.565,1.449
HIP 110774,\N,\N,9.52,336.6350724,63.87867078,22 26 32.42,+63 52 43.2,39.97,1.28,25.0188,195.22,208.45,11.163,9.673,7.528670741300524,0.06956305791174744,7.6816707413005245,0.06956305791174744,1.102,1.49
HIP 23941,33256,\N,5.11,77.18194475,-4.45624625,05 08 43.67,-04 27 22.5,39.99,0.7,25.0063,55.62,16.03,5.639,5.17,3.119757020667609,0.03801415260369767,3.1797570206676093,0.03801415260369767,0.455,0.469
HIP 32423,263175,\N,8.8,101.52236005,32.55543654,06 46 05.37,+32 33 19.6,40.02,1.22,24.9875,-454.45,98.94,10.063,8.899,6.811385421500964,0.06621732754317877,6.910385421500963,0.06621732754317877,0.964,1.164
HIP 67655,120559,\N,7.97,207.91996891,-57.43465194,13 51 40.79,-57 26 04.7,40.02,1.0,24.9875,-360.1,-412.65,8.758,8.032,5.981385421500964,0.05427097743462017,6.043385421500964,0.05427097743462017,0.663,0.726
HIP 60994,108799,\N,6.37,187.52054829,-13.39305238,12 30 04.93,-13 23 35.0,40.03,0.98,24.9813,-261.58,-54.16,7.09,6.459,4.381927950525525,0.0531718276854134,4.4709279505255255,0.0531718276854134,0.591,0.631
HIP 59774,106591,\N,3.32,183.85603795,57.03259792,12 15 25.45,+57 01 57.4,40.05,0.6,24.9688,103.56,7.81,3.421,3.314,1.3330126021012827,0.03253385596161973,1.3270126021012825,0.03253385596161973,0.077,0.107
HIP 63503,113139,\N,4.93,195.18160731,56.36633134,13 00 43.59,+56 21 58.8,40.06,0.6,24.9626,108.36,2.67,5.375,4.983,2.943554724787787,0.032525733464618956,2.996554724787788,0.032525733464618956,0.368,0.392
HIP 60866,108581,\N,9.24,187.13120324,-18.29685881,12 28 31.49,-18 17 48.7,40.09,1.23,24.9439,171.8,-176.56,10.773,9.386,7.25518028125261,0.06664379145954813,7.401180281252609,0.06664379145954813,1.218,1.387
HIP 24786,34721,\N,5.96,79.7093162,-18.13019946,05 18 50.24,-18 07 48.7,40.11,0.76,24.9314,385.0,61.32,6.651,6.023,3.9762633099082354,0.0411497525412754,4.039263309908234,0.0411497525412754,0.572,0.628
HIP 29067,\N,\N,9.75,91.98052613,67.97709065,06 07 55.33,+67 58 37.5,40.12,1.78,24.9252,-48.32,-112.31,11.391,9.89,7.766804621741903,0.09640478606062919,7.906804621741903,0.09640478606062919,1.25,1.501
HIP 92756,\N,\N,10.43,283.52696106,-54.3530351,18 54 06.47,-54 21 10.9,40.13,10.43,24.919,193.16,-52.91,11.605,10.231,8.447345798669193,0.5776265398927904,8.248345798669195,0.5776265398927904,1.27,1.374
HIP 94336,179957,\N,5.85,288.02173147,49.85423807,19 12 05.22,+49 51 15.3,40.16,0.83,24.9004,-205.02,624.33,7.294,6.569,3.868968520684816,0.04488492976688763,4.587968520684817,0.04488492976688763,0.666,0.725
HIP 84487,\N,\N,10.47,259.08395542,-12.17809864,17 16 20.15,-12 10 41.2,40.17,1.85,24.8942,142.77,-22.04,12.163,10.484,8.489509158658358,0.10007636915856732,8.503509158658357,0.10007636915856732,1.429,1.679
HIP 83454,\N,\N,10.34,255.83413265,59.58718409,17 03 20.19,+59 35 13.9,40.18,4.76,24.888,-365.3,253.01,12.038,10.193,8.36004966206115,0.25846127807263475,8.213049662061152,0.25846127807263564,1.369,1.845
HIP 65477,116842,\N,3.99,201.30589832,54.98799884,13 25 13.42,+54 59 16.8,40.19,0.57,24.8818,120.35,-16.94,4.225,4.023,2.0105900309601754,0.030799260329650746,2.043590030960175,0.030799260329650746,0.169,0.202
HIP 76603,139461,\N,6.45,234.66696618,-8.79142377,15 38 40.07,-08 47 29.1,40.19,3.62,24.8818,16.72,-27.28,7.053,6.532,4.470590030960175,0.196120732100328,4.552590030960175,0.196120732100328,0.505,0.521
HIP 73631,\N,\N,9.87,225.7659116,-46.29379766,15 03 03.82,-46 17 37.7,40.22,1.54,24.8633,-299.32,-9.08,11.578,9.927,7.892210331303616,0.08318506145810423,7.949210331303616,0.08318506145810423,1.188,1.651
HIP 87579,\N,\N,8.5,268.37492306,21.32515234,17 53 29.98,+21 19 30.5,40.22,1.04,24.8633,-71.5,57.34,9.725,8.611,6.522210331303617,0.05616197994603844,6.6332103313036175,0.05616197994603844,0.94,1.114
HIP 117559,\N,\N,9.35,357.6153715,30.35323272,23 50 27.69,+30 21 11.6,40.24,1.36,24.8509,253.66,9.0,10.999,9.518,7.373289860239355,0.07341768593126474,7.541289860239356,0.07341768593126474,1.226,1.481
HIP 1598,1562,\N,6.97,5.00213822,38.22806865,00 20 00.51,+38 13 41.0,40.25,0.81,24.8447,-140.89,-276.39,7.735,7.042,4.993829423519438,0.043705096913498664,5.065829423519437,0.043705096913498664,0.64,0.693
HIP 73100,132254,\N,5.63,224.09558479,49.62899937,14 56 22.94,+49 37 44.4,40.25,0.54,24.8447,110.79,-226.45,6.258,5.693,3.653829423519438,0.029134545633028974,3.716829423519437,0.029134545633028974,0.533,0.565
HIP 66587,\N,\N,10.73,204.74430485,-6.23635436,13 38 58.63,-06 14 10.9,40.27,2.1,24.8324,97.39,-183.67,12.629,11.065,8.75490814803716,0.11334076012972716,9.08990814803716,0.11334076012972716,1.419,1.564
HIP 62956,112185,\N,1.76,193.5068041,55.95984301,12 54 01.63,+55 57 35.4,40.3,0.62,24.8139,111.74,-8.99,1.813,1.764,-0.2134747692944518,0.033409903894953796,-0.2094747692944514,0.033409903894953796,-0.022,0.049
HIP 36827,60491,\N,8.16,113.6092288,-6.89657277,07 34 26.21,-06 53 47.7,40.32,1.26,24.8016,-83.68,-43.15,9.263,8.252,6.187602617187347,0.0678806151090372,6.279602617187347,0.0678806151090372,0.9,1.011
HIP 55507,\N,\N,9.8,170.52466408,46.90871853,11 22 05.92,+46 54 31.4,40.36,1.48,24.777,-197.52,-137.12,11.601,9.938,7.829755787824366,0.07966354901245198,7.967755787824366,0.07966354901245198,1.337,1.663
HIP 29548,\N,\N,9.67,93.39608065,63.39464091,06 13 35.06,+63 23 40.7,40.38,1.41,24.7647,170.41,-204.43,11.168,9.779,7.700831573038103,0.07585491337733918,7.809831573038103,0.07585491337733918,1.21,1.389
HIP 74975,136202,\N,5.04,229.82741626,1.76665611,15 19 18.58,+01 46 00.0,40.46,0.81,24.7158,373.24,-513.64,5.695,5.112,3.07512939217393,0.04347819305948297,3.147129392173931,0.04347819305948297,0.54,0.583
HIP 36635,\N,\N,10.84,113.00956625,68.62127385,07 32 02.30,+68 37 16.6,40.48,2.14,24.7036,-174.52,-117.3,12.283,10.935,8.876202519158715,0.11490334209034891,8.971202519158716,0.11490334209034803,1.494,1.348
HIP 12623,16739,\N,4.91,40.5622035,40.19438688,02 42 14.93,+40 11 39.8,40.52,1.25,24.6792,-16.84,-182.29,5.603,4.962,2.9483471834412143,0.06700893498675775,3.000347183441214,0.06700893498675775,0.582,0.641
HIP 15442,20619,\N,7.05,49.75727628,-2.84294728,03 19 01.75,-02 50 34.6,40.52,0.98,24.6792,251.54,-101.82,7.842,7.121,5.088347183441215,0.05252857933609789,5.159347183441215,0.05252857933609789,0.655,0.721
HIP 30256,\N,\N,10.76,95.47586513,-22.72401646,06 21 54.21,-22 43 26.5,40.52,9.15,24.6792,-633.29,279.48,12.379,11.171,8.798347183441214,0.498949103243695,9.209347183441214,0.4989491032436959,1.44,1.208
HIP 64690,113283,\N,7.11,198.8728529,-87.56030424,13 15 29.48,-87 33 37.1,40.52,0.56,24.6792,-221.35,-155.49,7.964,7.183,5.148347183441214,0.030012388428239056,5.221347183441214,0.030012388428239056,0.71,0.781
HIP 54155,96064,\N,7.64,166.17323941,-4.220837,11 04 41.58,-04 13 15.0,40.57,1.4,24.6488,-177.98,-104.13,8.501,7.534,5.681025038521631,0.07496349415905978,5.575025038521631,0.07496349415905978,0.77,0.967
HIP 57494,102392,\N,9.03,176.76648871,-11.82390048,11 47 03.96,-11 49 26.0,40.57,2.66,24.6488,-206.32,-60.74,10.605,9.18,7.07102503852163,0.1425786277680423,7.22102503852163,0.1425786277680423,1.126,1.425
HIP 37798,\N,\N,10.19,116.25476091,2.13787935,07 45 01.14,+02 08 16.4,40.58,2.18,24.6427,63.62,-203.77,11.893,10.228,8.231560213486635,0.11676618042302422,8.269560213486635,0.11676618042302422,1.349,1.665
HIP 57493,\N,\N,9.51,176.76434019,50.97206679,11 47 03.44,+50 58 19.4,40.61,1.52,24.6245,62.06,-108.62,11.189,9.682,7.553164947450185,0.08131447173650175,7.725164947450185,0.08131447173650175,1.252,1.507
HIP 51933,91889,\N,5.71,159.13426115,-12.22848702,10 36 32.22,-12 13 42.6,40.67,0.68,24.5881,268.49,-672.31,6.335,5.773,3.756370862022939,0.036310274387609365,3.8193708620229376,0.036310274387609365,0.528,0.562
