HIP, DR3, DR2, DR1, Plx, e_Plx, parallax, parallas_error, distance_parallax
106147,"Gaia DR3 6891134705556330880","Gaia DR2 6891134705556330880",\N,55.38,1.42,56.4265,0.0236000009,17.7222
38931,"Gaia DR3 3083867749248355456","Gaia DR2 3083867749248355456","Gaia DR1 3083867744950459392",57.26,1.45,56.6412,0.0253999997,17.655
92444,"Gaia DR3 4072260704719970944","Gaia DR2 4072260704719970944",\N,57.87,1.92,56.6602,0.0179999992,17.6491
1696,"Gaia DR3 4978671015158662528","Gaia DR2 4978671015158662528","Gaia DR1 4978671079582592512",55.68,2.02,56.848,0.0190999992,17.5908
9007,"Gaia DR3 4937200425857908992","Gaia DR2 4937200425855463936",\N,57.19,0.62,56.8508,0.1627999991,17.5899
63618,"Gaia DR3 6187271616797377152","Gaia DR2 6187271616797377152","Gaia DR1 6187271612501676160",56.87,1.11,56.9407,0.194600001,17.5621
17743,"Gaia DR3 3270590765246119168","Gaia DR2 3270590765246119168","Gaia DR1 3270590760948633472",57.59,2.56,56.987,0.0243999995,17.5479
84893,"Gaia DR3 4115142207982341504","Gaia DR2 4115142276696645632",\N,57.48,0.93,57.082,0.1851000041,17.5187
80644,"Gaia DR3 4439625337884136064","Gaia DR2 4439625337884136064","Gaia DR1 4439625333582465024",56.43,1.31,57.0866,0.0233999994,17.5172
34052,"Gaia DR3 5559266893257154176","Gaia DR2 5559266893257154176",\N,58.89,0.94,57.7938,0.3355000019,17.3029
45617,"Gaia DR3 695614900422221440",\N,\N,57.05,1.08,57.92,0.7599999905,17.2652
67960,\N,\N,"Gaia DR1 6176833914259261568",59.57,2.65,57.93,1.4800000191,17.2622
14669,"Gaia DR3 434690036555954304","Gaia DR2 434690036554889856",\N,64.83,4.26,58.1231,0.5900999904,17.2049
25716,"Gaia DR3 3390818582171734656","Gaia DR2 3390818582171734656","Gaia DR1 3390818577875037440",57.5,2.16,58.1993,0.0216000006,17.1823
11452,"Gaia DR3 2515752565074318720","Gaia DR2 2515752565074318720",\N,60.22,1.75,58.33,1.0800000429,17.1438
118212,"Gaia DR3 1927184643563033856","Gaia DR2 1927184643563033856",\N,57.62,2.82,58.4067,0.8984000087,17.1213
32560,"Gaia DR3 943770757800160384","Gaia DR2 943770757800160384",\N,64.91,3.37,58.5336,0.0436000004,17.0842
93858,"Gaia DR3 6718894388002453120","Gaia DR2 6718894388002453120",\N,58.24,0.91,58.986,0.0375999995,16.9532
118200,"Gaia DR3 2746709861572970624","Gaia DR2 2746709861572970624",\N,58.62,2.92,59.0942,0.2779999971,16.9221
94739,"Gaia DR3 6664255566408783872","Gaia DR2 6664255566408783872",\N,63.43,2.16,59.2783,0.6441000104,16.8696
65016,"Gaia DR3 1472718211053416320","Gaia DR2 1472718211053416320","Gaia DR1 1472718206757028480",57.52,2.3,59.3148,0.0186000001,16.8592
12351,"Gaia DR3 4726387007013852672","Gaia DR2 4726387007013852672",\N,60.51,1.3,59.37,1.2200000286,16.8435
32769,"Gaia DR3 1003351437484254464","Gaia DR2 1003351437484254464","Gaia DR1 1003351055230895744",60.96,1.3,59.3934,0.0248000007,16.8369
746,"Gaia DR3 423018377034969216",\N,\N,59.89,0.56,59.58,0.3799999952,16.7842
105932,"Gaia DR3 6898272528885931008","Gaia DR2 6898272524589700608",\N,61.57,2.61,59.6316,0.0328000002,16.7696
92311,"Gaia DR3 4511416609607124352","Gaia DR2 4511416609607124352","Gaia DR1 4511416605288965376",58.6,1.6,59.7779,0.0182000007,16.7286
101955,"Gaia DR3 1735416587180214528","Gaia DR2 1735416587178908544",\N,53.82,2.21,59.8,3.4200000763,16.7224
43510,"Gaia DR3 659951725379878272","Gaia DR2 659951725377466880",\N,55.46,3.5,59.8412,0.0306000002,16.7109
65143,"Gaia DR3 1472903753640492160","Gaia DR2 1472903753640492160","Gaia DR1 1472903749348431744",62.13,1.76,60.0294,0.0193000007,16.6585
41824,"Gaia DR3 662732046688476288","Gaia DR2 662732046688476288",\N,78.05,5.69,60.0602,0.0355999991,16.65
23147,"Gaia DR3 256487136159035136","Gaia DR2 256487136159035136","Gaia DR1 256487131862739072",60.48,1.56,60.1852,0.0197999999,16.6154
98906,"Gaia DR3 2185710338703934976","Gaia DR2 2185710338703934976",\N,63.23,6.44,60.2958,0.0265999995,16.5849
111571,"Gaia DR3 2653762573103102592","Gaia DR2 2653762573103102592","Gaia DR1 2653762573103102592",57.04,1.77,60.3836,0.0410000011,16.5608
80268,"Gaia DR3 6049221163063960320","Gaia DR2 6049221163063960320",\N,59.46,2.05,60.4043,0.0233999994,16.5551
8709,"Gaia DR3 356922880493142016","Gaia DR2 356922880493142016",\N,63.08,3.79,60.5643,0.0309999995,16.5114
38382,"Gaia DR3 3035507276491946368",\N,\N,59.98,0.95,60.59,0.5899999738,16.5044
114233,"Gaia DR3 2661803855688028800","Gaia DR2 2661803855688028800","Gaia DR1 2661803851392231680",63.85,2.04,60.6658,0.0215000007,16.4838
107705,"Gaia DR3 6371169987426204928","Gaia DR2 6371169987425471232",\N,62,2.43,60.7763,0.0688999966,16.4538
112447,"Gaia DR3 2719475542667772416","Gaia DR2 2719475542666622976",\N,61.54,0.77,60.9161,0.1738999933,16.416
71908,"Gaia DR3 5849837854861497856","Gaia DR2 5849837854817580672",\N,60.97,0.58,60.993,0.2259999961,16.3953
85667,"Gaia DR3 4373199682919943808",\N,\N,60.8,1.42,61.19,0.6800000072,16.3425
70536,"Gaia DR3 1254694882149817728","Gaia DR2 1254694882149817728",\N,63.35,1.81,61.2005,0.0194000006,16.3397
70529,"Gaia DR3 1254695603704323712","Gaia DR2 1254695603704323712",\N,59.54,1.73,61.2364,0.0197999999,16.3302
63833,"Gaia DR3 6080301367488384896","Gaia DR2 6080301367488384896",\N,63.66,1.34,61.3202,0.0200999994,16.3078
43948,"Gaia DR3 604756890202697728","Gaia DR2 604756890202697728",\N,60.99,3.45,61.3238,0.1049999967,16.3069
99438,"Gaia DR3 6749419923164242816","Gaia DR2 6749419923164242816",\N,65.06,3.85,61.6935,0.0322999991,16.2092
108752,"Gaia DR3 1775651840806925312","Gaia DR2 1775651840806925312",\N,60.94,2.14,61.79,2.2300000191,16.1838
65877,"Gaia DR3 3630035787972473600","Gaia DR2 3630035787972473600",\N,55.5,3.77,62.1485,0.0443999991,16.0905
44248,"Gaia DR3 816649002967779584","Gaia DR2 816649002967779584",\N,60.86,1.3,62.23,0.6800000072,16.0694
77349,"Gaia DR3 6268621389764361344","Gaia DR2 6268621389764361344",\N,64.16,2.49,62.5155,0.2773000002,15.996
85647,"Gaia DR3 5925209583053212800","Gaia DR2 5925209583053212800","Gaia DR1 5925209510013598336",61.98,1.81,62.5786,0.0303000007,15.9799
15366,"Gaia DR3 235383247412615936","Gaia DR2 235383247412615936",\N,57.75,2.19,62.6417,0.0241,15.9638
116003,"Gaia DR3 2391670474561181440","Gaia DR2 2391670474561181440","Gaia DR1 2391670474561181440",67.57,7.83,62.8679,0.0759000033,15.9064
109638,"Gaia DR3 2723557788822526720","Gaia DR2 2723557788822526720","Gaia DR1 2723557784528599936",71.97,4.34,62.8785,0.0222999994,15.9037
80093,"Gaia DR3 1380821338441693312","Gaia DR2 1380821338441693312","Gaia DR1 1380821334145812608",62.86,0.9,63.3405,0.0144999996,15.7877
82099,"Gaia DR3 4558856584955186432","Gaia DR2 4558856584955186432","Gaia DR1 4558856580658367360",60.34,3.39,63.3656,0.0211999994,15.7814
71284,"Gaia DR3 1284257623084916480","Gaia DR2 1284257623084916480",\N,64.66,0.72,63.4679,0.1172999963,15.756
34104,"Gaia DR3 3046530292874936448","Gaia DR2 3046530292874936448",\N,64.96,2.74,63.5507,0.5142999887,15.7355
48477,"Gaia DR3 3823307284773157248","Gaia DR2 3823307284773157248","Gaia DR1 3823307284773157248",63.81,1.84,63.6117,0.0737000033,15.7204
66765,"Gaia DR3 6164998500516764160","Gaia DR2 6164998500516764160","Gaia DR1 6164998496222020096",64.08,0.81,63.7263,0.0291000009,15.6921
56662,"Gaia DR3 4019458647338779648","Gaia DR2 4019458647338779648",\N,65.28,3.61,63.7329,0.0388999991,15.6905
52296,\N,"Gaia DR2 5443030196164951168",\N,61.3,2.42,63.9761,0.0544999987,15.6308
36349,"Gaia DR3 5605469402661155968","Gaia DR2 5605469398353836544",\N,64.24,2.68,64.1401,0.4729000032,15.5909
91128,"Gaia DR3 2118424350249708800","Gaia DR2 2118424350249708800",\N,64.61,1.03,64.2358,0.0120000001,15.5676
108159,"Gaia DR3 6561146458331160320","Gaia DR2 6561146458331160320","Gaia DR1 6561146454034124928",66.12,3.51,64.3881,0.0227000006,15.5308
95501,"Gaia DR3 4289041379340453376","Gaia DR2 4289041379334773888",\N,65.05,0.81,64.41,1,15.5255
42762,"Gaia DR3 598180646733241216","Gaia DR2 598180646733241216","Gaia DR1 598180642438136704",64.56,3.92,64.7054,0.0214000009,15.4547
42748,\N,\N,"Gaia DR1 598180814236806656",74.95,13.82,64.8,2.3499999046,15.4321
65520,"Gaia DR3 6188331614726318720","Gaia DR2 6188331614726318720","Gaia DR1 6188331610431110912",61.5,2.29,64.9887,0.0240000002,15.3873
4022,"Gaia DR3 2349206308999273984","Gaia DR2 2349206308999273984","Gaia DR1 2349206304704172544",65.81,1.44,65.0902,0.0247000009,15.3633
1295,"Gaia DR3 2797745549200763520","Gaia DR2 2797745549200763520",\N,49.91,21.56,65.1081,0.0412999988,15.3591
52596,"Gaia DR3 5454500168322239872","Gaia DR2 5454500168322239872","Gaia DR1 5454500164025682816",72.19,2.45,65.2656,0.0211999994,15.322
10812,"Gaia DR3 4966414930843912320","Gaia DR2 4966414930843373184","Gaia DR1 4966414926546926976",71.56,2.99,65.5851,0.0910999998,15.2474
19394,"Gaia DR3 4780294722094459904","Gaia DR2 4780294722094459904","Gaia DR1 4780294683438958976",66.82,2.01,66.0705,0.0172000006,15.1353
84521,"Gaia DR3 4395113396338721024","Gaia DR2 4395113392038461312","Gaia DR1 4395113392038461312",66.92,2.86,66.1343,0.0311999992,15.1207
66675,"Gaia DR3 3633926753464638592","Gaia DR2 3633926753464638592",\N,68.8,1.43,66.201,0.0249000005,15.1055
37288,"Gaia DR3 3135225421986581504","Gaia DR2 3135225421986581504","Gaia DR1 3135225417687835520",67.27,1.51,66.3374,0.0208000001,15.0745
5247,"Gaia DR3 523433578540463488","Gaia DR2 523433578540463488","Gaia DR1 523427904882251776",66.46,1.27,66.3666,0.0161000006,15.0678
104092,"Gaia DR3 1736838805468812160","Gaia DR2 1736838805468812160","Gaia DR1 1736838801172533120",67.38,1.35,66.4626,0.0225000009,15.0461
105199,"Gaia DR3 2193192137376175488",\N,\N,66.84,0.49,66.5,0.1099999994,15.0376
103655,"Gaia DR3 1873073175244118784","Gaia DR2 1873073175244118784",\N,66.21,2.54,66.5535,0.0722000003,15.0255
3937,\N,"Gaia DR2 2805045756653326080",\N,83.2,9.08,66.8084,0.1229000017,14.9682
49189,"Gaia DR3 823228721067307392","Gaia DR2 823228721066990720",\N,67.14,1.66,66.8448,0.023,14.96
86032,"Gaia DR3 4493746564376875520",\N,\N,69.84,0.88,67.13,1.0599999428,14.8965
108405,"Gaia DR3 6558208838138808576","Gaia DR2 6558208838138808576","Gaia DR1 6558208833842960384",61.63,2.67,67.2743,0.0205000006,14.8645
25647,"Gaia DR3 4660766641264343680","Gaia DR2 4660766641264343680","Gaia DR1 4660766258998862592",66.92,0.54,67.3331,0.4413999915,14.8515
114361,"Gaia DR3 6391176735363140480","Gaia DR2 6391176735363140480","Gaia DR1 6391176731067540096",66.36,0.95,67.3957,0.0197999999,14.8377
101516,"Gaia DR3 1831553382794173824","Gaia DR2 1831553382794173824",\N,67.65,2.32,67.4085,0.0366999991,14.8349
14445,"Gaia DR3 630505494719360","Gaia DR2 630505494719360","Gaia DR1 677436601666432",67.69,1.78,67.9335,0.0274,14.7203
101997,"Gaia DR3 6854626246593473792","Gaia DR2 6854626246593473792",\N,68.28,0.82,68.1557,0.0299999993,14.6723
102485,"Gaia DR3 6805455124526007424","Gaia DR2 6805455124524918400",\N,68.16,0.91,68.337,0.1823000014,14.6334
30630,"Gaia DR3 3372159045216183552","Gaia DR2 3372159045216183552","Gaia DR1 3372159040917375360",68.2,1.1,68.4142,0.0983000025,14.6168
35296,"Gaia DR3 5510446584122149120","Gaia DR2 5510446511101630208",\N,67.69,0.86,68.52,0.5600000024,14.5943
62145,"Gaia DR3 1568219729458240128","Gaia DR2 1568219729458240128",\N,66.4,0.78,68.9516,0.4864000082,14.5029
44722,"Gaia DR3 5743705394673617664","Gaia DR2 5743705394673617664","Gaia DR1 5743705394673617664",68.86,1.8,68.9762,0.0178999994,14.4978
67308,\N,\N,"Gaia DR1 6171492074455952128",61.07,2.93,69.01,1.3500000238,14.4907
103441,"Gaia DR3 1838855376946302720","Gaia DR2 1838855376946302720",\N,73.24,3.24,69.2976,0.0244999994,14.4305
102422,"Gaia DR3 2195115561168483712","Gaia DR2 2195115561163064960",\N,69.73,0.49,69.5976,0.1279000044,14.3683
36985,"Gaia DR3 3060788519149063680","Gaia DR2 3060788514846284032","Gaia DR1 3060788514846284032",69.85,1.53,70.2749,0.131099999,14.2298
42220,"Gaia DR3 1093918828739878528","Gaia DR2 1093918828739148672",\N,71.96,1.26,70.6195,0.2251999974,14.1604
86963,"Gaia DR3 4055584308787727488","Gaia DR2 4055584308787727488",\N,161.77,11.29,70.7335,0.1163000017,14.1376
61901,"Gaia DR3 3934198156329809152","Gaia DR2 3934198156329809152","Gaia DR1 3934198152034691584",69.94,1.1,70.8793,0.0265999995,14.1085
52190,\N,"Gaia DR2 5442691069843124992",\N,68.38,3.76,71.51,2.4800000191,13.9841
60910,"Gaia DR3 3902745286187581312","Gaia DR2 3902745286187581312",\N,73.77,3.67,72.2664,0.6963999867,13.8377
116727,"Gaia DR3 2281778105594488192","Gaia DR2 2281778105591104768",\N,72.5,0.52,72.5167,0.1469999999,13.7899
97241,"Gaia DR3 2034628782438989440","Gaia DR2 2034628782438989440","Gaia DR1 2034628778100458752",87.57,4.8,72.7,0.0140000004,13.7552
61094,"Gaia DR3 3902785006045478656","Gaia DR2 3902785109124370432",\N,74.58,1.48,72.8932,0.0288999993,13.7187
65011,"Gaia DR3 1473166433840438016","Gaia DR2 1473166433840438016","Gaia DR1 1473166429543995136",75.96,3.31,72.9733,0.3217000067,13.7036
52600,\N,"Gaia DR2 776067089642433664",\N,70.87,2.36,72.9871,0.2603000104,13.7011
76832,"Gaia DR3 1706907487621086464","Gaia DR2 1706907487620624000",\N,76.57,2.27,73.2573,0.3007999957,13.6505
16711,"Gaia DR3 4833654227548585856","Gaia DR2 4833654227548585856","Gaia DR1 4833654223252552192",74.86,0.83,73.5199,0.0164000001,13.6018
98036,"Gaia DR3 4296708789290712064","Gaia DR2 4296708789289486080",\N,72.95,0.83,73.5249,0.1414999962,13.6008
79537,"Gaia DR3 5835113573101867520","Gaia DR2 5835113573101867520","Gaia DR1 5835113603092103424",72.75,0.82,73.5482,0.0184000004,13.5965
46853,"Gaia DR3 1018776176872261248","Gaia DR2 1018776176871826048",\N,74.15,0.74,73.8284,0.2046000063,13.5449
8070,"Gaia DR3 512129087182637696","Gaia DR2 512129087182637696",\N,74.45,1.11,73.9769,0.0183000006,13.5177
27188,"Gaia DR3 283569928616960768","Gaia DR2 283569928616960768","Gaia DR1 283569924319916416",73.04,1.11,74.1187,0.0179999992,13.4919
110443,"Gaia DR3 6508401923473282432","Gaia DR2 6508401923473282432","Gaia DR1 6508401850458365056",74.75,1.32,76.1595,0.0197000001,13.1303
91438,"Gaia DR3 4079684229322231040","Gaia DR2 4079684229322231040",\N,77.02,0.85,76.7405,0.0494000018,13.0309
27887,"Gaia DR3 4758877919212831104","Gaia DR2 4758877919212831104",\N,77.95,0.53,77.3261,0.0170000009,12.9322
25623,"Gaia DR3 3210731015768096000","Gaia DR2 3210731015767419520","Gaia DR1 3210731011470628608",77.03,0.91,77.3499,0.0197999999,12.9283
80300,"Gaia DR3 6018034958869558912","Gaia DR2 6018034958869558912",\N,78.04,2.4,77.4545,0.0432999991,12.9108
10395,"Gaia DR3 4971496564348436352","Gaia DR2 4971496564348094336",\N,80.79,2.81,78.1168,0.0329999998,12.8013
56998,"Gaia DR3 5378886891123024512","Gaia DR2 5378886891122066560","Gaia DR1 5378886886821510912",79.91,0.92,78.2268,0.0182000007,12.7833
16134,"Gaia DR3 5101578445000656128","Gaia DR2 5101578445000656128",\N,79.26,2.25,80.04,0.9900000095,12.4938
77952,"Gaia DR3 5826168461855385472","Gaia DR2 5826168461827543168",\N,81.24,0.62,80.4854,0.2187000066,12.4246
22627,"Gaia DR3 3288082758293022848","Gaia DR2 3288082758293022848","Gaia DR1 3288082753998763904",82.52,3.99,80.5623,0.0236000009,12.4128
171,"Gaia DR3 2853900872207888768","Gaia DR2 2853900872207150720",\N,80.63,3.03,81.179,0.449000001,12.3185
84790,"Gaia DR3 1348028919540189056","Gaia DR2 1348028919539503872","Gaia DR1 1348028915244282112",80.98,1.77,81.7394,0.0282000005,12.234
55691,"Gaia DR3 5334356223546961536","Gaia DR2 5334356223546961536",\N,77.58,1.82,82.5253,1.5119999647,12.1175
77257,"Gaia DR3 4430238051199001216","Gaia DR2 4430238051199001216",\N,85.08,0.8,83.9214,0.1500999928,11.9159
107556,"Gaia DR3 6838311796136238976",\N,\N,84.58,0.88,84.27,0.1899999976,11.8666
47650,"Gaia DR3 1071195187567668480","Gaia DR2 1071195187567668480","Gaia DR1 1071195183271656320",86.69,2.24,84.2983,0.0182000007,11.8626
36834,"Gaia DR3 1088813933689615872","Gaia DR2 1088813933689615872","Gaia DR1 1088813929393877888",87.01,2.17,84.7001,0.0166999996,11.8064
4569,"Gaia DR3 5032683355641241472","Gaia DR2 5032683355641241472",\N,76.32,2.88,84.979,0.461499989,11.7676
23708,"Gaia DR3 4763897739549071744","Gaia DR2 4763897739549071744","Gaia DR1 4763897735255373184",86.76,0.89,85.5301,0.0149999997,11.6918
49969,"Gaia DR3 3828751074215823872","Gaia DR2 3828751074215823872",\N,81.23,2.37,86.6489,0.701399982,11.5408
63510,"Gaia DR3 3737308025029348608","Gaia DR2 3737308025028857600",\N,87.5,1.51,86.901,0.1169999987,11.5073
75187,"Gaia DR3 1214160733157163008","Gaia DR2 1214160733157163008","Gaia DR1 1214160728861204224",87.79,1.93,87.3251,0.0214000009,11.4515
116745,"Gaia DR3 6380214844952702848","Gaia DR2 6380214844952702848",\N,87.72,0.64,87.3724,0.0186999999,11.4453
26335,"Gaia DR3 3339921875389105152","Gaia DR2 3339921875389105152","Gaia DR1 3339921875389105152",87.9,1.29,87.5297,0.0241999999,11.4247
29052,"Gaia DR3 2911981886751531648","Gaia DR2 2911981886751531648","Gaia DR1 2911981882453266176",87.64,2.61,87.702,0.0186999999,11.4022
67927,"Gaia DR3 1244946371540479616","Gaia DR2 1244946371540223872",\N,88.17,0.75,87.75,1.2400000095,11.396
72896,\N,"Gaia DR2 1266092694561970432",\N,97.83,5.99,87.935,0.1779000014,11.372
473,\N,\N,"Gaia DR1 386653743629274880",85.1,2.74,88.44,1.5599999428,11.3071
48331,"Gaia DR3 5412947081295024896","Gaia DR2 5412947081287925504","Gaia DR1 5412947076991921280",89.67,0.82,88.6737,0.0173000004,11.2773
21556,"Gaia DR3 3184351876391975808","Gaia DR2 3184351876391975808","Gaia DR1 3184351872093838592",90.23,1.81,89.1897,0.0198999997,11.2121
8768,"Gaia DR3 5134635708766250752","Gaia DR2 5134635708766250752","Gaia DR1 5134635704470855936",90.17,1.37,90.4171,0.0212999992,11.0599
57050,"Gaia DR3 772430527947893632","Gaia DR2 772430527947893632","Gaia DR1 772430901610348032",90.66,3.03,90.6896,0.0258000009,11.0266
86400,"Gaia DR3 4377160604838377600","Gaia DR2 4377160604838377600",\N,93.36,1.25,90.91,0.6700000167,10.9999
82257,"Gaia DR3 1431783457574556672","Gaia DR2 1431783457574556672","Gaia DR1 1431783457574556672",91.13,2.33,91.34,0.0219999999,10.9481
33142,"Gaia DR3 1003752587430126464","Gaia DR2 1003752587429472768",\N,94.02,2.18,91.6112,0.503099978,10.9157
29316,"Gaia DR3 3329959136109041536","Gaia DR2 3329959337967090048",\N,92.77,4.56,91.65,3.5,10.9111
10644,"Gaia DR3 326173044957518080","Gaia DR2 326173044957518080",\N,92.2,0.84,91.6504,0.4271000028,10.911
48659,"Gaia DR3 5657274198660921472","Gaia DR2 5657274194366761088","Gaia DR1 5657274194364599552",87.26,3.1,91.7371,0.0388999991,10.9007
70975,"Gaia DR3 6324308389531786112","Gaia DR2 6324308389531786112",\N,89.76,3.47,91.8962,0.0359000005,10.8818
115332,"Gaia DR3 2817999068780218368","Gaia DR2 2817999068780218368",\N,93.5,3.58,94.3667,0.0286999997,10.597
95071,"Gaia DR3 4201781696994073472","Gaia DR2 4201781696994073472","Gaia DR1 4201781727042370176",89.08,7.16,95.1758,0.0292000007,10.5069
14754,"Gaia DR3 4646535078125821568","Gaia DR2 4646535078125821568",\N,98.5,1.46,96.1834,0.0288999993,10.3968
83043,"Gaia DR3 4572835535272627712","Gaia DR2 4572835535272064768","Gaia DR1 4572835737133711744",96.9,1.48,96.2333,0.0243999995,10.3914
25578,"Gaia DR3 3338097377577012480","Gaia DR2 3338097377577012480",\N,115.04,5.22,97.8868,0.0287999995,10.2159
62556,\N,"Gaia DR2 1677568527365572224",\N,98.14,1.67,97.91,1.8300000429,10.2135
84123,\N,"Gaia DR2 4367834169251323136",\N,92.58,5.11,98.19,12.0900001526,10.1843
46706,\N,"Gaia DR2 5690031948585514496",\N,94.95,4.31,99.88,3.5999999046,10.012
102409,"Gaia DR3 6794047652729201024","Gaia DR2 6794047652729201024",\N,100.59,1.35,102.9432,0.0230999999,9.7141
76901,"Gaia DR3 6254033894121581952","Gaia DR2 6254033894120917760",\N,121.86,43.95,103.1798,0.3158999979,9.6918
21932,"Gaia DR3 3409711211681795584","Gaia DR2 3409711211681795584","Gaia DR1 3409711211297795584",106.16,2.51,105.4275,0.0209999997,9.4852
94349,"Gaia DR3 4268226078065241600","Gaia DR2 4268226078065241600",\N,98.56,2.66,106.2794,1.0634000301,9.4092
9724,"Gaia DR3 5138510181584617856","Gaia DR2 5138510181584617856",\N,105.94,2.04,107.2972,0.2307000011,9.3199
15457,"Gaia DR3 3269362645115584640","Gaia DR2 3269362645115584640",\N,109.18,0.78,107.8023,0.183799997,9.2762
23512,"Gaia DR3 2976850598890749824","Gaia DR2 2976850598890038784","Gaia DR1 2976850697671077376",107.86,2.95,108.2732,0.0397999994,9.2359
23932,"Gaia DR3 2976507997939000064","Gaia DR2 2976507997939000064","Gaia DR1 2976508062359392512",107.3,2,108.3254,0.0975999981,9.2314
66906,"Gaia DR3 1470462322431834880","Gaia DR2 1470462322431520384",\N,109.89,3.18,108.7903,0.0439999998,9.192
108706,"Gaia DR3 1893189736896880640","Gaia DR2 1893189736896880640",\N,111.57,3.19,109.8548,0.0259000007,9.1029
65026,"Gaia DR3 1552921051659352960","Gaia DR2 1552921051659352960",\N,96.41,2.02,109.9837,0.8292000294,9.0923
17378,"Gaia DR3 5164120762333028736","Gaia DR2 5164120762332790528",\N,110.58,0.88,110.0254,0.1943999976,9.0888
38956,"Gaia DR3 922225002820369152","Gaia DR2 922225002820369152",\N,122.53,11.52,112.9927,0.0259000007,8.8501
31292,"Gaia DR3 5260759175761502976","Gaia DR2 5260759175761502976",\N,119.54,13.42,113.1318,0.0175999999,8.8392
64924,"Gaia DR3 3507879565090229888","Gaia DR2 3507879565090229888",\N,117.3,0.71,117.1726,0.145600006,8.5344
23452,\N,"Gaia DR2 2974726131970829952",\N,117.38,1.81,119.3399,0.1538999975,8.3794
86974,"Gaia DR3 4594497769766809216","Gaia DR2 4594497769763697792",\N,119.05,0.62,119.9248,0.1543000042,8.3386
5496,"Gaia DR3 4704272495284592512","Gaia DR2 4704272495284592512",\N,122.86,7.53,121.4487,1.192999959,8.2339
89937,"Gaia DR3 2266693630693936512","Gaia DR2 2266693630693473024",\N,124.11,0.48,124.11,0.8700000048,8.0574
80346,"Gaia DR3 1411178510887026048","Gaia DR2 1411178510887026048",\N,124.34,1.16,127.4785,0.4817999899,7.8445
85295,"Gaia DR3 4375233191015944192","Gaia DR2 4375233191015944192","Gaia DR1 4375233191015944192",129.54,0.95,129.6459,0.0175000001,7.7133
5336,"Gaia DR3 411413822074322432","Gaia DR2 411413822074322432",\N,132.4,0.6,130.2881,0.434799999,7.6753
83945,"Gaia DR3 1355264565043431040","Gaia DR2 1355264565043431040",\N,137.84,8.95,131.5996,0.4284999967,7.5988
2021,"Gaia DR3 4683897617110115200","Gaia DR2 4683897617108299136",\N,133.78,0.51,134.07,0.1099999994,7.4588
106255,"Gaia DR3 6894054664842632448","Gaia DR2 6894054664842632448",\N,124.82,28.85,134.0831,1.1124999523,7.4581
12114,"Gaia DR3 19316224572460416","Gaia DR2 19316224572460416",\N,138.72,1.04,138.34,0.3176999986,7.2286
84709,"Gaia DR3 5975663422846187008",\N,\N,143.45,17.12,146.29,9.029999733,6.8357
106106,"Gaia DR3 1784473016438653056","Gaia DR2 1784473016438653056",\N,148.29,1.85,147.4958,0.0256999992,6.7799
114622,"Gaia DR3 2009481748875806976","Gaia DR2 2009481748875806976",\N,153.24,0.65,152.864,0.0494000018,6.5418
120005,"Gaia DR3 1022456104850892928","Gaia DR2 1022456104850892928","Gaia DR1 1022456100555749632",159.48,6.61,157.8825,0.0210999995,6.3338
82817,"Gaia DR3 4339465085630200960","Gaia DR2 4339465085630200960",\N,174.23,3.9,161.41,5.6399998665,6.1954
34603,"Gaia DR3 946632924007399936","Gaia DR2 946632924006923776",\N,157.24,3.32,165.2147,0.0636000037,6.0527
99461,"Gaia DR3 6697578465310949376","Gaia DR2 6697578465310949376",\N,165.24,0.9,166.3272,0.1064999998,6.0122
84140,\N,"Gaia DR2 1364668825433454848",\N,158.17,3.26,167.29,5.0199999809,5.9776
73182,\N,"Gaia DR2 6232511675556408320",\N,133.63,33.56,168.77,21.5400009155,5.9252
29295,"Gaia DR3 2940856402123426176","Gaia DR2 2940856402123426176","Gaia DR1 2940856397828565760",173.19,1.12,173.574,0.0170000009,5.7612
25878,"Gaia DR3 3209938366665770752","Gaia DR2 3209938366665770752","Gaia DR1 3209938366665770752",175.72,1.2,175.3131,0.0204000007,5.7041
21088,"Gaia DR3 470826482637310080","Gaia DR2 470826482635704064",\N,181.36,3.67,181.2438,0.0498999991,5.5174
112460,"Gaia DR3 1934263333784036736","Gaia DR2 1934263333784036736",\N,198.07,2.05,197.9573,0.0219999999,5.0516
19849,"Gaia DR3 3195919528989223040","Gaia DR2 3195919528988725120",\N,198.24,0.84,199.608,0.1208000034,5.0098
1242,"Gaia DR3 2368293487261055488","Gaia DR2 2368293487260807040",\N,191.86,17.24,200.53,9.4099998474,4.9868
57367,"Gaia DR3 5332606522595645952","Gaia DR2 5332606522595645952","Gaia DR1 5332606518269523072",216.4,2.11,215.6753,0.0181000009,4.6366
3829,"Gaia DR3 2552928187080872832","Gaia DR2 2552928187080872832",\N,226.95,5.35,231.78,0.0183000006,4.3144
80824,"Gaia DR3 4330690742322011520","Gaia DR2 4330690742322011520","Gaia DR1 4330690909825212928",234.51,1.82,232.139,0.0267999992,4.3078
30920,\N,"Gaia DR2 3117120863523946368",\N,242.89,2.64,242.9659,0.8833000064,4.1158
105090,"Gaia DR3 6583272171336048640","Gaia DR2 6583272171335359360",\N,253.37,1.13,251.9124,0.0351999998,3.9696
5643,"Gaia DR3 2358524597030794112","Gaia DR2 2358524597030794112",\N,269.05,7.57,269.0573,0.0337000005,3.7167
