HIP, DR3, DR2, DR1, Plx, e_Plx, parallax, parallas_error, distance_parallax
89348,"Gaia DR3 2161275788716592256","Gaia DR2 2161275788716592256",\N,42.56,0.45,43.1837,0.0939999968,23.1569
73241,"Gaia DR3 5901924435035073152","Gaia DR2 5901924435035073152","Gaia DR1 5901924430717349632",40.79,0.86,43.1904,0.1371999979,23.1533
10542,\N,\N,"Gaia DR1 5143341362663177216",44.96,1.69,43.2,1.3200000525,23.1481
84212,"Gaia DR3 4364702279101280256","Gaia DR2 4364702279101280256",\N,47.05,3.27,43.2586,0.3562000096,23.1168
15099,"Gaia DR3 14163878724940672","Gaia DR2 14163878724940672","Gaia DR1 14163874429353728",44.96,1.09,43.2649,0.0252,23.1134
3813,"Gaia DR3 4926529081393983104","Gaia DR2 4926529081393983104","Gaia DR1 4926529077097016192",46.32,2.06,43.2683,0.0144999996,23.1116
81520,"Gaia DR3 5927236979422123264","Gaia DR2 5927236979422123264","Gaia DR1 5927236975095622656",46.13,0.91,43.2721,0.0222999994,23.1096
11852,"Gaia DR3 4644127147661088256","Gaia DR2 4644127147661088256","Gaia DR1 4644127143365405184",44.31,0.8,43.3064,0.0133999996,23.0913
46417,"Gaia DR3 1144584084028819072","Gaia DR2 1144584084028819072","Gaia DR1 1144584457689559296",43.54,1.05,43.3068,0.0160000008,23.0911
105905,"Gaia DR3 6460163255986109056","Gaia DR2 6460163255986109056","Gaia DR1 6460163251690092416",43.12,1.17,43.3617,0.0183000006,23.0618
59000,"Gaia DR3 3518916943846357376","Gaia DR2 3518916943846357376","Gaia DR1 3518916939550517248",44.41,1.51,43.3654,0.0917999968,23.0599
54922,\N,\N,"Gaia DR1 3538007416345998592",44.12,1.66,43.39,1.2000000477,23.0468
84379,"Gaia DR3 4573412435280434560","Gaia DR2 4573412435276520320",\N,41.55,0.65,43.41,0.150000006,23.0362
51502,"Gaia DR3 1146337324038514176","Gaia DR2 1146337324038514176",\N,46.54,0.55,43.4367,0.5982999802,23.022
111449,"Gaia DR3 6628926642897745664","Gaia DR2 6628926642897745664",\N,43.97,0.75,43.4396,0.0828000009,23.0205
3008,"Gaia DR3 416135846558362112","Gaia DR2 416135846558362112","Gaia DR1 416135842258661248",43.4,1.94,43.4445,0.0164999999,23.0179
61722,"Gaia DR3 1542896911520969600",\N,"Gaia DR1 1542896907225026048",39.08,4.64,43.5216,0.0450000018,22.9771
56199,"Gaia DR3 863776987616459392","Gaia DR2 863776987616459392","Gaia DR1 863776987616459392",42.74,1.3,43.5261,0.0137,22.9747
54966,"Gaia DR3 3558078971047964800","Gaia DR2 3558078971047964800",\N,48.47,15.62,43.6578,0.0154999997,22.9054
14954,"Gaia DR3 3265335443260522112","Gaia DR2 3265335443260522112",\N,44.69,0.75,43.7027,0.1324999928,22.8819
90265,"Gaia DR3 4536614495522394112","Gaia DR2 4536614495522394112","Gaia DR1 4536614491219597440",45.91,1.83,43.7265,0.0120000001,22.8694
66249,"Gaia DR3 3662636823132300032","Gaia DR2 3662636823132020480",\N,44.55,0.9,43.7467,0.3330000043,22.8589
1386,"Gaia DR3 2860379125997924480","Gaia DR2 2860379125997924480","Gaia DR1 2860379121703334912",42.65,2.77,43.7733,0.0204000007,22.845
1608,"Gaia DR3 2367938722962185088","Gaia DR2 2367938722962185088",\N,39.31,3.03,43.7865,0.0178999994,22.8381
59748,"Gaia DR3 1545795533411708032","Gaia DR2 1545795529110395136","Gaia DR1 1545795529110395136",43.25,2,43.7974,0.0922000036,22.8324
86282,"Gaia DR3 4557198933740208768","Gaia DR2 4557198933740208768","Gaia DR1 4557198929439005568",45.17,4.41,43.8639,0.0146000003,22.7978
77070,"Gaia DR3 4429785739602747392","Gaia DR2 4429785739601541504",\N,44.54,0.71,43.945,0.467599988,22.7557
114996,"Gaia DR3 6492406743706907776","Gaia DR2 6492406709348385280",\N,45.4,0.61,44.0808,0.5332000256,22.6856
66193,"Gaia DR3 1469230212276302080","Gaia DR2 1469230212276302080","Gaia DR1 1469230212276302080",43.66,1.2,44.0921,0.0190999992,22.6798
80817,"Gaia DR3 4325701192912743424","Gaia DR2 4325701192912743424",\N,45.35,5.06,44.1607,0.1585000008,22.6446
5663,"Gaia DR3 5040737312674978816","Gaia DR2 5040737312674978816","Gaia DR1 5040737308379430144",45.4,1.55,44.1914,0.0176999997,22.6288
79551,"Gaia DR3 1322906861255829376","Gaia DR2 1322906861255829376",\N,43.82,5.69,44.2674,0.1586000025,22.59
47201,"Gaia DR3 641154096631794432","Gaia DR2 641154096631794432","Gaia DR1 641154092336907776",45.51,1.49,44.3085,0.0168999992,22.569
107968,"Gaia DR3 2693940725141960192","Gaia DR2 2693940725141960192",\N,39.84,4.47,44.3255,0.0428000018,22.5604
69962,"Gaia DR3 3639984066101401344","Gaia DR2 3639984066101401344",\N,46.46,1.73,44.3763,0.7670000196,22.5346
70950,"Gaia DR3 1480314599451475712","Gaia DR2 1480314599451475712","Gaia DR1 1480314595154625920",45.46,1.03,44.4383,0.1111999974,22.5031
4849,"Gaia DR3 2552288133874677760","Gaia DR2 2552288133874677760",\N,46.61,1.61,44.4596,0.1284999996,22.4923
13772,"Gaia DR3 5076269164798851712",\N,\N,44.49,2.55,44.51,2.0899999142,22.4669
6365,"Gaia DR3 4933912198895807104","Gaia DR2 4933912198893332224","Gaia DR1 4933912194598735616",42.73,3.53,44.5348,0.0266999993,22.4544
26844,"Gaia DR3 3347826784173590656","Gaia DR2 3347826784173590656",\N,46.51,2.35,44.5629,0.0200999994,22.4402
82333,"Gaia DR3 1352483797057853440","Gaia DR2 1352483797057853440","Gaia DR1 1352483792761352064",44.16,1.15,44.6995,0.0098000001,22.3716
59750,"Gaia DR3 3581001280225616128","Gaia DR2 3581001280225616128",\N,44.34,1.01,44.74,0.8100000024,22.3514
27288,"Gaia DR3 2996171698248699904","Gaia DR2 2996171698248345984",\N,46.47,0.68,44.794,0.2466000021,22.3244
49526,"Gaia DR3 806893276814027008","Gaia DR2 806893276814027008","Gaia DR1 806893272516904448",45.04,2.56,44.8795,0.0485999994,22.2819
50384,"Gaia DR3 725398123501434496","Gaia DR2 725398123501434496",\N,44.01,0.75,44.9008,0.0698999986,22.2713
5215,"Gaia DR3 2783324526489670144","Gaia DR2 2783324526489429504",\N,45.24,2.56,44.9835,0.0410999991,22.2304
110980,"Gaia DR3 2702655587447223168","Gaia DR2 2702655587447223168","Gaia DR1 2702655587447223168",45.69,1.92,45.0254,0.0243999995,22.2097
84652,"Gaia DR3 4367318326501438976","Gaia DR2 4367318326501438976",\N,48.26,1.99,45.0299,0.1907999963,22.2075
15973,"Gaia DR3 4847829165813317504","Gaia DR2 4847829165813317504","Gaia DR1 4847829161517532288",40.18,1.9,45.0929,0.0861999989,22.1764
96121,"Gaia DR3 4287473578816247936","Gaia DR2 4287473578816247936","Gaia DR1 4287473643220887168",43.86,1.92,45.1424,0.0193000007,22.1521
33560,"Gaia DR3 2949560479775040256","Gaia DR2 2949560475474885760",\N,44.83,2.28,45.1477,0.0873000026,22.1495
44263,"Gaia DR3 583257319006770176","Gaia DR2 583257319006770176","Gaia DR1 583257314711142656",40.77,6.57,45.1497,0.0375000015,22.1485
33805,"Gaia DR3 1002898644851988352","Gaia DR2 1002898644851988352","Gaia DR1 1002898640556047872",43.88,2.21,45.2441,0.0164999999,22.1023
59378,"Gaia DR3 1536232908980349952","Gaia DR2 1536232908980349952","Gaia DR1 1536232904684913408",47.05,1.88,45.2827,0.0148,22.0835
69701,"Gaia DR3 3640828731549972480","Gaia DR2 3640828731549668608",\N,46.74,0.87,45.4014,0.28580001,22.0258
78734,"Gaia DR3 6036117973770712448","Gaia DR2 6036117973770712448",\N,43,1.95,45.4054,0.5332999825,22.0238
67105,"Gaia DR3 3725115471868587904","Gaia DR2 3725115471868587904","Gaia DR1 3725115467573236992",47.63,1.16,45.4298,0.0299999993,22.012
15360,"Gaia DR3 5058175086056319616","Gaia DR2 5058175086056319616","Gaia DR1 5058175081759732864",42.72,2.53,45.4521,0.0148999998,22.0012
88348,"Gaia DR3 4582680493669880704","Gaia DR2 4582680493669880704","Gaia DR1 4582680558091221760",45.61,0.71,45.4954,0.0166999996,21.9802
85126,"Gaia DR3 5979367986779538432","Gaia DR2 5979367986779538432",\N,42.5,4.11,45.4993,0.0172000006,21.9784
67808,"Gaia DR3 3728535399707693696","Gaia DR2 3728535399707693696",\N,47.95,1.77,45.6154,0.1697999984,21.9224
108467,"Gaia DR3 2280191304155597184","Gaia DR2 2280191304155597184","Gaia DR1 2280191265498726656",47.95,1.08,45.6642,0.0099999998,21.899
31711,"Gaia DR3 5479778765278589568","Gaia DR2 5479778765278589568",\N,46.15,0.64,45.7052,0.4449000061,21.8793
86722,"Gaia DR3 4556066746008265344","Gaia DR2 4556066746008265344",\N,42.45,0.98,45.7443,0.4304000139,21.8606
15439,"Gaia DR3 5046897017332803584","Gaia DR2 5046897017332803584",\N,48.81,2.61,45.8737,0.1706999987,21.799
88976,"Gaia DR3 4591351448523805312","Gaia DR2 4591351448523805312","Gaia DR1 4591351444224868608",43.68,7.73,45.8818,0.0126999998,21.7951
12444,"Gaia DR3 5173902189571919872","Gaia DR2 5173902189571919872",\N,46.42,0.82,45.916,0.1536999941,21.7789
102207,"Gaia DR3 6857939315643803776","Gaia DR2 6857939315643803776",\N,47.39,4.04,45.933,0.0428000018,21.7708
1768,\N,"Gaia DR2 2323302296085774464",\N,44.57,7.12,45.9535,0.3434999883,21.7611
687,"Gaia DR3 2772804845911842944","Gaia DR2 2772804845911842944","Gaia DR1 2772804841615919616",45.64,1.92,45.9905,0.0205000006,21.7436
6290,"Gaia DR3 413391568618906880","Gaia DR2 413391568618906880",\N,52.71,5.18,46.0083,0.0142999999,21.7352
102264,"Gaia DR3 6795261758382370560","Gaia DR2 6795261758382370560","Gaia DR1 6795261754085868928",44.57,0.87,46.0511,0.2289000005,21.715
63742,"Gaia DR3 3677911582262521728","Gaia DR2 3677911582262521728",\N,45.2,1.27,46.1,0.8100000024,21.692
3362,"Gaia DR3 365548347350541952","Gaia DR2 365548347350541952","Gaia DR1 365548411774588288",42.03,1.98,46.1253,0.0188999996,21.6801
24472,"Gaia DR3 3207120455805080832","Gaia DR2 3207120460100680448",\N,41.94,3.43,46.2462,0.0141000003,21.6234
88499,"Gaia DR3 4606406992522938240","Gaia DR2 4606406992522938240","Gaia DR1 4606406988226429440",46.71,1.85,46.2491,0.0126999998,21.622
40118,"Gaia DR3 902007870203594880","Gaia DR2 902007870203594880",\N,46.05,0.92,46.3415,0.060899999,21.5789
32313,"Gaia DR3 1113055759899565568","Gaia DR2 1113055759899565568",\N,44.43,4.88,46.4946,0.0700000003,21.5079
86916,"Gaia DR3 1362592672604119168","Gaia DR2 1362592668307182592","Gaia DR1 1362592668307182592",44.5,1.41,46.5344,0.0355999991,21.4895
81655,"Gaia DR3 1328078796458810240","Gaia DR2 1328078796458810240","Gaia DR1 1328078792154016640",51.88,4.66,46.5669,0.0518999994,21.4745
92919,"Gaia DR3 4533301804432654976","Gaia DR2 4533301804432654976",\N,46.64,1.03,46.8828,0.0307999998,21.3298
111685,"Gaia DR3 1908305169922494208","Gaia DR2 1908305169922494208",\N,52.94,1.94,46.8867,0.5641999841,21.328
98416,"Gaia DR3 4191794317470513664","Gaia DR2 4191794317470513664",\N,40.75,1.35,46.9328,0.92900002,21.3071
104440,"Gaia DR3 6371557530914670976","Gaia DR2 6371557530914670976",\N,53.38,2.18,46.993,0.8751000166,21.2798
105336,"Gaia DR3 6399966162596931712","Gaia DR2 6399966162596931712",\N,50.15,3.31,47.0217,0.3059999943,21.2668
2762,"Gaia DR3 2528433919872925312","Gaia DR2 2528433919872925312",\N,47.51,1.15,47.05,0.6700000167,21.254
106803,\N,\N,"Gaia DR1 6403170375701631616",47.58,5.17,47.06,2.5499999523,21.2495
4845,"Gaia DR3 2473055951588089088","Gaia DR2 2473055951588089088","Gaia DR1 2473055947291890816",46.22,4.48,47.3825,0.0175999999,21.1048
77514,"Gaia DR3 1404213517041788800","Gaia DR2 1404213517041788800",\N,57.78,3.37,47.4181,0.0159000009,21.089
77725,"Gaia DR3 4456127942261895808","Gaia DR2 4456127942261895808","Gaia DR1 4456127937963691136",44.27,1.56,47.4303,0.1460999995,21.0836
96702,"Gaia DR3 2263910113928117632","Gaia DR2 2263910113928117632","Gaia DR1 2263910109632311040",45.88,1.29,47.5306,0.0140000004,21.0391
108890,"Gaia DR3 6558265325547297536","Gaia DR2 6558265325547297536",\N,45.87,8.09,47.7566,0.0250000004,20.9395
86707,"Gaia DR3 4473756480908157184","Gaia DR2 4473756480908157184",\N,50.8,3.38,47.828,0.6564999819,20.9083
112312,"Gaia DR3 6603693881832177792","Gaia DR2 6603693881832177792","Gaia DR1 6603693877537306112",42.35,3.37,47.9218,0.0252,20.8673
84195,"Gaia DR3 4548462729742343296","Gaia DR2 4548462729742343296",\N,48.69,1.03,48.0464,0.0190999992,20.8132
105712,\N,"Gaia DR2 6399747669021004928",\N,48.86,0.81,48.0625,0.3420000076,20.8062
61495,"Gaia DR3 6131930516518662144","Gaia DR2 6131930516518662144",\N,55.29,9.42,48.2102,0.5963000059,20.7425
7646,"Gaia DR3 2510475768254568832","Gaia DR2 2510475768254568832","Gaia DR1 2510475763959112704",52.95,2.92,48.2163,0.0307,20.7399
83846,"Gaia DR3 5965924361179144832","Gaia DR2 5965924361179144832",\N,44.44,1.52,48.254,0.5568000078,20.7237
72511,"Gaia DR3 6228695270698475392","Gaia DR2 6228695270697905280",\N,235.24,22.43,48.2572,0.0340999998,20.7223
106694,\N,"Gaia DR2 1953952391581618432",\N,46.8,3.37,48.2934,0.1827999949,20.7068
84277,"Gaia DR3 4359809585500446720","Gaia DR2 4359809585500446720",\N,52.76,4.18,48.4843,0.3289999962,20.6252
103768,"Gaia DR3 6781117812601143168","Gaia DR2 6781117812601143168","Gaia DR1 6781117808303414016",48.87,1.71,48.7902,0.0225000009,20.4959
94225,"Gaia DR3 6661911579416783616","Gaia DR2 6661911579416783616",\N,49.84,1.51,48.8217,0.1339000016,20.4827
31592,"Gaia DR3 2939555954755196160","Gaia DR2 2939555954747554176",\N,50.41,0.7,48.849,0.1323000044,20.4712
64408,"Gaia DR3 6141742283401003264","Gaia DR2 6141742283401003264",\N,48.83,0.79,48.8691,0.1058000028,20.4628
70016,"Gaia DR3 3642413746280598784","Gaia DR2 3642413746280598784",\N,48.12,1.11,48.9015,0.0445000008,20.4493
26505,"Gaia DR3 215395053733297024","Gaia DR2 215395053733297024",\N,48.72,1,48.9274,0.0214000009,20.4384
66222,"Gaia DR3 3714667225186824064","Gaia DR2 3714667225186824064",\N,48.78,1.62,48.9678,0.0256999992,20.4216
101150,\N,"Gaia DR2 1856712201709083136",\N,43.24,4.37,49.0286,0.9089000225,20.3963
68570,"Gaia DR3 1229977414080680192","Gaia DR2 1229977414080680192","Gaia DR1 1229977409785837952",51.21,2.17,49.1193,0.0196000002,20.3586
45170,"Gaia DR3 607464716759460480","Gaia DR2 607464716759460480","Gaia DR1 607464712464224384",48.83,0.92,49.1493,0.3467000127,20.3462
104887,"Gaia DR3 1964791583368233088","Gaia DR2 1964791583368232832",\N,47.8,0.61,49.16,0.400000006,20.3417
38657,"Gaia DR3 670216834655936128","Gaia DR2 670216834655936128","Gaia DR1 670216830358639872",50.05,1.05,49.2443,0.287800014,20.3069
27803,"Gaia DR3 3022099969137163904","Gaia DR2 3022099969137163904","Gaia DR1 3022099964839887872",49.74,1.66,49.2485,0.0185000002,20.3052
41689,"Gaia DR3 1090049716041842816","Gaia DR2 1090049716041842816","Gaia DR1 1090049711743739904",52.33,1.73,49.2888,0.0165999997,20.2886
36215,"Gaia DR3 866016662739803008","Gaia DR2 866016662739803008",\N,50.93,2.71,49.3444,0.0174000002,20.2657
105152,"Gaia DR3 2689454850844597504","Gaia DR2 2689454850844597504","Gaia DR1 2689454850844597504",52.03,1.23,49.4804,0.0222999994,20.21
62374,"Gaia DR3 1542683331386097280","Gaia DR2 1542683327089641600",\N,49.89,2.32,49.5087,0.0335999988,20.1985
16445,"Gaia DR3 41840029505514496","Gaia DR2 41840029505514496",\N,41.67,9.1,49.5329,0.0357000008,20.1886
79796,"Gaia DR3 1429437378934511616","Gaia DR2 1429437378934511616",\N,48.36,1.16,49.6303,0.4244999886,20.149
9044,"Gaia DR3 4714571105305843456","Gaia DR2 4714571105305843456","Gaia DR1 4714571101010006016",50.76,0.78,49.7123,0.0192000009,20.1157
113421,"Gaia DR3 2648914040357320576","Gaia DR2 2648914040357320576","Gaia DR1 2648914036061905664",50.71,0.75,49.7846,0.0263,20.0865
63366,"Gaia DR3 3626268998574790656","Gaia DR2 3626268998574790656","Gaia DR1 3626268994279065984",47.6,0.86,49.8263,0.3896000087,20.0697
95149,"Gaia DR3 6742873637093574400","Gaia DR2 6742873637093574400",\N,47.95,1.28,50.2864,0.3959000111,19.8861
10072,"Gaia DR3 5148602083419126016","Gaia DR2 5148602083419126016",\N,50.34,3.34,50.5071,0.0264999997,19.7992
25119,"Gaia DR3 3234412606443085824","Gaia DR2 3234412606443085824",\N,50.24,1.52,50.5171,0.0368000008,19.7953
83405,"Gaia DR3 4364314662596822528","Gaia DR2 4364314662596822528","Gaia DR1 4364314662596822528",44.29,8.22,50.5513,0.0197999999,19.7819
62229,"Gaia DR3 6060965699625586176","Gaia DR2 6060965699625586176","Gaia DR1 6060965695299412608",49.71,0.95,50.5533,0.0200999994,19.7811
38625,"Gaia DR3 3082317193037072256","Gaia DR2 3082317193037072256",\N,52.01,1.85,50.7142,0.5134999752,19.7183
70857,"Gaia DR3 1721626615421969408","Gaia DR2 1721626615421969408",\N,51.04,0.58,50.7601,0.4339999855,19.7005
113602,"Gaia DR3 2384000217021721600","Gaia DR2 2384000217021721600","Gaia DR1 2384000212726694144",49.15,3.03,50.7631,0.0189999994,19.6993
102357,"Gaia DR3 1814070838667074560","Gaia DR2 1814070838668707840",\N,50.18,1.99,50.8044,0.5724999905,19.6833
109812,"Gaia DR3 1892539307049423872","Gaia DR2 1892539307048908928","Gaia DR1 1892539302752452864",50.56,1.68,50.8194,0.0269000009,19.6775
3261,"Gaia DR3 5006921282807193856","Gaia DR2 5006921282807193856","Gaia DR1 5006921312871229184",50.29,1.93,50.9245,0.0197000001,19.6369
42430,"Gaia DR3 5702029029197580160","Gaia DR2 5702029063555481088",\N,50.2,0.98,50.9663,0.3068000078,19.6208
75718,"Gaia DR3 6317854874752594048","Gaia DR2 6317854874752594048",\N,50.34,1.11,51.1421,0.7369999886,19.5534
112527,"Gaia DR3 2299942278201276288","Gaia DR2 2299942278201276288","Gaia DR1 2299942273904859264",50.15,0.64,51.1561,0.0184000004,19.548
82396,"Gaia DR3 6026152137856166912",\N,\N,49.85,0.81,51.19,0.2199999988,19.5351
8796,"Gaia DR3 299464296907113984","Gaia DR2 299464296906886016",\N,50.87,0.82,51.331,0.5562999845,19.4814
39757,"Gaia DR3 5698015743046182272","Gaia DR2 5698015743040715264",\N,51.99,0.66,51.3999,0.2444999963,19.4553
69824,"Gaia DR3 1505214930047542784","Gaia DR2 1505214930047542784","Gaia DR1 1505214925751800448",53.64,1.33,51.4578,0.0131000001,19.4334
38910,\N,"Gaia DR2 5594041731633230720",\N,54.62,4.31,51.4977,0.554700017,19.4183
110778,\N,"Gaia DR2 2595463996992115840",\N,49.8,2.54,51.5079,0.1296000034,19.4145
107089,"Gaia DR3 6356375508718385024","Gaia DR2 6356375508717699584",\N,47.22,2.9,51.5172,0.6524999738,19.411
9236,"Gaia DR3 4713424658275847168","Gaia DR2 4713424658274227456",\N,45.74,0.55,51.5547,0.8302999735,19.3969
1720,"Gaia DR3 4978625041828782848","Gaia DR2 4978625041828782848","Gaia DR1 4978625037532840832",50.1,3.98,51.5693,0.0445999987,19.3914
57459,"Gaia DR3 3573119499842945280","Gaia DR2 3573119564265842432",\N,48.95,3,51.5762,0.0427000001,19.3888
11565,"Gaia DR3 5130446359011574528","Gaia DR2 5130446359011574528",\N,52.9,1.95,51.6064,0.1360000074,19.3774
29860,"Gaia DR3 3317901165746471552","Gaia DR2 3317901165746471552",\N,51.76,0.78,51.6165,0.123499997,19.3736
112800,"Gaia DR3 1891459758430361088","Gaia DR2 1891459758427316352",\N,52.82,3.04,51.7718,0.0362000018,19.3155
56829,"Gaia DR3 772395274857111552","Gaia DR2 772395274857111552","Gaia DR1 772395270561409920",50.61,1.15,51.8077,0.1150999963,19.3022
15774,"Gaia DR3 4737533237421005952","Gaia DR2 4737533237421005952","Gaia DR1 4737533233124796672",50.64,1.73,51.8155,0.0142000001,19.2992
54677,"Gaia DR3 3562962623740696576","Gaia DR2 3562962623740696576",\N,44,1.93,51.8748,0.6600000262,19.2772
67153,"Gaia DR3 6171375049483037696","Gaia DR2 6171375049482587776",\N,51.91,0.75,51.9074,0.2258999944,19.2651
57361,"Gaia DR3 3542490095189596544","Gaia DR2 3542490095189596544","Gaia DR1 3542490090892828032",49.63,3.55,52.0845,0.1520999968,19.1996
71957,"Gaia DR3 6337717036911729024","Gaia DR2 6337717036910714112",\N,53.54,0.95,52.1815,0.3855000138,19.1639
110400,"Gaia DR3 6404403585367962752","Gaia DR2 6404403585367962752","Gaia DR1 6404403477993572352",62.4,3.67,52.1842,0.0188999996,19.1629
17750,\N,"Gaia DR2 493650660396520064",\N,57.53,2.68,52.3391,0.6474999785,19.1062
89825,"Gaia DR3 4270814637616488064","Gaia DR2 4270814637616488064","Gaia DR1 4270814633314361856",51.81,1.43,52.3963,0.0171000008,19.0853
102235,"Gaia DR3 6858312737278836736","Gaia DR2 6858312737278836736",\N,50.17,13.14,52.4349,0.0195000004,19.0713
89962,"Gaia DR3 4269932382607207040","Gaia DR2 4269932382606282112",\N,52.81,0.75,52.4413,0.2036000043,19.0689
73786,"Gaia DR3 1156846524895814144","Gaia DR2 1156846524895814144","Gaia DR1 1156846520599860480",52.11,1.97,52.5048,0.0234999992,19.0459
14165,"Gaia DR3 5152365363828101632","Gaia DR2 5152365363828101632","Gaia DR1 5152365363828101632",47.81,3.85,52.6437,0.0342999995,18.9956
4012,"Gaia DR3 424422281584852352","Gaia DR2 424422281584852352","Gaia DR1 424424854261983616",54.23,2.12,52.6723,0.0137999998,18.9853
34392,"Gaia DR3 1102868303634261632","Gaia DR2 1102868303634261632","Gaia DR1 1102868299337845632",56.51,2.19,52.7203,0.1031000018,18.968
34017,"Gaia DR3 887822001246832384","Gaia DR2 887822001246832384",\N,52.37,0.84,52.7712,0.0438000001,18.9497
12709,"Gaia DR3 84675937371332608","Gaia DR2 84675937371332608",\N,53.89,1.27,53.5579,0.181400001,18.6714
32919,"Gaia DR3 954713853434626176","Gaia DR2 954713853434626176",\N,53.12,1.23,53.6322,0.0177999996,18.6455
7170,"Gaia DR3 5042734468172061440","Gaia DR2 5042734468172061440","Gaia DR1 5042734468172061440",56.42,2.12,53.6727,0.0259000007,18.6314
117059,"Gaia DR3 2871730307948650368","Gaia DR2 2871730307948650368",\N,60.11,11.58,53.7619,0.0269000009,18.6005
35550,"Gaia DR3 866177431955478144","Gaia DR2 866177431953646464",\N,55.45,0.85,53.7692,0.2402999997,18.598
67620,"Gaia DR3 6190970236474307200","Gaia DR2 6190970236474307200",\N,50.2,0.85,53.8785,0.3427000046,18.5603
42881,\N,"Gaia DR2 5522248290957129088",\N,54.68,3.89,53.89,2.2000000477,18.5563
81018,"Gaia DR3 4459548626016199168","Gaia DR2 4459548724797475200",\N,61.08,5.13,54.0197,0.0436000004,18.5118
105312,"Gaia DR3 6791154257817212672","Gaia DR2 6791154257817212672",\N,53.4,1.09,54.0288,0.2926999927,18.5086
104858,"Gaia DR3 1743871762876699776","Gaia DR2 1743871762876699776",\N,54.11,0.85,54.09,0.6600000262,18.4877
44295,"Gaia DR3 610304720934423424","Gaia DR2 610304720934423424","Gaia DR1 610304716638785664",54.57,3.21,54.1456,0.0188999996,18.4687
38939,"Gaia DR3 5698188160215537920","Gaia DR2 5698188160215537920","Gaia DR1 5698188155904152960",54.91,1.15,54.1565,0.0183000006,18.465
32362,"Gaia DR3 3352485999058854912","Gaia DR2 3352485999057276672",\N,57.02,0.83,54.1894,0.2369000018,18.4538
19921,"Gaia DR3 4678664766393829504","Gaia DR2 4678664766394767616",\N,54.84,0.5,54.2286,0.1018999964,18.4405
42499,"Gaia DR3 602079652404802688","Gaia DR2 602079652404802688","Gaia DR1 602079648108533888",53.98,1.04,54.2513,0.0225000009,18.4327
54810,"Gaia DR3 3815264842546968192","Gaia DR2 3815264842546968192","Gaia DR1 3815264838251197440",55.72,1.29,54.5058,0.0210999995,18.3467
49699,"Gaia DR3 747266452000257280","Gaia DR2 747266452000257280","Gaia DR1 747266447704593408",55.37,0.94,54.6678,0.0295000002,18.2923
89517,"Gaia DR3 4497494077967197568","Gaia DR2 4497494077967197568","Gaia DR1 4497494073667422336",52.57,4.26,54.7331,0.0159000009,18.2705
46816,"Gaia DR3 5739942011185493888","Gaia DR2 5739942011185493888","Gaia DR1 5739942006889651584",54.52,0.99,54.7362,0.0243999995,18.2694
56466,"Gaia DR3 3540112504374165888","Gaia DR2 3540112504374165888","Gaia DR1 3540112500078348416",56.35,2.06,54.8476,0.0248000007,18.2323
35495,"Gaia DR3 893214796542513280","Gaia DR2 893214796542513280","Gaia DR1 893214796542513280",50.59,2.45,54.8692,0.0302000009,18.2252
55848,"Gaia DR3 3812355294262255104","Gaia DR2 3812355294261019904","Gaia DR1 3812355324326780544",55.59,3.31,55.0618,0.0304000005,18.1614
94557,"Gaia DR3 4516199313406309504","Gaia DR2 4516199240734836608",\N,52.45,2.75,55.1862,0.0439000018,18.1205
14731,"Gaia DR3 4267552520347776","Gaia DR2 4267552520347776","Gaia DR1 4267548224787200",57.53,4.24,55.2406,0.0328000002,18.1026
65721,"Gaia DR3 3740176925743994752","Gaia DR2 3740176925743650688","Gaia DR1 3740176921448479488",55.22,0.73,55.2511,0.0778999999,18.0992
95995,"Gaia DR3 2238597054155896832","Gaia DR2 2238597054155896832","Gaia DR1 2238597049857612160",59.84,0.64,55.2767,0.3519000113,18.0908
1734,"Gaia DR3 2316867885320845696","Gaia DR2 2316867885320845696","Gaia DR1 2316867881025472640",54.91,2.19,55.4757,0.0204000007,18.0259
49973,"Gaia DR3 5669429299704388352","Gaia DR2 5669429299703228416",\N,58.59,1.66,55.4931,0.396600008,18.0203
54872,"Gaia DR3 3990320597065899776",\N,\N,56.52,0.83,55.82,0.25,17.9147
78843,"Gaia DR3 6244076338858859776","Gaia DR2 6244076338858859776","Gaia DR1 6244076334563088000",53.93,1.11,55.8809,0.2206999958,17.8952
117966,"Gaia DR3 2442996678074668288","Gaia DR2 2442996678074668288","Gaia DR1 2442996673778447616",57.97,11.8,55.92,0.0439000018,17.8827
45383,"Gaia DR3 579567598501642368","Gaia DR2 579567598502090240",\N,54.25,1.14,55.9338,0.1606999934,17.8783
75312,"Gaia DR3 1276781047094217216",\N,\N,53.7,1.24,55.98,0.7799999714,17.8635
65109,"Gaia DR3 6165699748417797504","Gaia DR2 6165699748415726848",\N,55.64,0.74,56.0571,1.1146999598,17.839
64241,"Gaia DR3 3937881211045638400",\N,\N,69.81,27.58,56.1,0.8899999857,17.8253
63253,"Gaia DR3 1515952176488267008","Gaia DR2 1515952176488267008",\N,55.27,3.15,56.1107,0.2843999863,17.8219
38594,"Gaia DR3 5602386058511578368","Gaia DR2 5602386058511578368","Gaia DR1 5602386058511578368",51.16,1.57,56.2356,0.0126999998,17.7823
52341,"Gaia DR3 5443051537858529792","Gaia DR2 5443051537858529792","Gaia DR1 5443039782529956480",61.18,3.85,56.3104,0.0160000008,17.7587
