designation,simbad_HD,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,MG,MG_error,MBp,MBp_error,MRp,MRp_error,Bp_Rp,G_Rp,Bp_G
Gaia DR3 1105454320624498688,,12.042384,13.556888,10.837172,10.554121692408415,0.0009281048728926,12.068625692408418,0.0009281048728926,9.348909692408418,0.0009281048728926,2.719716,1.205212,1.514504
Gaia DR3 1105454458063448448,,11.712924,13.163753,10.5245495,10.225410957141271,0.0010456419302169,11.676239957141272,0.0010456419302169,9.037036457141271,0.0010456419302169,2.6392035,1.1883745,1.450829
Gaia DR3 1117132130541140736,,11.359969,12.915134,10.145155,10.912080450236235,0.0006508929393849,12.467245450236236,0.0006508929393849,9.697266450236238,0.0006508929393849,2.769979,1.214814,1.555165
Gaia DR3 1118916397393675648,HD 75632B,8.067136,8.887245,7.169298,7.747282433542069,0.0009822894097877,8.56739143354207,0.0009822894097872,6.849444433542069,0.0009822894097877,1.717947,0.897838,0.820109
Gaia DR3 1118916397395366656,HD 75632A,8.27417,9.134602,7.3422775,7.955587838148948,0.0009006184119955,8.816019838148947,0.0009006184119959,7.023695338148948,0.0009006184119955,1.7923245,0.9318925,0.860432
Gaia DR3 1120741689776617600,,13.465508,15.292498,12.19227,12.577621814306085,0.0005739158703299,14.404611814306085,0.0005739158703299,11.304383814306084,0.0005739158703299,3.100228,1.273238,1.82699
Gaia DR3 1123140411831352064,,11.658877,13.2165365,10.440895,10.828244986683472,0.000750124902197,12.385904486683472,0.000750124902197,9.610262986683471,0.000750124902197,2.7756415,1.217982,1.5576595
Gaia DR3 1123681096674583552,,12.793371,14.575968,11.51817,12.0019341165933,0.0007686459711324,13.7845311165933,0.0007686459711324,10.726733116593302,0.0007686459711324,3.057798,1.275201,1.782597
Gaia DR3 1125337098625077504,,13.293903,15.073721,12.027548,12.041179149683508,0.0006501431443473,13.820997149683508,0.0006501431443473,10.774824149683509,0.0006501431443473,3.046173,1.266355,1.779818
Gaia DR3 1129149723913123456,,9.551337,11.049281,8.347287,10.94881782060577,0.000220911353292,12.44676182060577,0.000220911353292,9.74476782060577,0.000220911353292,2.701994,1.20405,1.497944
Gaia DR3 1130450270073924608,,9.792734,10.867223,8.757159,8.800612153457458,0.0005243158609671,9.875101153457456,0.0005243158609671,7.765037153457457,0.0005243158609666,2.110064,1.035575,1.074489
Gaia DR3 1134155113160270720,,13.544994,15.487366,12.240324,12.05776696373553,0.0007163732459858,14.000138963735532,0.0007163732459858,10.753096963735532,0.0007163732459858,3.247042,1.30467,1.942372
Gaia DR3 1138963758544545280,,13.193779,15.087528,11.898415,12.314908210326404,0.0005476201898488,14.208657210326404,0.0005476201898488,11.019544210326403,0.0005476201898488,3.189113,1.295364,1.893749
Gaia DR3 1139252071109797760,HD 62613,6.3770027,6.7352443,5.844827,5.205043751758566,0.0007293491016646,5.563285351758566,0.0007293491016646,4.672868051758567,0.0007293491016646,0.8904173,0.5321757,0.3582416
Gaia DR3 1139642706975159552,,11.566343,12.989877,10.393976,10.43193052731041,0.0008391139425292,11.85546452731041,0.0008391139425292,9.259563527310412,0.0008391139425301,2.595901,1.172367,1.423534
Gaia DR3 1141280704422528128,HD 46588,5.3004165,5.569801,4.8804135,3.9997790860929774,0.0023523222587185,4.2691635860929775,0.0023523222587185,3.579776086092977,0.0023523222587185,0.6893875,0.420003,0.2693845
Gaia DR3 114207651462714880,,9.467294,10.816531,8.316322,10.040276104806804,0.0004678637294786,11.389513104806802,0.0004678637294786,8.889304104806804,0.0004678637294786,2.500209,1.150972,1.349237
Gaia DR3 1143321672882274560,,9.470075,10.719857,8.35686,9.590251631535132,0.0002911133662459,10.840033631535132,0.0002911133662459,8.477036631535132,0.0002911133662459,2.362997,1.113215,1.249782
Gaia DR3 1148885991992198016,,11.735672,13.387482,10.497326,11.150723978073202,0.0005388192297663,12.8025339780732,0.0005388192297663,9.912377978073202,0.0005388192297663,2.890156,1.238346,1.65181
Gaia DR3 1149245394855341440,,12.220233,13.686011,11.035982,10.796946394794093,0.0007871803429573,12.262724394794091,0.0007871803429573,9.612695394794091,0.0007871803429573,2.650029,1.184251,1.465778
Gaia DR3 1149727977380998784,,10.885994,12.154972,9.768253,10.40209753399894,0.0004285158049617,11.67107553399894,0.0004285158049617,9.28435653399894,0.0004285158049626,2.386719,1.117741,1.268978
Gaia DR3 1155276250492687616,,10.37806,11.712266,9.23603,9.554941259579136,0.0006320820273097,10.889147259579136,0.0006320820273097,8.412911259579136,0.0006320820273097,2.476236,1.14203,1.334206
Gaia DR3 1155910118945913728,,12.469657,14.078351,11.243998,11.35072359214194,0.0010552558217922,12.95941759214194,0.0010552558217922,10.12506459214194,0.0010552558217922,2.834353,1.225659,1.608694
Gaia DR3 1156846524895814144,,9.238291,10.037256,8.363331,7.839288053688829,0.0009724368498842,8.638253053688828,0.0009724368498842,6.9643280536888295,0.0009724368498842,1.673925,0.87496,0.798965
Gaia DR3 1159745146784043264,,11.074745,12.492638,9.904657,10.190250043608696,0.001025149415236,11.608143043608695,0.001025149415236,9.020162043608696,0.001025149415236,2.587981,1.170088,1.417893
Gaia DR3 1165479168642900992,,13.07033,15.395958,11.690813,13.393414589049748,0.0008141636876946,15.71904258904975,0.0008141636876946,12.013897589049748,0.0008141636876946,3.705145,1.379517,2.325628
Gaia DR3 1172618435080418176,,13.652472,15.956352,12.276646,13.128514349581494,0.0010895961344807,15.432394349581491,0.0010895961344807,11.752688349581494,0.0010895961344807,3.679706,1.375826,2.30388
Gaia DR3 1175003649462887040,,19.818523,21.171564,18.259466,19.032666033813907,0.0165953660982349,20.385707033813908,0.0165953660982367,17.473609033813908,0.0165953660982367,2.912098,1.559057,1.353041
Gaia DR3 1175938925836488448,,11.102701,12.4818735,9.946034,10.529013922221328,0.0012691317066586,11.908186422221329,0.0012691317066586,9.372346922221324,0.0012691317066586,2.5358395,1.156667,1.3791725
Gaia DR3 1176209886733406592,HD 128311,7.1806984,7.6827083,6.5188656,6.117264877812508,0.0015094053718409,6.619274777812507,0.0015094053718409,5.455432077812507,0.0015094053718409,1.1638427,0.6618328,0.5020099
Gaia DR3 117709729140217216,,12.137731,13.69319,10.9281845,11.206701065165692,0.0010905604717139,12.762160065165697,0.0010905604717139,9.997154565165694,0.0010905604717139,2.7650055,1.2095465,1.555459
Gaia DR3 1181168684174651392,,13.726353,15.605085,12.43888,12.27801688438352,0.0009320324973671,14.15674888438352,0.0009320324973671,10.990543884383522,0.0009320324973671,3.166205,1.287473,1.878732
Gaia DR3 1182574753387703680,,18.361835,21.648754,16.800066,18.01975941993216,0.0048348925513543,21.306678419932155,0.0048348925513543,16.45799041993216,0.0048348925513543,4.848688,1.561769,3.286919
Gaia DR3 1185619988280226944,HD 130004,7.5966625,8.071759,6.952495,6.224615670518817,0.000868466214154,6.699712170518817,0.000868466214154,5.580448170518817,0.000868466214154,1.119264,0.6441675,0.4750965
Gaia DR3 1187851653287128576,,9.123367,10.31593,8.034248,9.134721650534392,0.0004537756028346,10.327284650534391,0.0004537756028346,8.045602650534391,0.0004537756028346,2.281682,1.089119,1.192563
Gaia DR3 1188693088919917952,,14.055327,16.102182,12.728465,12.696020115042977,0.0011455294846385,14.742875115042978,0.0011455294846385,11.369158115042978,0.0011455294846385,3.373717,1.326862,2.046855
Gaia DR3 1188693088920139136,,16.027864,19.239286,14.535191,14.673021810838724,0.0034004834036815,17.88444381083872,0.0034004834036824,13.180348810838725,0.0034004834036815,4.704095,1.492673,3.211422
Gaia DR3 1191518146611956096,HD 142267,5.9265714,6.235358,5.4437513,4.676816599187549,0.0085191387077703,4.9856031991875485,0.0085191387077703,4.193996499187549,0.0085191387077703,0.7916067,0.4828201,0.3087866
Gaia DR3 1193030490492925824,HD 142860,3.694426,3.9963472,3.2928677,3.4551095082287637,0.0044482687991531,3.757030708228764,0.0044482687991531,3.053551208228764,0.0044482687991531,0.7034795,0.4015583,0.3019212
Gaia DR3 1193465794018333824,,20.5582,21.69836,19.026724,19.05663661583605,0.0666086840031816,20.196796615836057,0.0666086840031816,17.525160615836057,0.0666086840031816,2.671636,1.531476,1.14016
Gaia DR3 1193520666521113344,,15.590476,15.924131,15.130042,14.16823997842241,0.0014387544211036,14.50189497842241,0.0014387544211036,13.70780597842241,0.0014387544211036,0.794089,0.460434,0.333655
Gaia DR3 1201405126966920448,,11.746953,13.165476,10.5643635,10.596660640945212,0.0017074965912193,12.015183640945214,0.0017074965912193,9.414071140945213,0.0017074965912193,2.6011125,1.1825895,1.418523
Gaia DR3 1205070452055788928,,11.167263,12.811124,9.924122,11.162801947710044,0.0007134791229033,12.806662947710045,0.0007134791229033,9.919660947710046,0.0007134791229033,2.887002,1.243141,1.643861
Gaia DR3 1208695640675619584,,12.195167,13.988167,10.920402,11.94524741421473,0.00080584002266,13.73824741421473,0.00080584002266,10.670482414214728,0.00080584002266,3.067765,1.274765,1.793
Gaia DR3 1209182041427374080,HD 136923,6.958224,7.3489423,6.3952813,5.485206789500795,0.0007715216743959,5.875925089500795,0.0007715216743959,4.922264089500796,0.0007715216743959,0.953661,0.5629427,0.3907183
Gaia DR3 1209281375431039104,,11.349645,12.657914,10.218404,10.476045940311282,0.0009473666558248,11.784314940311283,0.0009473666558248,9.344804940311285,0.0009473666558248,2.43951,1.131241,1.308269
Gaia DR3 1209281444150517120,,13.425289,15.272576,12.143821,12.553364007264395,0.0006488340015202,14.400651007264395,0.0006488340015202,11.271896007264395,0.0006488340015202,3.128755,1.281468,1.847287
Gaia DR3 1209432042883668480,,13.886274,15.923135,12.564631,12.722227734342392,0.0022079078600922,14.759088734342392,0.0022079078600922,11.400584734342392,0.0022079078600922,3.358504,1.321643,2.036861
Gaia DR3 121254932585133568,,12.359634,14.212845,11.072343,11.682419820589162,0.0013314125874028,13.535630820589164,0.0013314125874028,10.395128820589164,0.0013314125874028,3.140502,1.287291,1.853211
Gaia DR3 1212774313804554752,,12.021721,13.633267,10.78486,10.82284788608928,0.001261614864398,12.43439388608928,0.001261614864398,9.58598688608928,0.001261614864398,2.848407,1.236861,1.611546
Gaia DR3 1214076070761755008,,13.551904,15.73317,12.169079,12.467890763887258,0.0044068326939123,14.64915676388726,0.0044068326939123,11.085065763887258,0.0044068326939123,3.564091,1.382825,2.181266
Gaia DR3 1214160733157163008,,9.124214,10.272954,8.05256,8.829910160682473,0.0005319774690901,9.978650160682474,0.0005319774690901,7.758256160682472,0.0005319774690897,2.220394,1.071654,1.14874
Gaia DR3 1217467067705592576,,11.514561,12.97159,10.314514,10.190064647241702,0.0014575737288575,11.6470936472417,0.0014575737288575,8.990017647241702,0.0014575737288575,2.657076,1.200047,1.457029
Gaia DR3 121843656638575872,,14.5823345,17.09398,13.183072,13.714925396789022,0.002265688708551,16.22657089678902,0.002265688708551,12.31566289678902,0.002265688708551,3.910908,1.3992625,2.5116455
Gaia DR3 1227133699053734528,,18.328342,21.55228,16.681887,18.49017638689517,0.004360526392789,21.71411438689517,0.0043605263927872,16.84372138689517,0.0043605263927872,4.870393,1.646455,3.223938
Gaia DR3 1227705135863076864,,14.896256,17.828226,13.438016,14.288510815596515,0.0016662495389168,17.220480815596517,0.0016662495389176,12.830270815596515,0.0016662495389168,4.39021,1.45824,2.93197
Gaia DR3 1228555023991501184,,14.995896,17.563524,13.556473,13.69805850201928,0.0093216397101141,16.265686502019285,0.0093216397101159,12.258635502019285,0.0093216397101141,4.007051,1.439423,2.567628
Gaia DR3 1229089524081628416,,9.732934,10.90645,8.651203,8.96847884235116,0.0006528527472919,10.14199484235116,0.0006528527472919,7.886747842351161,0.0006528527472919,2.255247,1.081731,1.173516
Gaia DR3 1234693112077610880,,8.712721,9.451312,7.878923,7.467823310536612,0.0006267718553418,8.206414310536612,0.0006267718553418,6.634025310536613,0.0006267718553418,1.572389,0.833798,0.738591
Gaia DR3 1235125877277843840,,12.240585,13.870865,11.00377,11.25051500914336,0.0009574044815092,12.88079500914336,0.0009574044815092,10.01370000914336,0.0009574044815092,2.867095,1.236815,1.63028
Gaia DR3 1236929488664453376,HD 131511,5.7661414,6.2012343,5.160305,5.438462940516405,0.0139282363485131,5.873555840516404,0.0139282363485131,4.832626540516404,0.0139282363485131,1.0409293,0.6058364,0.4350929
Gaia DR3 1237090738916392704,HD 131156A,4.4804826,4.8695474,3.9444358,5.332810641299066,0.0019318570954429,5.721875441299066,0.0019318570954429,4.796763841299066,0.0019318570954429,0.9251116,0.5360468,0.3890648
Gaia DR3 1237090738916392832,HD 131156B,6.4300914,7.133002,5.615121,7.284029340244161,0.0008004944485957,7.98693994024416,0.0008004944485957,6.469058940244161,0.0008004944485957,1.517881,0.8149704,0.7029106
Gaia DR3 1237730036208674048,,17.517,21.173414,15.947535,16.759641568454175,0.0055819722145251,20.416055568454176,0.0055819722145251,15.190176568454174,0.0055819722145251,5.225879,1.569465,3.656414
Gaia DR3 1239625559894563968,,17.839024,19.97857,16.24612,16.45475585370848,0.0060782483163599,18.594301853708483,0.0060782483163599,14.861851853708483,0.0060782483163608,3.73245,1.592904,2.139546
Gaia DR3 1244571953471006720,HD 120136,4.356021,4.608971,3.964488,3.388514153885594,0.0037063252922604,3.641464153885594,0.0037063252922604,2.996981153885593,0.0037063252922604,0.644483,0.391533,0.25295
Gaia DR3 1244644727396803584,,9.108179,10.003153,8.1753845,8.553039999849048,0.0004792486850258,9.448013999849048,0.0004792486850258,7.620245499849048,0.0004792486850258,1.8277685,0.9327945,0.894974
Gaia DR3 1247332788512753536,,11.970804,13.57773,10.710966,10.638065999983477,0.0014343437705779,12.244991999983474,0.0014343437705779,9.378227999983476,0.001434343770577,2.866764,1.259838,1.606926
Gaia DR3 1251824057289839744,,15.338058,15.894626,14.625719,14.96746695093485,0.0007436778030438,15.52403495093485,0.0007436778030438,14.25512795093485,0.0007436778030438,1.268907,0.712339,0.556568
Gaia DR3 1251824607045654016,,13.441506,15.620996,12.091246,13.068701654445118,0.0006864236516337,15.24819165444512,0.0006864236516337,11.71844165444512,0.0006864236516337,3.52975,1.35026,2.17949
Gaia DR3 1254694882149817728,,9.204846,10.207275,8.211471,8.138619079727825,0.0006875542720985,9.141048079727824,0.0006875542720985,7.145244079727825,0.0006875542720981,1.995804,0.993375,1.002429
Gaia DR3 1254695603704323712,,9.006028,9.957909,8.040508,7.941075332745912,0.0007033520114312,8.892956332745912,0.0007033520114312,6.9755553327459126,0.0007033520114312,1.917401,0.96552,0.951881
Gaia DR3 1256071505067560704,,14.865249,17.466722,13.43818,13.831621054724064,0.00183087286059,16.433094054724066,0.0018308728605891,12.404552054724066,0.00183087286059,4.028542,1.427069,2.601473
Gaia DR3 1262763648230973440,,16.509804,20.133026,14.9498825,16.35607988446279,0.0031588405576705,19.979301884462792,0.0031588405576723,14.796158384462792,0.0031588405576714,5.1831435,1.5599215,3.623222
Gaia DR3 1264630412816366720,HD 134083,4.802299,5.034543,4.4395275,3.348119483024373,0.0037296680053131,3.5803634830243727,0.0037296680053131,2.985347983024374,0.0037296680053131,0.5950155,0.3627715,0.232244
Gaia DR3 1264654395913772416,,9.384772,10.264135,8.46292,7.987320058462381,0.0006389299568807,8.866683058462382,0.0006389299568807,7.065468058462382,0.0006389299568807,1.801215,0.921852,0.879363
Gaia DR3 1265976524286377856,HD 130948,5.729347,6.021508,5.2628183,4.4291937301720825,0.0013536696744682,4.721354730172083,0.0013536696744682,3.962665030172081,0.0013536696744682,0.7586897,0.4665287,0.292161
Gaia DR3 1266092694561970432,,10.727757,11.953403,9.17881,10.437827022071552,0.0016124719186185,11.663473022071551,0.0016124719186185,8.88888002207155,0.0016124719186194,2.774593,1.548947,1.225646
Gaia DR3 1266092694562422912,,11.75485,11.950962,9.258834,11.434297065233933,0.0046771636914808,11.63040906523393,0.0046771636914808,8.93828106523393,0.0046771636914808,2.692128,2.496016,0.196112
Gaia DR3 1267906854386665088,,20.274647,21.805626,18.523335,21.237147365527,0.010534530258532,22.768126365527,0.010534530258532,19.485835365527,0.010534530258532,3.282291,1.751312,1.530979
Gaia DR3 1272178319624018816,,15.280079,18.462564,13.789723,14.697371247015369,0.0012548967221963,17.87985624701537,0.0012548967221963,13.207015247015368,0.0012548967221963,4.672841,1.490356,3.182485
Gaia DR3 1276940648080594048,,13.9536085,15.949313,12.638256,12.528182206985438,0.0008317788390979,14.523886706985436,0.0008317788390979,11.212829706985437,0.0008317788390979,3.311057,1.3153525,1.9957045
Gaia DR3 1282073374518833152,,12.516478,14.09581,11.290261,11.787124994284966,0.0012384548307329,13.366456994284968,0.0012384548307329,10.560907994284968,0.0012384548307329,2.805549,1.226217,1.579332
Gaia DR3 1282632682337912832,,15.906145,19.220732,14.390061,15.057630799191951,0.0021472135321287,18.372217799191954,0.0021472135321278,13.541546799191952,0.0021472135321287,4.830671,1.516084,3.314587
Gaia DR3 1283125607149311360,,11.333783,12.883476,10.1085,10.7561418765901,0.0011158321556488,12.3058348765901,0.0011158321556488,9.5308588765901,0.0011158321556488,2.774976,1.225283,1.549693
Gaia DR3 1284257623084916480,HD 128167,4.341964,4.5513854,4.01137,3.3547335070518844,0.0040148748495076,3.5641549070518828,0.0040148748495076,3.024139507051883,0.0040148748495076,0.5400154,0.330594,0.2094214
Gaia DR3 1284721994948665216,,8.020257,8.751454,7.1926694,7.2097961271607485,0.0006818026456394,7.940993127160748,0.0006818026456394,6.382208527160747,0.0006818026456394,1.5587846,0.8275876,0.731197
