"Gaia DR3 27360698317776640","",""
"Gaia DR3 1940584323054654592","","117383"
"Gaia DR3 3762071530853756928","",""
"Gaia DR3 5832599952051348992","",""
"Gaia DR3 1103079616027292416","","34115"
"Gaia DR3 2294281163411732736","",""
"Gaia DR3 1618330448634358400","",""
"Gaia DR3 4706630501049679744","55","436"
"Gaia DR3 154666071592704128","283779",""
"Gaia DR3 1996725077535282944","",""
"Gaia DR3 5695264936746881536","",""
"Gaia DR3 2325083848520121856","",""
"Gaia DR3 1092897519875582592","","43534"
"Gaia DR3 1595170236922937728","",""
"Gaia DR3 3712538811193759744","116443","65355"
"Gaia DR3 2281046483684995840","",""
"Gaia DR3 2145277550935526784","",""
"Gaia DR3 4547881191164080768","",""
"Gaia DR3 5910710976034819584","",""
"Gaia DR3 523359498947960704","",""
"Gaia DR3 2145277550935525760","234677","91009"
"Gaia DR3 4775316442680940800","",""
"Gaia DR3 6289177958320337408","",""
"Gaia DR3 5241011156681563136","",""
"Gaia DR3 353610331133759744","",""
"Gaia DR3 3712538708114516736","116442","65352"
"Gaia DR3 952326504452337792","48682","32480"
"Gaia DR3 2913411183149615744","43162","29568"
"Gaia DR3 3539057213728669184","",""
"Gaia DR3 1155910118945913728","",""
"Gaia DR3 5593952946066050304","",""
"Gaia DR3 4915139584039259392","","5812"
"Gaia DR3 3745619095984248448","",""
"Gaia DR3 2670661109044300160","",""
"Gaia DR3 5184938400096586112","",""
"Gaia DR3 3745619095984248576","",""
"Gaia DR3 2066768499405895296","",""
"Gaia DR3 4984184825454337408","","6351"
"Gaia DR3 5291484512805323264","",""
"Gaia DR3 4955395178633330432","",""
"Gaia DR3 2668249051115631232","",""
"Gaia DR3 3972130276695660288","",""
"Gaia DR3 2752746111688997248","","1463"
"Gaia DR3 4955395178633330304","",""
"Gaia DR3 778758492243661824","",""
"Gaia DR3 5840719364353028096","",""
"Gaia DR3 6631770869026896512","","92451"
"Gaia DR3 4477295014267164800","",""
"Gaia DR3 4381250547575102208","152391","82588"
"Gaia DR3 6229442835525861120","130992","72688"
"Gaia DR3 4004586348119642240","",""
"Gaia DR3 4894315447987680640","",""
"Gaia DR3 778758492243886464","",""
"Gaia DR3 53112944270520832","25680","19076"
"Gaia DR3 5863130980814698112","","63550"
"Gaia DR3 5760701787150565888","76151","43726"
"Gaia DR3 2290483248388179328","193202","99427"
"Gaia DR3 2011251030583236352","221354","116085"
"Gaia DR3 1800265817345116544","",""
"Gaia DR3 3250328209054347264","","17695"
"Gaia DR3 974887555341533440","55575","35136"
"Gaia DR3 2881313793031884544","",""
"Gaia DR3 4503794795019024000","174080","92283"
"Gaia DR3 1139642706975159552","",""
"Gaia DR3 97334889619799168","",""
"Gaia DR3 5441169002153568512","",""
"Gaia DR3 6683306151547010688","",""
"Gaia DR3 4467057362719443072","",""
"Gaia DR3 6093381394034220544","120780B",""
"Gaia DR3 4105386688016878336","","91608"
"Gaia DR3 5751680775281710720","",""
"Gaia DR3 6113324752547911040","",""
"Gaia DR3 2830099469122381056","",""
"Gaia DR3 2276449837884804480","",""
"Gaia DR3 2688566793341935360","",""
"Gaia DR3 4706564427272810752","224953B",""
"Gaia DR3 6065173805485251072","",""
"Gaia DR3 1428030622526979968","","79126"
"Gaia DR3 844922257281519744","",""
"Gaia DR3 1505105593069066880","",""
"Gaia DR3 974536192658255104","","35821"
"Gaia DR3 560130775546153344","7924","6379"
"Gaia DR3 3080863574244739712","",""
"Gaia DR3 6349915534307041152","",""
"Gaia DR3 1773497412196823680","",""
"Gaia DR3 5559265690666326016","53705","34065"
"Gaia DR3 1615982823805660544","","73734"
"Gaia DR3 4247106761739962880","",""
"Gaia DR3 876370076542359936","65583","39157"
"Gaia DR3 5677606810060597248","","47619"
"Gaia DR3 5559265690666327168","53706","34069"
"Gaia DR3 4101968375059565568","",""
"Gaia DR3 358249819229900672","",""
"Gaia DR3 3046640175314154624","",""
"Gaia DR3 4757687388639045504","",""
"Gaia DR3 2407340615496379008","",""
"Gaia DR3 2435125446129139712","",""
"Gaia DR3 2954061532478049664","",""
"Gaia DR3 3957887649746830976","111395","62523"
"Gaia DR3 4038724053986441856","165185","88694"
"Gaia DR3 4038724053950164096","",""
"Gaia DR3 16302463200535040","",""
"Gaia DR3 5103774994355594368","",""
"Gaia DR3 1070382098718626176","",""
"Gaia DR3 1139252071109797760","62613","38784"
"Gaia DR3 1974606167761195904","",""
"Gaia DR3 43335537119385216","","17405"
"Gaia DR3 1715791060537076608","","69064"
"Gaia DR3 2920124904228150144","",""
"Gaia DR3 43335880716390784","","17414"
"Gaia DR3 2460983348274381696","","8691"
"Gaia DR3 3381727613874753536","50692","33277"
"Gaia DR3 1453180404823190912","124642","69526"
"Gaia DR3 4117290138348536064","160915","86736"
"Gaia DR3 5169649072437050496","",""
"Gaia DR3 3382815271394515072","47752","32010"
"Gaia DR3 4418203587193988480","135204","74537"
"Gaia DR3 619440661833351040","",""
"Gaia DR3 5274724279107404544","67199","39342"
"Gaia DR3 3865002247461685248","94765","53486"
"Gaia DR3 6747926786376161536","",""
"Gaia DR3 5274724279106403968","",""
"Gaia DR3 518201792978856960","",""
"Gaia DR3 6885342959337741184","200968","104239"
"Gaia DR3 4879015915487168384","",""
"Gaia DR3 1683677624423753600","",""
"Gaia DR3 4912580642524184960","10647","7978"
"Gaia DR3 4745373133284418816","17051","12653"
"Gaia DR3 1683677624423753472","",""
"Gaia DR3 4276632394156013440","",""
"Gaia DR3 5642693123990628480","",""
"Gaia DR3 4690736923033593728","",""
"Gaia DR3 151650076838458112","283750","21482"
"Gaia DR3 5013816835621197440","","6005"
"Gaia DR3 6437366909611503104","",""
"Gaia DR3 2115454019586473600","","89560"
"Gaia DR3 3652910405833716864","",""
"Gaia DR3 5989102478619519616","139664","76829"
"Gaia DR3 1212774313804554752","",""
"Gaia DR3 3654496279558010624","126053","70319"
"Gaia DR3 4202659377841518720","",""
"Gaia DR3 1521686782461765888","110897","62207"
"Gaia DR3 2246581329639103872","193664","100017"
"Gaia DR3 1056860923195191936","",""
"Gaia DR3 6600863910701061632","",""
"Gaia DR3 4819591920506512768","35650","25283"
"Gaia DR3 1323427759184545536","143761","78459"
"Gaia DR3 4899957905439568256","","523"
"Gaia DR3 854769861377131520","","51547"
"Gaia DR3 3652910371473481344","",""
"Gaia DR3 4843073709303881728","25004","18450"
"Gaia DR3 5745027080665197696","","46488"
"Gaia DR3 3639794778302745088","",""
"Gaia DR3 2929062902976882304","","34361"
"Gaia DR3 4634528720388462592","1237A","1292"
"Gaia DR3 6704729998176610176","",""
"Gaia DR3 1319404886656966016","",""
"Gaia DR3 3732539683617410816","115383","64792"
"Gaia DR3 4350216075969473408","",""
"Gaia DR3 3083867749248355328","65277B",""
"Gaia DR3 4852870701505115904","21175","15799"
"Gaia DR3 2919383519853573504","",""
"Gaia DR3 6026895540811552512","152606","82834"
"Gaia DR3 5956746565858482176","",""
"Gaia DR3 3531296963739811200","","55119"
"Gaia DR3 907066684548911872","",""
"Gaia DR3 596779044285545984","",""
"Gaia DR3 3574445407785255296","",""
"Gaia DR3 3557461767066965248","",""
"Gaia DR3 2171727299589482112","","106557"
"Gaia DR3 4187837450005193088","183870","96085"
"Gaia DR3 2692455319291894400","",""
"Gaia DR3 4866978844438656768","30876","22451"
"Gaia DR3 3845829101135351296","",""
"Gaia DR3 4187836934609063552","183870B",""
"Gaia DR3 2683714304930755712","",""
"Gaia DR3 3480332916165099904","102438","57507"
"Gaia DR3 6634032740544236032","165499","89042"
"Gaia DR3 2056115198113182208","",""
"Gaia DR3 1821708351374312064","190406","98819"
"Gaia DR3 1234693112077610880","","72237"
"Gaia DR3 1125337098625077504","",""
"Gaia DR3 1191518146611956096","142267","77801"
"Gaia DR3 4271449399422291712","",""
"Gaia DR3 3837697972130323456","81997","46509"
"Gaia DR3 4155146598548456064","","91557"
"Gaia DR3 2014653404891943936","",""
"Gaia DR3 1990050457838764544","",""
"Gaia DR3 1554835340053676800","",""
"Gaia DR3 1701585301586363904","",""
"Gaia DR3 6313600142709958144","132683","73457"
"Gaia DR3 892160231749198848","58946","36366"
"Gaia DR3 657608666099404544","","42267"
"Gaia DR3 2741452134407577216","",""
"Gaia DR3 596779044285041792","",""
"Gaia DR3 2045458628362127360","",""
"Gaia DR3 676689831406224128","","39826"
"Gaia DR3 2904830113367963264","35854","25421"
"Gaia DR3 2050589430625453824","",""
"Gaia DR3 3868080055385587840","","54227"
"Gaia DR3 1385293808145621504","145675","79248"
"Gaia DR3 369092520004831232","3765","3206"
"Gaia DR3 5296347755815266816","",""
"Gaia DR3 493650660400463488","23189","17749"
"Gaia DR3 2322574488107786624","2025","1936"
"Gaia DR3 5087043657197267200","23754","17651"
"Gaia DR3 1408029436569383296","153525","83006"
"Gaia DR3 6427244702486210816","189567","98959"
"Gaia DR3 1408029509584967168","153557","83020"
"Gaia DR3 4188997606567280384","188807","98204"
"Gaia DR3 2410261949172008064","",""
"Gaia DR3 819750862709551360","84035","47690"
"Gaia DR3 6270906415441316224","125276","69965"
"Gaia DR3 646255212109355136","82443","46843"
"Gaia DR3 4105057482987021184","",""
"Gaia DR3 4276822089967374336","",""
"Gaia DR3 3637468383496879104","",""
"Gaia DR3 6274832977622107264","",""
"Gaia DR3 4883809068925124224","",""
"Gaia DR3 2708839657453920256","",""
"Gaia DR3 57739208163471744","",""
"Gaia DR3 2228253123642541696","",""
"Gaia DR3 4534214948839463040","",""
"Gaia DR3 4496383055821714816","",""
"Gaia DR3 3837746380705638656","81997B",""
"Gaia DR3 6013642341180098432","",""
"Gaia DR3 3606183188877989376","",""
"Gaia DR3 892215482207937152","","36357"
"Gaia DR3 4540061704989418240","","84460"
"Gaia DR3 3903318372263850368","","61413"
"Gaia DR3 1462061709996744448","116495B",""
"Gaia DR3 1772187382746856320","206860","107350"
"Gaia DR3 3719665845564967552","117936","66147"
"Gaia DR3 2564324345929277184","","6069"
"Gaia DR3 1462061709995883136","116495A",""
"Gaia DR3 6576809826100275456","",""
"Gaia DR3 3812355328621651328","99491","55846"
"Gaia DR3 1836834337140192128","",""
"Gaia DR3 5900432500841313920","",""
"Gaia DR3 5736025550767699968","",""
"Gaia DR3 1265976524286377856","130948","72567"
"Gaia DR3 4879850208590379904","31560","22907"
"Gaia DR3 6062166950467100032","114837","64583"
"Gaia DR3 1141280704422528128","46588","32439"
"Gaia DR3 2954555801611979648","",""
"Gaia DR3 3593710810008880768","",""
"Gaia DR3 1603611493015735296","",""
"Gaia DR3 683184784030475520","69897","40843"
"Gaia DR3 6062166950455776512","114837B",""
"Gaia DR3 6029992663310612096","154088","83541"
"Gaia DR3 656328319169788032","",""
"Gaia DR3 4677345043203760896","",""
"Gaia DR3 549007291282705024","",""
"Gaia DR3 806039471675754112","",""
"Gaia DR3 6882393725554653056","","104059"
"Gaia DR3 1359938520253565952","154345","83389"
"Gaia DR3 6338748894214299264","",""
"Gaia DR3 3561574971346845440","","55066"
"Gaia DR3 2324785228033780608","222335","116763"
"Gaia DR3 4623036865373793408","39091","26394"
"Gaia DR3 4058369298708349824","",""
"Gaia DR3 4058369298698605440","",""
"Gaia DR3 3640244581637740416","","69485"
"Gaia DR3 2787758616366123136","",""
"Gaia DR3 5593584059914156800","64379A",""
"Gaia DR3 5479222240596469632","53143","33690"
"Gaia DR3 495091570387568512","",""
"Gaia DR3 3526420114274019456","109085","61174"
"Gaia DR3 681999884156922368","",""
"Gaia DR3 6645504151509887744","",""
"Gaia DR3 6612242034982766848","210302","109422"
"Gaia DR3 5454284595324061312","",""
"Gaia DR3 4213581106021661184","",""
"Gaia DR3 1071851527289746176","",""
"Gaia DR3 4111366313257506560","158233","85561"
"Gaia DR3 1611087248283201024","",""
"Gaia DR3 1584088431025057792","","60398"
"Gaia DR3 6669657123437047424","192961","100223"
"Gaia DR3 4177911333902753280","",""
"Gaia DR3 2135110401277424384","185395","96441"
"Gaia DR3 764072689093638528","",""
"Gaia DR3 3435347596210300672","",""
"Gaia DR3 5440359486716251904","",""
"Gaia DR3 3091982587439255168","",""
"Gaia DR3 219057458247921536","25329","18915"
"Gaia DR3 477826420331704064","",""
"Gaia DR3 610304720935037184","77175B",""
"Gaia DR3 5503983654771355776","",""
"Gaia DR3 4542821410453751680","",""
"Gaia DR3 5287046368477870848","",""
"Gaia DR3 4101582957531738112","",""
"Gaia DR3 2256631484392164736","",""
"Gaia DR3 1416124285987232256","156985","84616"
"Gaia DR3 1890425839540910848","",""
"Gaia DR3 4363875373342033664","",""
"Gaia DR3 1320795047312113152","",""
"Gaia DR3 2247535151679497472","",""
"Gaia DR3 520377795206114688","13579","10531"
"Gaia DR3 3330062833797919744","42807","29525"
"Gaia DR3 1416123117756120960","",""
"Gaia DR3 393155984814848128","",""
"Gaia DR3 2110851841872084096","",""
"Gaia DR3 4672462936698379520","",""
"Gaia DR3 5073448642595674752","20280","15095"
"Gaia DR3 405118190290397568","",""
"Gaia DR3 5225219214743975552","",""
"Gaia DR3 1461049369026235904","",""
"Gaia DR3 4311982650767794176","",""
"Gaia DR3 2204001126955518592","",""
"Gaia DR3 1188693088919917952","",""
"Gaia DR3 6051948158061617024","","80440"
"Gaia DR3 4145033393613641984","",""
"Gaia DR3 741275934694972800","",""
"Gaia DR3 3256786534197166208","25457","18859"
"Gaia DR3 3498481592531208576","111261B","62471"
"Gaia DR3 6487693790194944128","",""
"Gaia DR3 97993497084921984","","8382"
"Gaia DR3 2830318679957189632","",""
"Gaia DR3 3177407910705445888","","21086"
"Gaia DR3 6868107358662346112","",""
"Gaia DR3 821455861647126656","84737","48113"
"Gaia DR3 2514052131687080192","",""
"Gaia DR3 1862034696988864896","",""
"Gaia DR3 5344026286547761664","",""
"Gaia DR3 3552000252294347392","","54373"
"Gaia DR3 493935296471302784","25665","19422"
"Gaia DR3 3343573598320013440","",""
"Gaia DR3 3498481519515679872","111261","62472"
"Gaia DR3 847330222106968064","",""
"Gaia DR3 3238437574916370048","",""
"Gaia DR3 4270446404294208000","170493","90656"
"Gaia DR3 4310146505003156992","",""
"Gaia DR3 6742962972412390912","",""
"Gaia DR3 1185619988280226944","130004","72146"
"Gaia DR3 2250947352873635712","",""
"Gaia DR3 2282790893241302144","",""
"Gaia DR3 3795993633527490560","",""
"Gaia DR3 5930579185585956992","",""
"Gaia DR3 991713931537805440","",""
"Gaia DR3 2348830516542653824","4747","3850"
"Gaia DR3 3554395813252625920","","52621"
"Gaia DR3 2856874535763703680","",""
"Gaia DR3 427322415301550208","5015","4151"
"Gaia DR3 1668113865533954816","",""
"Gaia DR3 5629282488047547648","",""
"Gaia DR3 3181197137010596608","",""
"Gaia DR3 2416611663182821120","693","910"
"Gaia DR3 2899039432302133632","",""
"Gaia DR3 4285624303336874624","",""
"Gaia DR3 888957972853029632","266611","33428"
"Gaia DR3 1650819612781643392","",""
"Gaia DR3 3590516110255264000","",""
"Gaia DR3 5649998554125258368","",""
"Gaia DR3 5970137861534914304","153026B",""
"Gaia DR3 4554019214828782848","",""
"Gaia DR3 2282846074981011328","220140B",""
"Gaia DR3 3490286416972291584","",""
"Gaia DR3 714116137767540096","78366","44897"
"Gaia DR3 4134107168607042816","","82283"
"Gaia DR3 6039144001564707072","",""
"Gaia DR3 2282846074981010688","220140","115147"
"Gaia DR3 3669916380381791104","",""
"Gaia DR3 5553110654636730496","",""
"Gaia DR3 4139489552908817920","",""
"Gaia DR3 6504705571539380992","","110534"
"Gaia DR3 6805970245721550080","",""
"Gaia DR3 2036104120839521792","",""
"Gaia DR3 3677448412989388032","",""
"Gaia DR3 1264654395913772416","",""
"Gaia DR3 6823449766182657280","",""
"Gaia DR3 1651235193817400448","160964","86141"
"Gaia DR3 2061876742143320064","190771","98921"
"Gaia DR3 540136568911394944","","1860"
"Gaia DR3 3052753116376444800","52919","33955"
"Gaia DR3 6651058467639413248","170573","90945"
"Gaia DR3 3997576171218205312","",""
"Gaia DR3 1927517417630958208","",""
"Gaia DR3 6335064087152916224","","75201"
"Gaia DR3 3435919896308345856","",""
"Gaia DR3 5798502241016325120","",""
"Gaia DR3 540136568911394432","",""
"Gaia DR3 4805806449875760384","274255","25775"
"Gaia DR3 3759774208680370688","",""
"Gaia DR3 6672112470338969856","",""
"Gaia DR3 2436812303124645504","220339","115445"
"Gaia DR3 6893412618771209088","",""
"Gaia DR3 565169459378433152","","1092"
"Gaia DR3 1149245394855341440","",""
"Gaia DR3 650337664425397632","68834","40375"
"Gaia DR3 5298261284001871616","",""
"Gaia DR3 1807953155988203264","190067","98677"
"Gaia DR3 3883368588478223360","",""
"Gaia DR3 3578493912678529152","",""
"Gaia DR3 5038817840251308288","9540","7235"
"Gaia DR3 496663940735093504","",""
"Gaia DR3 4687511776265158400","",""
"Gaia DR3 5802998414627069696","",""
"Gaia DR3 4467355158571184256","148653B",""
"Gaia DR3 496663940735093632","",""
"Gaia DR3 1905816425352678656","",""
"Gaia DR3 4467355154275146112","148653A",""
"Gaia DR3 4737533134341791872","21209B","15771"
"Gaia DR3 2537831170877143552","",""
"Gaia DR3 6796392812250051712","194640","100925"
"Gaia DR3 5683119044103789440","",""
"Gaia DR3 795434510226597760","",""
"Gaia DR3 1320545217653492864","",""
"Gaia DR3 1050678712910407424","",""
"Gaia DR3 811947078931179264","",""
"Gaia DR3 5519117229744210944","",""
"Gaia DR3 4192723988912416256","",""
"Gaia DR3 3089829644889680256","",""
"Gaia DR3 3655492127855307136","130307","72312"
"Gaia DR3 6383229053001389312","",""
"Gaia DR3 4303294035005560704","",""
"Gaia DR3 1181168684174651392","",""
"Gaia DR3 6031475835680030720","",""
"Gaia DR3 6522188390538224640","",""
"Gaia DR3 3862117335108574848","",""
"Gaia DR3 2163558855915068416","200560","103859"
"Gaia DR3 4759543295545939840","36435","25544"
"Gaia DR3 868209703104242048","",""
"Gaia DR3 133359735269472768","",""
"Gaia DR3 4303294039306246656","187691","97675"
"Gaia DR3 1603272950424941440","",""
"Gaia DR3 550301107233576320","",""
"Gaia DR3 3716608138087936128","",""
"Gaia DR3 6065791696645045248","",""
"Gaia DR3 3578493912677730048","",""
"Gaia DR3 5249254676369630336","",""
"Gaia DR3 5210240327318434304","71243","40702"
"Gaia DR3 706300980915871616","",""
"Gaia DR3 1015570963037979264","",""
"Gaia DR3 3595317540095019520","","57959"
"Gaia DR3 3584226658929871232","",""
"Gaia DR3 3846639574348918528","",""
"Gaia DR3 1264630412816366720","134083","73996"
"Gaia DR3 3198812859478372480","",""
"Gaia DR3 4902689745157488128","","3856"
"Gaia DR3 2618333804489940992","",""
"Gaia DR3 2107257297843283584","",""
"Gaia DR3 6748283784056800384","188474","98130"
"Gaia DR3 2719512513745949184","",""
"Gaia DR3 1603267143629157120","139477","76315"
"Gaia DR3 2683209044978079616","",""
"Gaia DR3 3331979901042416512","43386","29800"
"Gaia DR3 6415630939116638464","",""
"Gaia DR3 6514632718428652928","","113850"
"Gaia DR3 1683228851880827136","",""
"Gaia DR3 5950304355429385984","",""
"Gaia DR3 5285775539195330560","56533","34890"
"Gaia DR3 6044721476534419584","",""
"Gaia DR3 5059643002799575424","",""
"Gaia DR3 4224259562941398400","192263","99711"
"Gaia DR3 2054269874008075904","",""
"Gaia DR3 4367026303085396352","157347","85042"
"Gaia DR3 5293288295987250816","",""
"Gaia DR3 5039735554502890752","",""
"Gaia DR3 5059643105878789632","","14555"
"Gaia DR3 5951535219996858624","",""
"Gaia DR3 4361639417663824768","",""
"Gaia DR3 2119686379142441472","",""
"Gaia DR3 6032685745182407040","",""
"Gaia DR3 5130073422706364544","",""
"Gaia DR3 6082806153754882304","",""
"Gaia DR3 5630532113072532736","82342","46626"
"Gaia DR3 3943232534138172672","",""
"Gaia DR3 4130971047908354304","",""
"Gaia DR3 1827242816176111360","189733B",""
"Gaia DR3 6189329043571426944","","65669"
"Gaia DR3 1209182041427374080","136923","75277"
"Gaia DR3 6053245135154609280","105211","59072"
"Gaia DR3 466652427262218240","",""
"Gaia DR3 2383999392388000640","","113605"
"Gaia DR3 2617043665033540480","",""
"Gaia DR3 6490470881687779968","219764","115123"
"Gaia DR3 3677094164086948736","",""
"Gaia DR3 4676145235500131456","",""
"Gaia DR3 3390044040652614656","",""
"Gaia DR3 1827242816201846144","189733A","98505"
"Gaia DR3 6143175840408947840","105671","59296"
"Gaia DR3 4676145235499604096","",""
"Gaia DR3 1752189568342546048","",""
"Gaia DR3 6371557530914670848","200525C",""
"Gaia DR3 6143175943486753152","",""
"Gaia DR3 6462049502543522688","",""
"Gaia DR3 6853658057885526912","",""
"Gaia DR3 4530744134231683840","173667","92043"
"Gaia DR3 4092990622155744000","",""
"Gaia DR3 2879203933297161088","","117197"
"Gaia DR3 1134155113160270720","",""
"Gaia DR3 299467939039225728","",""
"Gaia DR3 2962658549474035584","",""
"Gaia DR3 2122104690545294208","",""
"Gaia DR3 6744957928883188736","",""
"Gaia DR3 1954559047126247808","","107346"
"Gaia DR3 4792774797545800832","39060","27321"
"Gaia DR3 3352081447497931264","",""
"Gaia DR3 4237021938009045248","",""
"Gaia DR3 3566643651231641600","97214","54651"
"Gaia DR3 6026152137815012096","",""
"Gaia DR3 4805866957374888448","",""
"Gaia DR3 5727991694185495552","",""
"Gaia DR3 5570642264461522048","","31555"
"Gaia DR3 5930139823230549120","",""
"Gaia DR3 2832827391830929920","","112120"
"Gaia DR3 2869128764655109504","",""
"Gaia DR3 4805866957374888576","",""
"Gaia DR3 1062935140823485184","",""
"Gaia DR3 2867175035571212416","","117779"
"Gaia DR3 3793898479761174656","",""
"Gaia DR3 2611463952760479232","",""
"Gaia DR3 3361034083487398016","",""
"Gaia DR3 3602406744394215936","",""
"Gaia DR3 3566338949070993536","",""
"Gaia DR3 4232452642555465088","",""
"Gaia DR3 179416417636545920","",""
"Gaia DR3 6467586746181270528","","100490"
"Gaia DR3 5104338008732482176","",""
"Gaia DR3 1287752248996223488","","71311"
"Gaia DR3 1851868127125091968","",""
"Gaia DR3 18986817760556416","",""
"Gaia DR3 4866928335623297152","",""
"Gaia DR3 4232452638259239936","",""
"Gaia DR3 4448223656247483904","","82694"
"Gaia DR3 5677526343849451520","",""
"Gaia DR3 806000816970521728","89269","50505"
"Gaia DR3 5677526240770236544","",""
"Gaia DR3 6632099970897367680","",""
"Gaia DR3 3339136927164194176","",""
"Gaia DR3 4737059519708024960","",""
"Gaia DR3 3914019231742221568","","55625"
"Gaia DR3 1858219151114884352","198550","102851"
"Gaia DR3 1040054235130174080","79028","45333"
"Gaia DR3 91490916598591616","",""
"Gaia DR3 2143016302194287488","180161","94346"
"Gaia DR3 2949436372399442560","",""
"Gaia DR3 1651268660203160448","162003","86614"
"Gaia DR3 6091907056321709312","",""
"Gaia DR3 2428162410789155328","","1532"
"Gaia DR3 6550040463175784192","",""
"Gaia DR3 5396067550577971072","",""
"Gaia DR3 4542284161585626496","",""
"Gaia DR3 6190352001701947520","",""
"Gaia DR3 4972971284318252160","","1842"
"Gaia DR3 2947071425961581184","",""
"Gaia DR3 734010018261191552","",""
"Gaia DR3 5793182631952977920","128400","71855"
"Gaia DR3 6810820947424835712","",""
"Gaia DR3 590490696768123392","",""
"Gaia DR3 4893118771316702720","",""
"Gaia DR3 342743754636574208","",""
"Gaia DR3 4487343970727152128","",""
"Gaia DR3 6274553461150416000","",""
"Gaia DR3 3185759697950315008","",""
"Gaia DR3 5971414119713770240","",""
"Gaia DR3 5482312418025591808","",""
"Gaia DR3 978615483876384000","51866","33852"
"Gaia DR3 1337270885456433280","",""
"Gaia DR3 5482312349304478976","",""
"Gaia DR3 459661938487951360","","13716"
"Gaia DR3 4383374219923745024","149806","81375"
"Gaia DR3 2212272649844661504","","113944"
"Gaia DR3 5041018993810217984","","5410"
"Gaia DR3 1937923436193950080","220221","115341"
"Gaia DR3 4414858219987352320","",""
"Gaia DR3 6408551802222368384","212330","110649"
"Gaia DR3 6191885339386292736","",""
"Gaia DR3 3494677900774838144","104067","58451"
"Gaia DR3 1898230241798771584","208313","108156"
"Gaia DR3 5332656412938844288","",""
"Gaia DR3 4531940505956457984","",""
"Gaia DR3 4784805056230587392","30501","22122"
"Gaia DR3 6468968316900356736","",""
"Gaia DR3 2962193318618221056","34751","24783"
"Gaia DR3 5452743423618768000","",""
"Gaia DR3 4815660547961306112","29875","21770"
"Gaia DR3 1809360187275432832","191785","99452"
"Gaia DR3 976893923544104576","58855","36439"
"Gaia DR3 80910659801926528","",""
"Gaia DR3 1956328333130770048","",""
"Gaia DR3 2144816958643384064","",""
"Gaia DR3 6582903697500334464","",""
"Gaia DR3 3185759697949251456","",""
"Gaia DR3 4812321124989687296","",""
"Gaia DR3 6489909443564308224","219482","114948"
"Gaia DR3 5791509037821930496","",""
"Gaia DR3 6408551802221816576","",""
"Gaia DR3 4781833626056162688","27290","19893"
"Gaia DR3 4381502851133968128","154417","83601"
"Gaia DR3 585132295569511168","","44376"
"Gaia DR3 43499295632961152","24496","18267"
"Gaia DR3 2664156432614468864","",""
"Gaia DR3 6881661519529805952","",""
"Gaia DR3 6299557386358126976","",""
"Gaia DR3 3630092241022731136","118100","66252"
"Gaia DR3 3349805247975323392","",""
"Gaia DR3 577602496345490176","","43790"
"Gaia DR3 160221315437314560","",""
"Gaia DR3 13000080026782464","",""
"Gaia DR3 6684504722300935680","",""
"Gaia DR3 386864854157380480","",""
"Gaia DR3 2822328189657389824","",""
"Gaia DR3 2627941715050682752","",""
"Gaia DR3 2229106207224369024","",""
"Gaia DR3 1068982214258617216","",""
"Gaia DR3 3974240961063678976","",""
"Gaia DR3 968155348724797568","",""
"Gaia DR3 2791782794564103808","6660","5286"
"Gaia DR3 5403804848261260288","",""
"Gaia DR3 1068982214258617856","",""
"Gaia DR3 1959969434607205504","",""
"Gaia DR3 811697489791310592","",""
"Gaia DR3 5080543413172761088","23588A",""
"Gaia DR3 4918476567469050624","870","1031"
"Gaia DR3 1980487077505535744","",""
"Gaia DR3 1995681125599758592","219623","114924"
"Gaia DR3 3847128380281953664","85488","48411"
"Gaia DR3 4496250461589918080","",""
"Gaia DR3 2791782794564103680","6660B",""
"Gaia DR3 2220012421430629632","",""
"Gaia DR3 4871223131120838912","",""
"Gaia DR3 4185275209966301568","",""
"Gaia DR3 898639447612575104","59747","36704"
"Gaia DR3 4833654949103051008","",""
"Gaia DR3 6317854118838346752","137778","75722"
"Gaia DR3 62947354224986240","",""
"Gaia DR3 1506739643437879808","",""
"Gaia DR3 6120654200137332480","",""
"Gaia DR3 1413099460779606528","","81563"
"Gaia DR3 1181472011945052928","",""
"Gaia DR3 4363125648147587328","",""
"Gaia DR3 6536984484150014720","","116645"
"Gaia DR3 1162946718486550272","",""
"Gaia DR3 145333721838128896","",""
"Gaia DR3 2700417192226894976","","107317"
"Gaia DR3 5788368866963535104","",""
"Gaia DR3 3911410464311357568","",""
"Gaia DR3 3619515385839767936","",""
"Gaia DR3 6228695236338166528","","72509"
"Gaia DR3 2646280705713202816","","116384"
"Gaia DR3 4794632903476180096","","27323"
"Gaia DR3 3165287719154543232","59582","36551"
"Gaia DR3 325533923760046848","",""
"Gaia DR3 423075173680043904","123A",""
"Gaia DR3 3476835610197278208","",""
"Gaia DR3 4803556711646531840","",""
"Gaia DR3 6885822307751773568","",""
"Gaia DR3 5067008970494311936","","11439"
"Gaia DR3 4064593187342783488","",""
"Gaia DR3 553480551264062848","33564","25110"
"Gaia DR3 4788244328600836480","",""
"Gaia DR3 2893677457691363584","",""
"Gaia DR3 5044867731184769280","",""
"Gaia DR3 2518828169682982656","",""
"Gaia DR3 2229220075393971968","",""
"Gaia DR3 2018474482692959232","184385","96183"
"Gaia DR3 1875076004382831616","",""
"Gaia DR3 3300729031796977024","",""
"Gaia DR3 6609167869190786688","","112978"
"Gaia DR3 3456337827237371264","38230","27207"
