Gaia DR3 133144643307243648 |  20.0082| 0.0267|   49.7917|
Gaia DR3 4049582761977369984|  20.0084| 1.4341|          |
Gaia DR3 1500641064755179904|  20.0085| 0.0176|          |
Gaia DR3 3313346408763839488|  20.0085| 0.0685|          |
Gaia DR3 1646703453563354752|  20.0085| 0.0380|   50.2264|
Gaia DR3 5369484176926725760|  20.0087| 0.0163|          |
Gaia DR3 6219334441016901888|  20.0090| 0.8169|          |
Gaia DR3 3660999371145326720|  20.0091| 1.9809|          |
Gaia DR3 3922653662195500928|  20.0091| 0.0235|   49.9087|
Gaia DR3 3460420279549683712|  20.0093| 0.6320|   42.6026|
Gaia DR3 3463001864132560768|  20.0093| 0.0160|          |
Gaia DR3 2243178959628653312|  20.0094| 0.0655|          |
Gaia DR3 6028136378463313536|  20.0094| 1.1373|          |
Gaia DR3 6027605108115846656|  20.0095| 1.5840|          |
Gaia DR3 1065829295945871744|  20.0096| 0.0206|          |
Gaia DR3 5895980509524219264|  20.0096| 1.7094|          |
Gaia DR3 463222054059789312 |  20.0096| 0.0510|   50.5603|
Gaia DR3 6439807619265739520|  20.0096| 0.0516|          |
Gaia DR3 2030879447774285440|  20.0097| 0.0105|          |
Gaia DR3 5867638982399742080|  20.0099| 1.8505|          |
Gaia DR3 1167876585027341184|  20.0102| 0.1187|          |
Gaia DR3 5838724536712918784|  20.0102| 0.0151|          |
Gaia DR3 6054608701362026112|  20.0104| 0.0146|          |
Gaia DR3 5106607576826623488|  20.0104| 0.0287|          |
Gaia DR3 6124806505798731648|  20.0108| 0.0200|          |
Gaia DR3 6241692425853272704|  20.0112| 0.0193|          |
Gaia DR3 2377708708408848512|  20.0113| 0.0283|   49.3489|
Gaia DR3 4268952099304115584|  20.0114| 1.7245|          |
Gaia DR3 6029970123263460992|  20.0114| 1.4838|          |
Gaia DR3 4118163906435369856|  20.0115| 1.9684|          |
Gaia DR3 2679080997290983680|  20.0115| 0.0979|          |
Gaia DR3 803363981930350592 |  20.0115| 0.4720|          |
Gaia DR3 5931603243202364672|  20.0116| 2.6654|          |
Gaia DR3 4120983019874651520|  20.0119| 2.4113|          |
Gaia DR3 6218803892296235776|  20.0119| 0.0177|          |
Gaia DR3 3291649436573851008|  20.0119| 0.0422|   50.1996|
Gaia DR3 4043557708951808000|  20.0119| 1.7359|          |
Gaia DR3 4557974020717024000|  20.0122| 0.0298|          |
Gaia DR3 6091238931209482368|  20.0122| 0.0533|          |
Gaia DR3 5854153403599401344|  20.0122| 1.7856|          |
Gaia DR3 4257787211540415872|  20.0125| 2.2758|          |
Gaia DR3 4042959952651908096|  20.0128| 1.8323|          |
Gaia DR3 2028017281576098304|  20.0129| 0.0165|   49.8817| 97509
Gaia DR3 1830524308649666176|  20.0131| 1.6089|          |
Gaia DR3 4384448580225160320|  20.0132| 0.8117|          |
Gaia DR3 341367200438551552 |  20.0134| 0.0347|          |
Gaia DR3 717739788793039360 |  20.0134| 0.0485|          |
Gaia DR3 4096519745213439360|  20.0136| 0.2449|          |
Gaia DR3 2025227889308492928|  20.0136| 2.0152|          |
Gaia DR3 5882453699054723968|  20.0139| 2.8245|          |
Gaia DR3 5217304689523693952|  20.0139| 0.6514|          |
Gaia DR3 4123612811156025600|  20.0141| 3.0451|          |
Gaia DR3 6635835561655553280|  20.0145| 0.0416|   50.8346|
Gaia DR3 3373245530209928576|  20.0146| 0.0136|          |
Gaia DR3 4123707850248118272|  20.0146| 1.9186|          |
Gaia DR3 1828008827884199680|  20.0147| 2.0259|          |
Gaia DR3 5915824598454109952|  20.0147| 2.9568|          |
Gaia DR3 3964973555510777088|  20.0150| 0.2169|          |
Gaia DR3 985924865378254464 |  20.0151| 0.0303|          |
Gaia DR3 5979512366413253120|  20.0153| 2.2031|          |
Gaia DR3 1114470247251479680|  20.0153| 0.3216|          |
Gaia DR3 4041011931467660928|  20.0153| 1.3712|          |
Gaia DR3 6028404934158096768|  20.0153| 1.7825|          |
Gaia DR3 4704638662720317312|  20.0154| 0.0657|          |
Gaia DR3 6060502770870724096|  20.0155| 2.2986|          |
Gaia DR3 1533360774158407680|  20.0155| 0.0336|   50.5201|
Gaia DR3 4068344652445179648|  20.0158| 1.6166|          |
Gaia DR3 5617522489634890496|  20.0158| 3.4960|          |
Gaia DR3 72113570347336448  |  20.0159| 0.0501|          |
Gaia DR3 3864796879305569920|  20.0161| 0.0241|   49.4160|
Gaia DR3 4058844601329155968|  20.0163| 1.4872|          |
Gaia DR3 754625277166407296 |  20.0163| 0.1584|          |
Gaia DR3 6479381138692068352|  20.0163| 0.0145|   50.0054|
Gaia DR3 1083835860434968576|  20.0164| 0.1191|          |
Gaia DR3 1316404834821367552|  20.0165| 0.0137|          |
Gaia DR3 4042314784021327104|  20.0165| 1.1657|          |
Gaia DR3 5850112316101800576|  20.0166| 2.4006|          |
Gaia DR3 4116504949589530240|  20.0166| 1.3742|          |
Gaia DR3 4041455618711655936|  20.0168| 1.2815|          |
Gaia DR3 6781765115711841408|  20.0171| 0.0477|          |
Gaia DR3 5662605283866303104|  20.0172| 0.0196|          |
Gaia DR3 1027354360433100928|  20.0172| 0.0304|   49.8618|
Gaia DR3 4118346803397976960|  20.0172| 1.7670|          |
Gaia DR3 4108425016530288128|  20.0173| 1.4112|          |
Gaia DR3 4155663197197829888|  20.0175| 2.3018|          |
Gaia DR3 4043252388259293696|  20.0178| 1.9263|          |
Gaia DR3 1193552895955650816|  20.0181| 0.0174|   49.8806|
Gaia DR3 6914073400035169536|  20.0181| 0.0195|   49.5298|
Gaia DR3 4782685403970381184|  20.0183| 0.0301|   50.1518|
Gaia DR3 2788927259787530496|  20.0183| 0.0407|   50.3247|
Gaia DR3 6738773730030480384|  20.0184| 0.5069|          |
Gaia DR3 2464274319719777920|  20.0184| 0.0395|          |
Gaia DR3 5698947368691146752|  20.0189| 2.7414|          |
Gaia DR3 3460835757505879168|  20.0193| 0.1031|          |
Gaia DR3 859756009169691776 |  20.0194| 0.0264|          |
Gaia DR3 6499920874891027840|  20.0194| 0.1135|          |
Gaia DR3 4040446954231787264|  20.0194| 1.7045|          |
Gaia DR3 5961318300835953408|  20.0195| 1.5891|          |
Gaia DR3 5950130460755829504|  20.0195| 1.5938|          |
Gaia DR3 3709626204892249984|  20.0196| 0.0319|   49.3721|
Gaia DR3 2026285138455971200|  20.0196| 0.1185|          |
Gaia DR3 450495000807136896 |  20.0197| 0.5070|          |
Gaia DR3 3378123861436589952|  20.0198| 0.0845|   49.8395|
Gaia DR3 888935295425883392 |  20.0201| 0.2388|   47.1059|
Gaia DR3 4481387946306129536|  20.0203| 1.5485|          |
Gaia DR3 6902842648965553280|  20.0207| 0.2397|          |
Gaia DR3 2528464156442744192|  20.0210| 0.1454|          |
Gaia DR3 4109188970993056384|  20.0210| 2.1650|          |
Gaia DR3 2338349628107880192|  20.0211| 0.0325|          |
Gaia DR3 2873046565103607296|  20.0211| 0.0165|   49.8578|116351
Gaia DR3 5961317579274395392|  20.0212| 2.1150|          |
Gaia DR3 6735479696276694528|  20.0213| 1.6214|          |
Gaia DR3 2934921719404703616|  20.0213| 1.1752|          |
Gaia DR3 4571864803943824000|  20.0214| 0.0141|          |
Gaia DR3 6309497693027173248|  20.0215| 0.8003|          |
Gaia DR3 5824903198824252672|  20.0216| 2.9609|          |
Gaia DR3 5971590556947810432|  20.0218| 1.5141|          |
Gaia DR3 2299248864320112512|  20.0219| 0.1461|          |
Gaia DR3 5268950777906623104|  20.0219| 0.0103|   50.0105|
Gaia DR3 5711444697020893440|  20.0219| 1.1989|          |
Gaia DR3 5029621043960343552|  20.0220| 0.0402|   50.3623|
Gaia DR3 3173222379176544000|  20.0221| 0.0173|          |
Gaia DR3 378359474585211008 |  20.0222| 0.0198|          |
Gaia DR3 4147821514656826880|  20.0224| 2.0809|          |
Gaia DR3 3833682521305300864|  20.0225| 0.0411|   50.0735|
Gaia DR3 5400618944600592768|  20.0226| 0.0286|          |
Gaia DR3 6534742820460313728|  20.0226| 0.0326|          |
Gaia DR3 6391327540254901376|  20.0226| 0.0206|          |
Gaia DR3 3362527426434825088|  20.0227| 0.0506|          |
Gaia DR3 2022846347119825792|  20.0228| 2.0808|          |
Gaia DR3 4735002470891376512|  20.0228| 0.0395|          |
Gaia DR3 4105787803566727168|  20.0229| 0.0362|   49.8329|
Gaia DR3 1292394936843533696|  20.0229| 0.0141|          |
Gaia DR3 4514127421167273600|  20.0231| 2.8589|          |
Gaia DR3 2756461464558262272|  20.0233| 0.0277|   49.7658|
Gaia DR3 4251013979377791104|  20.0234| 0.3219|          |
Gaia DR3 5409615835949607424|  20.0235| 0.0149|          |
Gaia DR3 5366611359194445824|  20.0235| 0.0973|          |
Gaia DR3 4070622294975961728|  20.0237| 1.9411|          |
Gaia DR3 4121542533868773504|  20.0239| 2.4531|          |
Gaia DR3 4116889950416626816|  20.0239| 2.7830|          |
Gaia DR3 4068273527701829248|  20.0239| 1.1221|          |
Gaia DR3 4790875077673493760|  20.0239| 0.0141|          |
Gaia DR3 465395822908970880 |  20.0240| 0.0202|          |
Gaia DR3 4116041917718664832|  20.0242| 0.0410|          |
Gaia DR3 4988735051246293504|  20.0243| 0.0356|          |
Gaia DR3 3441605161696282624|  20.0251| 0.0224|          |
Gaia DR3 1499215032533749888|  20.0252| 0.0160|          |
Gaia DR3 4321933544529272448|  20.0254| 2.0697|          |
Gaia DR3 5979782330943614464|  20.0256| 1.5419|          |
Gaia DR3 2918043425636126080|  20.0258| 0.0828|          |
Gaia DR3 593819567004974720 |  20.0258| 0.0259|          |
Gaia DR3 5005339841488712192|  20.0259| 0.4609|          |
Gaia DR3 4644134187114983168|  20.0259| 0.1491|          |
Gaia DR3 5614449247259302144|  20.0260| 1.0865|          |
Gaia DR3 5234386805265660416|  20.0260| 0.0260|          |
Gaia DR3 2914172491871148160|  20.0261| 0.0780|          |
Gaia DR3 6822778686132562432|  20.0262| 0.0214|          |
Gaia DR3 2455038495061912832|  20.0262| 0.0546|          |
Gaia DR3 4132641244733978368|  20.0264| 0.2182|   50.2365|
Gaia DR3 1199628591054060288|  20.0264| 0.0229|          |
Gaia DR3 935709512206146560 |  20.0266| 0.0229|          |
Gaia DR3 5929605911561294720|  20.0268| 2.2261|          |
Gaia DR3 3254454671897381120|  20.0268| 0.2438|          |
Gaia DR3 1875741930472284672|  20.0269| 0.0166|   49.8016|
Gaia DR3 6028787048705913472|  20.0272| 1.8732|          |
Gaia DR3 4108690720447491328|  20.0272| 1.9624|          |
Gaia DR3 5945655620235140480|  20.0273| 0.0178|          |
Gaia DR3 4815079662225121664|  20.0274| 0.0126|          |
Gaia DR3 1900093639129227136|  20.0276| 0.0228|          |
Gaia DR3 2881804450094712320|  20.0276| 0.0371|   49.9340|
Gaia DR3 1201909218687077120|  20.0278| 0.0165|          |
Gaia DR3 2064838031864808832|  20.0280| 0.2237|          |
Gaia DR3 4228451343646290688|  20.0282| 0.0165|   49.9249|
Gaia DR3 394745294513036800 |  20.0283| 0.0375|          |
Gaia DR3 5184695339307290112|  20.0285| 0.0266|          |
Gaia DR3 4117317037692770304|  20.0286| 2.2321|          |
Gaia DR3 6767057567145077504|  20.0288| 0.0173|   49.8864|
Gaia DR3 3195203368962357760|  20.0288| 0.0193|   49.8288|
Gaia DR3 6255458792472646400|  20.0290| 0.0206|          |
Gaia DR3 4116367270151110528|  20.0296| 1.4343|          |
Gaia DR3 4142065055816427008|  20.0296| 0.4514|          |
Gaia DR3 350580833003011840 |  20.0296| 0.0270|   49.3548|  7924
Gaia DR3 950361883331847424 |  20.0298| 0.0485|          |
Gaia DR3 163804078373452288 |  20.0298| 0.1148|          |
Gaia DR3 4258547695646043264|  20.0299| 2.0984|          |
Gaia DR3 4674816235180364160|  20.0303| 0.0164|          |
Gaia DR3 4101605811065866880|  20.0306| 0.3923|          |
Gaia DR3 4149573483288450048|  20.0309| 1.8831|          |
Gaia DR3 5612299328373516416|  20.0309| 0.0153|   49.8634| 37171
Gaia DR3 2811231918309121792|  20.0309| 0.0167|   50.1058|
Gaia DR3 2632860517756091264|  20.0309| 0.1327|          |
Gaia DR3 5400618944600593536|  20.0310| 0.0153|          | 54642
Gaia DR3 63181034805012224  |  20.0311| 0.0185|   49.5590|
Gaia DR3 4715697967285258240|  20.0311| 0.0343|          |
Gaia DR3 1019331258445588480|  20.0314| 0.6628|          |
Gaia DR3 6845810053122792192|  20.0314| 0.0338|          |
Gaia DR3 2830734604590471424|  20.0315| 0.1009|          |
Gaia DR3 3299556814963128704|  20.0315| 0.0274|          |
Gaia DR3 1823074567617787776|  20.0318| 0.0269|          |
Gaia DR3 4043578427942296064|  20.0318| 2.4425|          |
Gaia DR3 951711155898321280 |  20.0319| 0.0796|          |
Gaia DR3 1705155858222096640|  20.0319| 0.1571|          |
Gaia DR3 2922056368202440832|  20.0320| 0.0189|          |
Gaia DR3 2288655447745058176|  20.0321| 0.0110|          |
Gaia DR3 4040769764031346944|  20.0323| 1.3284|          |
Gaia DR3 4099438879812586624|  20.0324| 1.9431|          |
Gaia DR3 4108823039788221056|  20.0325| 1.4730|          |
Gaia DR3 5427726441718114560|  20.0325| 0.0169|          |
Gaia DR3 551152678989564416 |  20.0326| 0.0598|          |
Gaia DR3 824461857716887168 |  20.0328| 0.0168|          |
Gaia DR3 3877219677072108928|  20.0329| 0.0627|   50.8981|
Gaia DR3 6388654966789281536|  20.0330| 0.1162|          |
Gaia DR3 2034898540726365440|  20.0330| 2.9589|          |
Gaia DR3 4251846962534752768|  20.0332| 1.9826|          |
Gaia DR3 4123110300091887232|  20.0335| 3.2417|          |
Gaia DR3 5372732855821830400|  20.0340| 0.0229|          |
Gaia DR3 408017258854193280 |  20.0343| 0.0164|   50.1375|
Gaia DR3 73958104182179840  |  20.0344| 0.1523|          |
Gaia DR3 4121060398047023488|  20.0345| 2.2977|          |
Gaia DR3 4251095480682618880|  20.0348| 2.0956|          |
Gaia DR3 4123891468633141248|  20.0349| 2.2189|          |
Gaia DR3 6195592652076883584|  20.0350| 0.0217|   49.8672| 66322
Gaia DR3 4103261847382880000|  20.0353| 1.6198|          |
Gaia DR3 4117567004778543488|  20.0354| 2.1971|          |
Gaia DR3 5251854402903534976|  20.0355| 1.9858|          |
Gaia DR3 633815264538126208 |  20.0357| 0.0231|          |
Gaia DR3 4356442919556951296|  20.0357| 0.0425|          |
Gaia DR3 2020916051335775104|  20.0359| 2.8466|          |
Gaia DR3 4040912769230116864|  20.0359| 2.6301|          |
Gaia DR3 5368735031539578112|  20.0359| 2.3736|          |
Gaia DR3 3047750819507995008|  20.0359| 0.0152|          |
Gaia DR3 1924580518993288448|  20.0360| 0.0184|          |
Gaia DR3 744275161897052928 |  20.0361| 0.0483|          |
Gaia DR3 6552265458098113536|  20.0365| 0.0154|   49.8000|115584
Gaia DR3 5366612905382679424|  20.0365| 0.0250|          |
Gaia DR3 653489998622345856 |  20.0367| 0.3780|          |
Gaia DR3 4293160557887505664|  20.0367| 1.4920|          |
Gaia DR3 176265565204117888 |  20.0369| 0.1475|          |
Gaia DR3 4292301362585898880|  20.0372| 1.9395|          |
Gaia DR3 164084797434486016 |  20.0372| 0.0384|          |
Gaia DR3 4264884078092553600|  20.0372| 0.0521|   51.0760|
Gaia DR3 4394630332775605376|  20.0373| 0.0181|          |
Gaia DR3 5682754933956526080|  20.0374| 0.0276|          |
Gaia DR3 6028440427710117504|  20.0374| 1.0636|          |
Gaia DR3 4970424368714636672|  20.0375| 0.9679|          |
Gaia DR3 6007241877831598976|  20.0376| 0.2820|          |
Gaia DR3 2453167160630875008|  20.0378| 0.0182|   50.2310|
Gaia DR3 6040074806868876672|  20.0378| 1.3323|          |
Gaia DR3 4121613383689653632|  20.0380| 2.5062|          |
Gaia DR3 3931151340890129920|  20.0380| 0.0283|          |
Gaia DR3 5251589042651479296|  20.0382| 0.0825|          |
Gaia DR3 2756461464558262656|  20.0383| 0.0253|   49.8047|
Gaia DR3 2079973191680730880|  20.0384| 0.0426|   50.5958|
Gaia DR3 20143916309954432  |  20.0384| 0.0348|   49.3963|
Gaia DR3 4534747043746712576|  20.0385| 0.2304|          |
Gaia DR3 187428872399825408 |  20.0386| 1.7515|          |
Gaia DR3 4124811961747295744|  20.0387| 2.1952|          |
Gaia DR3 6567365777134137344|  20.0390| 0.0167|          |
Gaia DR3 6883557180656003328|  20.0390| 0.0776|          |
Gaia DR3 4046777117606021248|  20.0391| 0.8583|          |
Gaia DR3 4040881708000903168|  20.0391| 1.4555|          |
Gaia DR3 1756614759045363200|  20.0391| 0.1257|          |
Gaia DR3 4068888468234161664|  20.0392| 1.2032|          |
Gaia DR3 204206767007059328 |  20.0393| 0.0225|          |
Gaia DR3 94865180345415552  |  20.0394| 0.0196|          |  7626
Gaia DR3 4117158330068022528|  20.0399| 1.3620|          |
Gaia DR3 1278423305151962368|  20.0400| 0.1022|          |
Gaia DR3 3673010234303585920|  20.0401| 0.0417|   49.5884|
Gaia DR3 2024623157903566336|  20.0401| 2.1172|          |
Gaia DR3 146712303261194624 |  20.0402| 0.1050|          |
Gaia DR3 129281303048006656 |  20.0403| 0.0396|          |
Gaia DR3 5815232169416329344|  20.0403| 2.4536|          |
Gaia DR3 6083140787546833536|  20.0403| 0.1098|          |
Gaia DR3 1943939276629533696|  20.0404| 1.9561|          |
Gaia DR3 4680556544870229120|  20.0406| 0.0144|          |
Gaia DR3 6395349897387334912|  20.0409| 0.0175|          |
Gaia DR3 4356710616272982656|  20.0410| 0.0175|          |
Gaia DR3 4255547815591114368|  20.0410| 0.3009|          |
Gaia DR3 3385734333029182592|  20.0411| 0.1185|          |
Gaia DR3 2694138087479247872|  20.0411| 0.1083|          |
Gaia DR3 2887469752478012928|  20.0411| 0.0147|   49.8922| 27823
Gaia DR3 2064445987251056384|  20.0413| 0.3215|          |
Gaia DR3 6700289586108081536|  20.0413| 0.0228|          |
Gaia DR3 5869012100669997696|  20.0414| 1.0844|          |
Gaia DR3 2281888847030374144|  20.0414| 0.0393|          |
Gaia DR3 6127507864134576768|  20.0416| 0.0152|          |
Gaia DR3 2025567294768653184|  20.0416| 1.6194|          |
Gaia DR3 2395773577078536064|  20.0419| 0.5183|          |
Gaia DR3 824134821727350272 |  20.0419| 0.0262|          |
Gaia DR3 2997922533078593024|  20.0421| 0.0186|          |
Gaia DR3 4321013493845151232|  20.0421| 1.6282|          |
Gaia DR3 3853655287462788480|  20.0422| 0.0217|          |
Gaia DR3 5540968133550226688|  20.0426| 0.0100|   49.8728|
Gaia DR3 4120242086467467392|  20.0427| 2.2721|          |
Gaia DR3 6062299269767111296|  20.0427| 1.2236|          |
Gaia DR3 4410452820495105024|  20.0427| 0.0246|   49.7732| 77335
Gaia DR3 4042524275325201280|  20.0428| 1.3277|          |
Gaia DR3 4835930972532313728|  20.0429| 0.1640|          |
Gaia DR3 4119986587462321536|  20.0430| 2.5114|          |
Gaia DR3 4120372344230557440|  20.0430| 2.3761|          |
Gaia DR3 356354329908098560 |  20.0431| 0.0247|   50.1286|
Gaia DR3 4339409251055222400|  20.0432| 0.0275|          |
Gaia DR3 1040834441710746112|  20.0434| 0.0276|          |
Gaia DR3 6029170262947494400|  20.0435| 1.7004|          |
Gaia DR3 5895962814274287232|  20.0438| 0.0862|          |
Gaia DR3 3824698686672469376|  20.0440| 1.4742|          |
Gaia DR3 2530307796924503296|  20.0441| 0.0165|   49.8138|  2786
Gaia DR3 2830105069759726336|  20.0441| 0.0166|          |
Gaia DR3 4124449402117637504|  20.0442| 2.0671|          |
Gaia DR3 4611034768242180352|  20.0444| 0.1451|          |
Gaia DR3 4527228170908297344|  20.0447| 0.0680|          |
Gaia DR3 6822778720492301312|  20.0448| 0.0227|   49.8338|
Gaia DR3 528133681509788928 |  20.0449| 0.0289|   49.5244|
Gaia DR3 1956425674269527168|  20.0449| 0.0383|   50.1131|
Gaia DR3 4111242034033837440|  20.0449| 1.4280|          |
Gaia DR3 4256408698826991872|  20.0451| 2.5261|          |
Gaia DR3 4040696848553030784|  20.0451| 1.2430|          |
Gaia DR3 1047061182215609600|  20.0452| 0.0226|          |
Gaia DR3 1297825081176535680|  20.0453| 0.0652|          |
Gaia DR3 4107521458540206464|  20.0454| 1.8070|          |
Gaia DR3 4128037933147322368|  20.0454| 1.6032|          |
Gaia DR3 5965486892993265408|  20.0455| 0.0144|          |
Gaia DR3 5827635176008146944|  20.0456| 3.2265|          |
Gaia DR3 6025844549423815296|  20.0456| 1.2286|          |
Gaia DR3 4039995256916736640|  20.0457| 1.3606|          |
Gaia DR3 4107405047773963136|  20.0457| 0.0202|          |
Gaia DR3 1831786925942312704|  20.0460| 1.4666|          |
Gaia DR3 2696292992830064512|  20.0461| 0.0237|          |
Gaia DR3 5126103361096079744|  20.0461| 0.0231|          |
Gaia DR3 6282494305924197120|  20.0462| 0.0249|   49.7746|
Gaia DR3 5485643629020704000|  20.0462| 0.0176|   50.3029| 35910
Gaia DR3 5867657605410710656|  20.0463| 2.2320|          |
Gaia DR3 1570073780940010880|  20.0465| 0.0192|   49.9288|
Gaia DR3 2257667121267351296|  20.0466| 0.0136|          |
Gaia DR3 4593886544379827584|  20.0467| 0.0130|          |
Gaia DR3 4513080857934610816|  20.0468| 1.4841|          |
Gaia DR3 6910593175150321536|  20.0469| 0.0473|          |
Gaia DR3 6029879688464598912|  20.0469| 2.3383|          |
Gaia DR3 6284692500250626688|  20.0470| 0.2056|          |
Gaia DR3 797455343878369536 |  20.0470| 0.0608|          |
Gaia DR3 4251913208158076416|  20.0470| 1.4733|          |
Gaia DR3 6245090981933687040|  20.0471| 0.0216|   49.9399| 80109
Gaia DR3 1334655834487468672|  20.0471| 0.3538|          |
Gaia DR3 4090660821446960768|  20.0471| 1.7587|          |
Gaia DR3 3514838958298068736|  20.0472| 0.0252|          |
Gaia DR3 4509284793987222400|  20.0473| 0.0186|   49.8188| 90618
Gaia DR3 995563046867967872 |  20.0473| 0.0133|          |
Gaia DR3 5872709792625944576|  20.0473| 0.0201|          |
Gaia DR3 4501249769162586880|  20.0474| 0.0215|          |
Gaia DR3 6466132607693274496|  20.0474| 0.1102|          |
Gaia DR3 2020530672525888000|  20.0474| 3.0490|          |
Gaia DR3 3230311393711726080|  20.0477| 0.0952|          |
Gaia DR3 120116560093745152 |  20.0477| 0.0308|   49.6474|
Gaia DR3 283851128714774528 |  20.0477| 0.0208|          |
Gaia DR3 188799379289451648 |  20.0478| 0.0155|   49.8277| 24583
Gaia DR3 4157026621629808128|  20.0478| 0.0319|          |
Gaia DR3 4068697050148581376|  20.0479| 1.8644|          |
Gaia DR3 1997383581920045312|  20.0479| 0.1105|          |
Gaia DR3 4036218438747149568|  20.0479| 2.1597|          |
Gaia DR3 2020685463141582464|  20.0482| 2.2764|          |
Gaia DR3 6027686197055775360|  20.0486| 1.3035|          |
Gaia DR3 4288777565258617216|  20.0486| 0.0248|          |
Gaia DR3 1140462221095817728|  20.0487| 0.0246|   49.6098| 33932
Gaia DR3 1183294624267310080|  20.0487| 0.0238|          |
Gaia DR3 3606397353126591232|  20.0488| 0.0306|          |
Gaia DR3 4059241112706635776|  20.0488| 1.3917|          |
Gaia DR3 2493175670051118336|  20.0490| 0.4077|          |
Gaia DR3 3254217387841562368|  20.0492| 0.0184|          |
Gaia DR3 4060997445026135040|  20.0492| 1.0172|          |
Gaia DR3 2024693973293036800|  20.0492| 1.8231|          |
Gaia DR3 1847834950968711936|  20.0493| 0.1910|          |
Gaia DR3 3272234569488264704|  20.0495| 0.0634|   51.0763|
