source_id,designation,ra,dec,parallax,parallax_error,pm,pmra,pmdec,ruwe,phot_variable_flag,non_single_star,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,radial_velocity,radial_velocity_error
2751296646125543040,Gaia DR3 2751296646125543040,8.98624024137839,10.47482086126036,69.46895503742745,0.028507086,1151.3168,1085.0655067093865,-384.91969725261634,1.1947614,NOT_AVAILABLE,0,13.559401,15.629446,12.229243,3.4002028,2.0700455,1.3301573,,,,,,,,,,,,,,,,22.93066,0.8218279
2741452134407577216,Gaia DR3 2741452134407577216,4.2341679339988785,5.121228378212199,56.15890033501793,0.034504853,630.3825,-89.92714582015785,-623.9352809525939,1.3474796,NOT_AVAILABLE,0,12.388646,14.055605,11.134946,2.920659,1.6669588,1.2537003,3000.0864,3000.0154,3000.699,4.3984,4.397,4.4042,-0.6464,-0.6478,-0.6435,17.8346,17.7485,17.863,0.0,0.0,1.0E-4,-2.2783291,0.40310964
2746709861572970624,Gaia DR3 2746709861572970624,359.636419705836,7.656947081179305,59.094178923685945,0.27797133,325.9517,82.46947755147647,-315.3463128409397,13.314306,NOT_AVAILABLE,0,10.663617,12.009489,9.474366,2.5351229,1.3458719,1.189251,,,,,,,,,,,,,,,,-8.982771,0.2874946
2752746111688997248,Gaia DR3 2752746111688997248,4.569135382649785,10.202658135740066,59.62895585839463,0.025021251,29.630543,2.0752058544983094,-29.55778351527164,1.0177174,NOT_AVAILABLE,0,10.007901,11.134671,8.953088,2.1815834,1.12677,1.0548134,3550.9844,3537.2014,3564.496,4.6114,4.5614,4.6478,-0.4272,-0.5377,-0.2682,16.7354,16.6448,16.9079,7.0E-4,1.0E-4,0.0024,-15.452293,0.16237316
2756363608023588864,Gaia DR3 2756363608023588864,354.9893506001899,5.6243516012277475,73.23703628604858,0.16977987,576.63574,376.4966061507007,-436.7597624667563,2.6400647,NOT_AVAILABLE,0,3.9992578,4.2614365,3.5563064,0.7051301,0.26217866,0.44295144,6149.203,6129.762,6165.1475,3.9256,3.7308,3.9583,-0.8118,-0.9223,-0.685,13.8409,13.5919,19.974,2.0E-4,0.0,0.0013,5.529699,0.13244323
6203502160773159424,Gaia DR3 6203502160773159424,221.02688491852965,-34.44835557219465,65.04378895630605,0.03197015,445.90976,-83.02687224840872,-438.11192003664826,1.3957136,NOT_AVAILABLE,0,12.733512,14.4284115,11.488094,2.9403172,1.6948996,1.2454176,,,,,,,,,,,,,,,,-0.109645426,1.1728482
3562157781229213312,Gaia DR3 3562157781229213312,170.45272777167042,-13.219297317801288,69.67002188747037,0.20329462,473.60764,-471.114513805484,-48.53150912726551,3.1170917,NOT_AVAILABLE,0,16.392456,19.47776,14.852441,4.6253195,3.0853043,1.5400152,,,,,,,,,,,,,,,,,
3553682127126319360,Gaia DR3 3553682127126319360,159.73017337204226,-20.680003391633377,70.83755933851121,0.045167703,622.07434,-288.0413413399446,551.3698173896573,1.0365106,NOT_AVAILABLE,0,15.838033,16.092281,15.345789,0.7464924,0.25424862,0.49224377,,,,,,,,,,,,,,,,,
3562717226488303360,Gaia DR3 3562717226488303360,164.6981247926075,-15.804654716577172,55.09850778800549,0.32084602,260.40912,-258.5763316060651,30.841274264738402,1.028364,NOT_AVAILABLE,0,19.216253,21.288157,17.686052,3.6021042,2.0719032,1.530201,,,,,,,,,,,,,,,,,
3562962623740696576,Gaia DR3 3562962623740696576,167.8913092098125,-14.994031549534432,51.87483578869705,0.66003174,916.1699,693.0715544307121,-599.182035897168,26.688833,NOT_AVAILABLE,0,8.551208,9.24983,7.705573,1.5442572,0.6986227,0.84563446,,,,,,,,,,,,,,,,-14.129191,0.9614447
